gameid,home,team,SEC,DIST,REBchancesOFF,REBchancesDEF,REBchancestotal,touches,2ndAST,FTAST,passes,AST,contestedFGM,contestedFGA,contestedFGpct,uncontestedFGM,uncontestedFGA,uncontestedFGpct,FGpct,defendedatrimFGM,defendedatrimFGA,defendedatrimFGpct
22200681,False,BKN,14400,17.72,13,55,64,373,4,5,261,27,23,39,0.59,20,43,0.465,0.524,12,16,0.75
22200682,True,POR,14400,17.33,31,54,83,394,2,3,268,19,17,42,0.405,15,43,0.349,0.376,16,22,0.727
22200682,False,PHI,14400,17.09,16,60,72,396,4,4,283,24,17,31,0.548,24,50,0.48,0.506,15,28,0.536
22200683,True,ORL,14400,18.21,22,61,79,383,3,1,272,28,17,32,0.531,22,43,0.512,0.52,20,25,0.8
22200683,False,NOP,14400,18.07,29,42,68,439,2,2,321,29,24,38,0.632,17,53,0.321,0.451,11,17,0.647
22200684,True,ATL,14400,16.94,28,40,65,330,4,1,214,27,29,49,0.592,27,51,0.529,0.56,22,29,0.759
22200684,False,NYK,14400,17.5,22,53,74,354,0,0,241,27,18,32,0.563,31,51,0.608,0.59,14,20,0.7
22200685,True,CLE,14400,17.37,20,46,65,372,5,1,258,24,21,34,0.618,21,50,0.42,0.5,9,23,0.391
22200685,False,GSW,14400,17.29,26,55,80,441,4,3,314,25,13,34,0.382,29,52,0.558,0.488,17,24,0.708
22200686,True,DAL,14400,17.29,21,41,59,378,3,4,265,21,12,28,0.429,25,52,0.481,0.463,13,20,0.65
22200686,False,MIA,14400,17.7,13,50,61,379,0,4,271,15,17,28,0.607,16,41,0.39,0.478,10,17,0.588
22200687,True,SAS,14400,17.99,24,34,56,386,1,3,275,34,23,38,0.605,28,51,0.549,0.573,19,26,0.731
22200687,False,LAC,14400,17.19,17,38,53,376,4,2,271,31,15,26,0.577,36,55,0.655,0.63,18,22,0.818
22200688,True,DEN,14400,17.04,19,44,61,382,6,2,266,38,20,35,0.571,31,48,0.646,0.614,22,36,0.611
22200688,False,IND,14400,18.06,39,49,82,439,4,3,315,23,18,33,0.545,19,51,0.373,0.44,25,31,0.806
22200689,True,UTA,14400,17.15,36,49,81,357,2,3,238,24,17,44,0.386,20,43,0.465,0.42,14,16,0.875
22200689,False,BKN,14400,16.78,15,68,77,390,5,4,279,26,14,22,0.636,29,58,0.5,0.538,14,23,0.609
22200690,True,LAL,14400,18.25,25,65,84,415,2,3,282,24,13,27,0.481,25,65,0.385,0.409,23,38,0.605
22200690,False,MEM,14400,18.71,52,62,107,409,2,3,268,24,27,59,0.458,16,43,0.372,0.422,18,32,0.563
22200691,True,SAC,14400,18.13,28,64,87,449,2,4,324,25,14,29,0.483,26,57,0.456,0.471,11,21,0.524
22200691,False,OKC,14400,18.12,19,56,75,387,3,0,270,21,12,26,0.462,33,67,0.493,0.484,16,28,0.571
22200692,True,TOR,14400,16.9,21,55,75,384,1,0,269,24,19,43,0.442,27,43,0.628,0.535,9,28,0.321
22200692,False,BOS,14400,16.71,27,46,72,410,2,4,293,25,11,33,0.333,27,52,0.519,0.447,16,27,0.593
22200693,True,WAS,14400,18.21,24,50,73,424,5,3,300,34,18,38,0.474,33,57,0.579,0.537,14,23,0.609
22200693,False,ORL,14400,18.37,22,57,75,400,2,2,278,24,22,39,0.564,19,50,0.38,0.467,15,25,0.6
22200694,True,ATL,14400,17.42,14,53,67,360,1,3,244,24,22,35,0.629,23,48,0.479,0.542,23,33,0.697
22200694,False,CHA,14400,18.11,21,47,65,406,5,4,287,28,21,37,0.568,24,52,0.462,0.506,10,16,0.625
22200695,True,CLE,14400,17.23,13,49,62,379,6,1,265,33,22,40,0.55,26,46,0.565,0.558,13,20,0.65
22200695,False,MIL,14400,17.35,21,45,63,372,2,0,254,24,13,29,0.448,26,57,0.456,0.453,22,29,0.759
22200696,True,MIN,14400,17.16,17,45,56,415,3,1,302,20,9,21,0.429,29,62,0.468,0.458,21,37,0.568
22200696,False,HOU,14400,16.99,31,52,79,442,3,5,311,24,21,41,0.512,17,38,0.447,0.481,15,24,0.625
22200697,True,PHX,14400,19.21,34,68,100,454,4,2,320,27,16,37,0.432,22,54,0.407,0.418,17,36,0.472
22200697,False,IND,14400,19.17,28,64,86,412,4,5,283,22,15,45,0.333,21,51,0.412,0.375,13,25,0.52
22200698,True,SAC,14400,18.48,20,58,76,415,1,2,295,28,22,35,0.629,24,49,0.49,0.548,24,31,0.774
22200698,False,PHI,14400,18.21,31,47,76,436,1,1,311,27,25,41,0.61,24,52,0.462,0.527,16,22,0.727
22200699,True,MIA,14400,18.31,20,51,70,431,4,5,303,17,14,30,0.467,21,50,0.42,0.438,22,28,0.786
22200699,False,NOP,14400,18.18,22,54,72,430,1,2,314,24,20,36,0.556,17,42,0.405,0.474,15,24,0.625
22200700,True,TOR,14400,17.45,28,42,69,405,1,4,283,21,17,39,0.436,24,51,0.471,0.456,17,23,0.739
22200700,False,NYK,14400,17.77,32,52,79,398,6,1,279,30,15,25,0.6,25,57,0.439,0.488,14,24,0.583
22200701,True,DAL,14400,16.85,24,45,69,347,3,1,234,15,15,27,0.556,20,53,0.377,0.438,15,27,0.556
22200701,False,LAC,14400,16.56,22,64,81,369,5,2,264,20,17,37,0.459,18,40,0.45,0.455,13,20,0.65
22200702,True,DEN,14400,16.78,30,54,83,386,4,4,275,22,16,38,0.421,20,44,0.455,0.439,16,21,0.762
22200702,False,OKC,14400,17.51,31,61,85,372,3,1,258,21,21,37,0.568,19,52,0.365,0.449,18,30,0.6
22200703,True,PHX,14400,17.89,18,65,80,417,2,2,293,25,8,23,0.348,31,65,0.477,0.443,18,28,0.643
22200703,False,MEM,14400,17.85,33,62,92,384,3,3,253,28,21,44,0.477,19,48,0.396,0.435,11,17,0.647
22200704,True,GSW,14400,17.88,29,45,66,421,8,4,296,28,20,42,0.476,21,48,0.438,0.456,17,27,0.63
22200704,False,BKN,14400,18.01,17,61,77,453,4,1,332,30,19,37,0.514,24,42,0.571,0.544,22,35,0.629
22200705,True,POR,14400,17.68,26,46,68,394,1,0,279,24,14,28,0.5,23,58,0.397,0.43,21,28,0.75
22200705,False,LAL,14400,17.23,28,64,89,374,1,3,250,23,20,33,0.606,25,53,0.472,0.523,14,23,0.609
22200706,True,DET,14400,18.68,25,50,71,398,3,4,267,26,15,31,0.484,28,56,0.5,0.494,20,22,0.909
22200706,False,MIL,14400,18.36,26,53,74,427,4,4,289,38,24,31,0.774,31,67,0.463,0.561,20,28,0.714
22200707,True,ORL,14400,17.55,20,45,63,355,2,3,241,22,23,40,0.575,20,44,0.455,0.512,12,22,0.545
22200707,False,BOS,14400,16.89,20,53,70,389,4,1,276,24,14,32,0.438,22,51,0.431,0.434,18,31,0.581
22200708,True,CHI,14400,17.26,31,55,83,411,6,1,292,28,19,37,0.514,25,58,0.431,0.463,14,20,0.7
22200708,False,ATL,14400,17.38,21,47,66,374,3,1,253,24,15,34,0.441,24,51,0.471,0.459,18,29,0.621
22200709,True,HOU,14400,17.25,30,57,84,429,4,5,296,24,21,41,0.512,23,47,0.489,0.5,18,25,0.72
22200709,False,MIN,14400,17.47,30,57,82,408,2,2,284,19,16,28,0.571,25,63,0.397,0.451,17,28,0.607
22200710,True,UTA,14400,18.09,34,54,82,419,4,3,291,25,19,36,0.528,22,50,0.44,0.477,23,36,0.639
22200710,False,CHA,14400,18.41,24,49,70,393,1,0,270,22,24,39,0.615,14,46,0.304,0.447,12,25,0.48
22200711,True,POR,14400,18.18,21,52,70,414,7,2,291,34,25,41,0.61,30,50,0.6,0.598,21,32,0.656
22200711,False,SAS,14400,18.58,23,44,64,384,2,3,263,30,22,42,0.524,25,48,0.521,0.522,28,42,0.667
22200712,True,SAC,14400,18.64,30,67,96,447,2,2,318,37,17,34,0.5,32,54,0.593,0.557,14,25,0.56
22200712,False,MEM,14400,18.6,26,49,75,426,2,1,303,28,23,50,0.46,17,48,0.354,0.408,18,30,0.6
22200713,True,IND,14400,18.8,34,55,85,428,3,3,296,24,24,43,0.558,18,55,0.327,0.424,20,31,0.645
22200713,False,CHI,14400,17.67,26,72,96,404,4,2,281,19,25,45,0.556,17,43,0.395,0.489,24,40,0.6
22200714,True,MIA,14400,17.64,33,61,91,371,1,3,251,21,13,36,0.361,21,58,0.362,0.362,14,18,0.778
22200714,False,BOS,14400,17.44,20,70,88,384,0,1,279,21,14,30,0.467,18,44,0.409,0.432,9,19,0.474
22200715,True,NYK,14400,17.08,26,53,77,366,2,1,255,25,12,24,0.5,25,51,0.49,0.493,20,28,0.714
22200715,False,CLE,14400,16.83,32,57,83,377,7,0,263,29,17,36,0.472,23,50,0.46,0.46,14,20,0.7
22200716,True,NOP,14400,17.44,32,48,79,405,3,1,288,18,21,39,0.538,17,46,0.37,0.447,16,24,0.667
22200716,False,DEN,14400,16.88,16,55,70,415,4,3,308,27,16,30,0.533,23,50,0.46,0.488,22,30,0.733
22200717,True,DAL,14400,17.76,23,54,74,359,4,4,243,24,28,42,0.667,19,47,0.404,0.528,18,29,0.621
22200717,False,WAS,14400,18.37,19,51,67,391,6,5,271,28,18,29,0.621,24,54,0.444,0.506,22,35,0.629
22200718,True,PHX,14400,18.0,32,71,100,451,6,1,320,38,11,28,0.393,36,66,0.545,0.5,20,34,0.588
22200718,False,CHA,14400,18.21,33,56,89,401,0,4,281,19,23,53,0.434,16,43,0.372,0.406,8,20,0.4
22200719,True,LAL,14400,17.32,25,45,66,367,3,1,248,21,17,36,0.472,25,59,0.424,0.442,18,22,0.818
22200719,False,LAC,14400,17.31,19,66,82,392,6,1,276,25,21,34,0.618,30,50,0.6,0.607,16,29,0.552
22200720,True,ORL,14400,17.97,21,49,67,417,5,2,301,34,17,35,0.486,29,47,0.617,0.561,16,31,0.516
22200720,False,IND,14400,18.3,27,41,66,470,5,2,347,25,19,41,0.463,22,44,0.5,0.482,24,37,0.649
22200721,True,PHI,14400,16.83,25,35,55,411,4,4,292,26,16,33,0.485,26,49,0.531,0.512,19,21,0.905
22200721,False,BKN,14400,17.27,8,43,51,396,1,2,287,29,18,30,0.6,31,46,0.674,0.645,16,26,0.615
22200722,True,HOU,14400,17.29,37,67,102,404,8,3,275,29,30,59,0.508,12,38,0.316,0.433,17,32,0.531
22200722,False,WAS,14400,17.62,31,70,98,428,4,3,302,27,19,48,0.396,20,50,0.4,0.398,24,45,0.533
22200723,True,MIL,14400,17.69,14,63,74,335,1,2,215,16,17,33,0.515,20,45,0.444,0.474,17,32,0.531
22200723,False,DEN,14400,18.22,31,42,69,428,1,0,298,21,18,38,0.474,20,59,0.339,0.392,18,29,0.621
22200724,True,NOP,14400,18.08,21,51,69,434,2,4,314,25,14,30,0.467,23,55,0.418,0.435,17,29,0.586
22200724,False,MIN,14400,17.69,15,54,68,419,5,2,304,23,11,27,0.407,28,54,0.519,0.488,13,21,0.619
22200725,True,OKC,14400,18.55,31,45,74,399,2,1,280,31,26,51,0.51,26,51,0.51,0.52,21,27,0.778
22200725,False,ATL,14400,17.89,21,61,77,409,1,2,286,26,26,35,0.743,24,49,0.49,0.595,25,42,0.595
22200726,True,GSW,14400,18.1,30,55,80,467,9,6,334,33,18,32,0.563,25,53,0.472,0.506,24,32,0.75
22200726,False,MEM,14400,18.28,23,44,64,388,3,1,267,26,23,46,0.5,19,42,0.452,0.477,20,32,0.625
22200727,True,POR,14400,17.69,17,58,73,367,2,0,250,26,26,39,0.667,25,50,0.5,0.573,20,31,0.645
22200727,False,UTA,14400,18.06,21,45,66,380,3,2,262,32,19,36,0.528,28,54,0.519,0.522,24,36,0.667
22200728,True,SAC,14400,17.72,14,55,68,407,7,4,298,29,15,30,0.5,20,43,0.465,0.479,20,27,0.741
22200728,False,TOR,14400,17.56,26,46,71,437,6,1,319,28,19,32,0.594,29,65,0.446,0.495,14,22,0.636
22200729,True,LAL,14400,17.83,32,65,94,367,1,4,236,25,15,32,0.469,25,58,0.431,0.444,23,35,0.657
22200729,False,SAS,14400,19.19,35,58,92,436,3,3,302,22,24,52,0.462,16,54,0.296,0.377,18,34,0.529
22200730,True,BOS,15900,18.4,27,57,83,415,6,1,285,22,20,43,0.465,21,57,0.368,0.41,11,15,0.733
22200730,False,NYK,15900,19.06,23,64,85,367,2,1,243,17,13,29,0.448,31,67,0.463,0.458,17,30,0.567
22200731,True,BKN,14400,17.92,27,62,88,409,4,2,284,24,20,46,0.435,23,48,0.479,0.457,22,33,0.667
22200731,False,DET,14400,18.18,39,47,85,409,1,1,277,27,23,42,0.548,25,53,0.472,0.505,20,36,0.556
22200732,True,CHA,14400,18.79,19,65,83,377,3,3,253,24,21,37,0.568,18,47,0.383,0.464,22,29,0.759
22200732,False,CHI,14400,18.41,18,51,67,421,2,3,298,16,15,36,0.417,22,55,0.4,0.407,22,31,0.71
22200733,True,HOU,14400,16.81,25,56,79,392,2,2,277,24,22,38,0.579,17,38,0.447,0.513,14,24,0.583
22200733,False,CLE,14400,17.39,23,45,65,416,5,2,299,29,17,36,0.472,23,52,0.442,0.46,26,34,0.765
22200734,True,PHX,14400,16.61,25,51,73,348,4,6,241,24,14,37,0.378,21,49,0.429,0.407,14,22,0.636
22200734,False,DAL,14400,16.88,19,62,79,383,3,1,277,20,16,32,0.5,17,45,0.378,0.429,14,22,0.636
22200735,True,LAC,14400,17.56,18,58,72,396,5,3,283,26,14,24,0.583,38,65,0.585,0.584,18,29,0.621
22200735,False,SAS,14400,18.53,26,54,78,397,2,5,275,24,20,44,0.455,17,38,0.447,0.451,20,27,0.741
22200736,True,IND,14400,19.13,20,62,77,371,0,4,248,22,20,31,0.645,29,58,0.5,0.551,21,30,0.7
22200736,False,MIL,14400,18.31,26,54,76,413,4,0,277,32,20,32,0.625,32,66,0.485,0.531,23,32,0.719
22200737,True,MIN,14400,17.7,22,61,81,435,2,2,313,31,22,37,0.595,22,49,0.449,0.512,21,31,0.677
22200737,False,MEM,14400,17.9,32,57,86,379,3,2,249,22,23,42,0.548,15,51,0.294,0.409,20,29,0.69
22200738,True,MIA,14400,18.25,18,48,62,440,3,1,320,28,13,21,0.619,26,64,0.406,0.459,12,21,0.571
22200738,False,ORL,14400,18.25,14,63,75,377,3,4,269,21,14,25,0.56,19,44,0.432,0.478,15,19,0.789
22200739,True,OKC,14400,17.66,21,63,80,370,1,0,254,19,14,31,0.452,26,45,0.578,0.526,21,33,0.636
22200739,False,CLE,14400,17.27,26,41,66,397,4,2,285,27,19,43,0.442,20,45,0.444,0.443,15,25,0.6
22200740,True,GSW,14400,18.05,22,63,81,441,9,3,321,40,21,33,0.636,29,57,0.509,0.556,18,37,0.486
22200740,False,TOR,14400,18.4,28,47,74,435,3,1,306,24,23,49,0.469,23,52,0.442,0.455,27,37,0.73
22200741,True,PHI,14400,16.95,22,35,57,431,3,2,306,31,14,26,0.538,32,63,0.508,0.517,18,22,0.818
22200741,False,DEN,14400,16.95,16,47,60,405,3,3,293,28,19,29,0.655,25,52,0.481,0.543,18,32,0.563
22200742,True,BKN,14400,17.11,15,48,61,373,3,0,260,31,14,30,0.467,32,57,0.561,0.529,15,23,0.652
22200742,False,NYK,14400,17.48,30,53,81,380,5,1,264,19,21,36,0.583,24,52,0.462,0.511,12,20,0.6
22200743,True,DET,14400,17.73,23,54,75,401,0,2,285,23,12,29,0.414,26,54,0.481,0.458,26,41,0.634
22200743,False,HOU,14400,17.06,32,56,85,385,2,1,252,20,21,41,0.512,22,51,0.431,0.478,15,20,0.75
22200744,True,ORL,14400,17.85,22,49,68,392,2,1,276,29,22,39,0.564,19,44,0.432,0.494,20,23,0.87
22200744,False,CHI,14400,17.12,14,64,74,395,7,1,287,30,22,25,0.88,26,56,0.464,0.593,20,29,0.69
22200745,True,ATL,14400,17.4,31,55,85,343,1,1,217,24,26,47,0.553,19,48,0.396,0.474,8,14,0.571
22200745,False,LAC,14400,17.53,12,51,63,398,5,4,282,25,13,21,0.619,29,59,0.492,0.525,20,29,0.69
22200746,True,MIN,14400,17.82,22,56,74,443,5,3,326,25,12,22,0.545,30,58,0.517,0.525,21,29,0.724
22200746,False,SAC,14400,18.4,29,46,74,401,1,3,283,23,21,32,0.656,16,50,0.32,0.451,12,15,0.8
22200747,True,NOP,14400,18.52,24,62,81,352,1,3,235,21,23,42,0.548,16,50,0.32,0.424,17,26,0.654
22200747,False,WAS,14400,18.4,31,59,88,432,2,3,301,18,19,35,0.543,21,53,0.396,0.455,19,28,0.679
22200748,True,SAS,15900,20.3,39,66,104,426,4,2,284,32,28,59,0.475,20,50,0.4,0.44,16,30,0.533
22200748,False,PHX,15900,19.71,25,77,98,412,2,1,281,31,18,40,0.45,32,63,0.508,0.485,20,33,0.606
22200749,True,BOS,15900,18.41,22,64,85,404,4,4,281,18,18,31,0.581,21,52,0.404,0.464,28,40,0.7
22200749,False,LAL,15900,18.73,23,51,74,418,1,1,285,30,20,38,0.526,27,67,0.403,0.448,16,22,0.727
22200750,True,UTA,14400,17.08,23,51,71,370,3,3,256,26,16,30,0.533,23,51,0.451,0.476,10,17,0.588
22200750,False,DAL,14400,16.99,14,50,63,395,7,1,279,26,9,22,0.409,26,58,0.448,0.438,19,28,0.679
22200751,True,POR,14400,17.1,13,56,69,334,3,1,231,18,21,38,0.553,19,38,0.5,0.526,28,37,0.757
22200751,False,TOR,14400,17.13,31,44,73,414,3,3,303,24,22,37,0.595,26,55,0.473,0.522,24,35,0.686
22200752,True,CHA,14400,18.39,23,64,84,394,1,6,274,25,19,29,0.655,26,54,0.481,0.542,11,20,0.55
22200752,False,MIA,14400,18.29,21,52,70,441,3,2,317,26,16,28,0.571,29,65,0.446,0.484,20,23,0.87
22200753,True,MEM,14400,17.84,29,50,79,378,3,3,262,29,28,40,0.7,15,49,0.306,0.483,21,36,0.583
22200753,False,IND,14400,17.94,27,51,77,412,1,4,295,21,19,36,0.528,17,43,0.395,0.456,24,31,0.774
22200754,True,CLE,14400,17.65,6,52,58,395,6,2,283,35,16,23,0.696,28,55,0.509,0.564,21,37,0.568
22200754,False,LAC,14400,17.84,34,48,79,386,0,2,261,17,20,48,0.417,17,41,0.415,0.416,17,23,0.739
22200755,True,MIL,14400,17.95,30,62,88,375,4,3,247,27,24,30,0.8,29,66,0.439,0.552,15,25,0.6
22200755,False,NOP,14400,18.45,15,59,70,426,5,1,306,25,15,33,0.455,26,60,0.433,0.441,23,28,0.821
22200756,True,PHI,14400,17.62,19,59,76,424,2,2,307,28,19,36,0.528,21,49,0.429,0.471,22,39,0.564
22200756,False,ORL,14400,18.44,31,54,84,403,1,3,271,23,18,45,0.4,24,54,0.444,0.424,17,24,0.708
22200757,True,BKN,14400,17.56,24,67,88,399,2,1,274,24,23,42,0.548,22,53,0.415,0.474,13,29,0.448
22200757,False,LAL,14400,17.37,28,61,84,354,2,4,229,24,15,41,0.366,20,48,0.417,0.393,14,25,0.56
22200758,True,MIN,15900,19.54,18,58,72,453,6,3,324,26,18,41,0.439,25,51,0.49,0.467,23,33,0.697
22200758,False,SAC,15900,20.26,28,60,83,421,2,2,290,20,27,43,0.628,20,56,0.357,0.475,18,26,0.692
22200759,True,OKC,14400,19.04,23,53,76,385,2,3,260,23,17,35,0.486,29,58,0.5,0.495,19,25,0.76
22200759,False,GSW,14400,18.22,13,66,76,474,11,2,348,37,15,24,0.625,31,66,0.47,0.511,17,28,0.607
22200760,True,SAS,14400,18.5,38,48,84,424,3,3,301,26,25,49,0.51,17,48,0.354,0.433,23,34,0.676
22200760,False,WAS,14400,17.5,16,65,76,422,5,2,304,32,18,36,0.5,30,50,0.6,0.558,22,35,0.629
22200761,True,DAL,14400,16.98,21,54,73,384,2,1,272,17,14,29,0.483,25,50,0.5,0.494,7,13,0.538
22200761,False,DET,14400,17.34,28,49,73,350,3,0,239,18,4,18,0.222,32,61,0.525,0.456,19,27,0.704
22200762,True,PHX,14400,17.24,30,51,79,378,3,3,263,28,14,32,0.438,29,55,0.527,0.494,20,28,0.714
22200762,False,TOR,14400,17.58,25,45,69,415,2,0,297,19,25,43,0.581,15,46,0.326,0.449,15,22,0.682
22200763,True,POR,14400,17.29,10,58,66,376,2,3,272,24,12,23,0.522,31,56,0.554,0.544,15,26,0.577
22200763,False,ATL,14400,17.23,31,40,69,399,3,4,277,26,22,42,0.524,22,51,0.431,0.468,15,25,0.6
22200764,True,CLE,14400,17.35,17,53,68,411,9,1,294,32,17,32,0.531,23,51,0.451,0.482,11,20,0.55
22200764,False,MIA,14400,17.61,26,54,77,387,0,3,273,21,19,37,0.514,15,41,0.366,0.436,20,24,0.833
22200765,True,NYK,15900,19.07,34,51,83,437,2,1,303,27,26,41,0.634,18,57,0.316,0.449,21,27,0.778
22200765,False,LAL,15900,18.01,23,60,81,371,0,1,242,29,17,33,0.515,31,60,0.517,0.516,19,27,0.704
22200766,True,CHI,14400,17.71,19,53,68,384,2,0,270,26,11,25,0.44,27,52,0.519,0.494,15,22,0.682
22200766,False,LAC,14400,17.61,25,53,76,395,5,1,277,24,16,30,0.533,21,63,0.333,0.398,9,16,0.563
22200767,True,MIL,14400,19.2,38,70,106,406,4,1,265,18,17,38,0.447,26,67,0.388,0.41,21,37,0.568
22200767,False,CHA,14400,19.55,37,71,106,417,5,6,277,27,16,42,0.381,26,69,0.377,0.378,17,32,0.531
22200768,True,DEN,14400,17.12,22,49,69,429,4,4,302,33,13,31,0.419,30,56,0.536,0.494,21,25,0.84
22200768,False,NOP,14400,17.88,24,48,68,420,1,1,299,28,17,31,0.548,25,54,0.463,0.494,15,25,0.6
22200769,True,DET,14400,17.67,24,37,61,364,3,0,250,29,16,31,0.516,27,53,0.509,0.512,19,25,0.76
22200769,False,WAS,14400,17.17,22,51,69,361,3,2,252,27,22,34,0.647,25,47,0.532,0.58,16,26,0.615
22200770,True,PHI,14400,16.99,18,54,70,424,4,3,306,27,10,24,0.417,24,54,0.444,0.436,16,24,0.667
22200770,False,ORL,14400,17.84,30,45,74,346,4,1,231,12,18,35,0.514,15,52,0.288,0.379,16,23,0.696
22200771,True,MEM,14400,17.83,30,53,83,376,5,2,254,28,24,37,0.649,17,50,0.34,0.471,15,30,0.5
22200771,False,POR,14400,18.11,26,53,76,378,4,1,254,24,15,33,0.455,26,54,0.481,0.471,20,29,0.69
22200772,True,BOS,14400,17.02,17,58,73,383,6,1,265,28,19,25,0.76,34,67,0.507,0.576,15,23,0.652
22200772,False,BKN,14400,17.41,20,46,65,414,3,1,306,19,14,29,0.483,22,59,0.373,0.409,24,26,0.923
22200773,True,HOU,14400,16.88,40,63,102,450,3,4,310,20,24,52,0.462,17,42,0.405,0.436,16,34,0.471
22200773,False,OKC,14400,17.94,46,67,108,400,2,4,265,22,15,41,0.366,23,62,0.371,0.369,28,48,0.583
22200774,True,MIN,15900,20.05,27,75,99,488,3,1,349,26,23,44,0.523,23,62,0.371,0.434,20,36,0.556
22200774,False,GSW,15900,19.5,33,70,98,452,2,8,316,21,20,42,0.476,18,49,0.367,0.418,18,28,0.643
22200775,True,SAS,14400,18.7,22,52,72,419,3,0,300,30,31,51,0.608,17,37,0.459,0.545,25,34,0.735
22200775,False,SAC,14400,18.26,17,42,58,376,1,1,263,25,25,38,0.658,23,52,0.442,0.533,17,25,0.68
22200776,True,UTA,14400,17.6,29,60,83,362,3,2,243,29,20,27,0.741,24,56,0.429,0.53,29,57,0.509
22200776,False,TOR,14400,17.53,46,47,91,394,1,2,260,27,21,57,0.368,29,53,0.547,0.455,20,26,0.769
22200777,True,PHX,14400,18.01,23,45,67,411,3,4,284,22,18,32,0.563,17,54,0.315,0.407,16,24,0.667
22200777,False,ATL,14400,17.89,17,57,71,382,4,0,265,32,21,37,0.568,31,54,0.574,0.571,22,31,0.71
22200778,True,IND,14400,18.28,22,66,82,432,4,1,310,30,19,36,0.528,26,57,0.456,0.484,22,38,0.579
22200778,False,LAL,14400,17.43,24,55,79,401,4,6,273,29,23,44,0.523,19,48,0.396,0.457,17,19,0.895
22200779,True,CLE,14400,18.0,23,57,80,403,3,1,277,33,26,46,0.565,23,45,0.511,0.538,17,33,0.515
22200779,False,MEM,14400,18.25,26,52,74,374,2,2,250,22,17,43,0.395,24,44,0.545,0.471,30,35,0.857
22200780,True,NYK,14400,17.41,31,54,83,429,6,2,312,25,19,29,0.655,21,54,0.389,0.482,10,15,0.667
22200780,False,MIA,14400,17.41,28,52,79,370,3,1,258,24,10,27,0.37,29,59,0.492,0.448,20,28,0.714
22200781,True,CHI,14400,17.24,16,62,76,420,4,6,310,24,19,31,0.613,22,48,0.458,0.519,19,27,0.704
22200781,False,CHA,14400,18.0,34,45,76,430,1,3,310,19,23,41,0.561,16,52,0.308,0.419,16,21,0.762
22200782,True,DAL,14400,17.59,17,50,65,364,4,3,248,16,14,33,0.424,23,52,0.442,0.435,22,33,0.667
22200782,False,NOP,14400,17.66,26,59,82,401,4,3,278,27,24,41,0.585,18,43,0.419,0.5,8,16,0.5
22200783,True,DEN,14400,17.15,18,50,65,399,4,2,284,35,22,31,0.71,29,59,0.492,0.567,15,22,0.682
22200783,False,GSW,14400,17.06,23,52,70,395,3,5,274,25,15,27,0.556,28,58,0.483,0.506,18,23,0.783
22200784,True,MIL,14400,18.02,23,67,87,347,2,2,223,16,23,36,0.639,16,54,0.296,0.433,8,15,0.533
22200784,False,LAC,14400,17.73,21,60,79,372,0,0,250,15,12,30,0.4,27,65,0.415,0.411,16,24,0.667
22200785,True,DET,14400,18.18,26,71,92,403,3,2,276,27,15,29,0.517,29,57,0.509,0.512,16,28,0.571
22200785,False,CHA,14400,18.31,26,49,73,385,2,5,257,22,17,35,0.486,23,55,0.418,0.444,19,29,0.655
22200786,True,IND,14400,18.58,21,56,74,455,6,3,327,28,12,28,0.429,28,61,0.459,0.449,15,27,0.556
22200786,False,SAC,14400,18.8,30,54,83,418,4,2,296,24,16,35,0.457,21,51,0.412,0.43,18,32,0.563
22200787,True,WAS,14400,17.31,24,49,72,407,2,3,294,27,19,33,0.576,23,51,0.451,0.5,18,27,0.667
22200787,False,POR,14400,17.42,16,52,67,380,4,1,266,25,16,30,0.533,27,58,0.466,0.489,18,25,0.72
22200788,True,BOS,14400,17.06,9,67,75,389,2,2,279,18,10,26,0.385,19,48,0.396,0.387,13,20,0.65
22200788,False,PHX,14400,17.74,29,64,89,380,4,0,260,28,13,36,0.361,28,59,0.475,0.432,13,21,0.619
22200789,True,HOU,14400,17.23,26,53,74,395,2,2,273,22,23,41,0.561,17,39,0.436,0.5,12,23,0.522
22200789,False,TOR,14400,17.77,31,54,81,415,4,2,294,21,16,35,0.457,25,55,0.455,0.456,23,40,0.575
22200790,True,MIN,14400,18.06,26,49,72,434,2,3,306,21,13,23,0.565,27,64,0.422,0.46,19,33,0.576
22200790,False,ORL,14400,18.57,21,50,68,418,1,3,286,23,23,43,0.535,22,42,0.524,0.529,16,24,0.667
22200791,True,SAS,14400,18.68,20,48,64,399,2,2,282,32,33,51,0.647,19,38,0.5,0.584,21,30,0.7
22200791,False,PHI,14400,17.71,27,45,71,394,6,3,273,28,19,36,0.528,27,50,0.54,0.529,21,29,0.724
22200792,True,UTA,14400,17.6,33,56,86,358,1,2,236,20,18,34,0.529,23,57,0.404,0.451,18,24,0.75
22200792,False,ATL,14400,17.02,26,57,78,381,3,4,253,28,18,35,0.514,26,60,0.433,0.463,15,24,0.625
22200793,True,BKN,14400,18.45,18,54,69,385,7,4,266,21,18,40,0.45,25,46,0.543,0.5,16,24,0.667
22200793,False,WAS,14400,18.35,27,49,74,406,1,4,284,22,20,41,0.488,19,40,0.475,0.481,17,26,0.654
22200794,True,DET,14400,17.17,20,37,52,369,3,2,253,23,10,24,0.417,25,57,0.439,0.432,21,27,0.778
22200794,False,PHX,14400,17.03,22,62,80,366,7,3,250,34,18,27,0.667,24,48,0.5,0.56,11,16,0.688
