gameid,home,team,SEC,pctFGA2P,pctFGA3P,pctPTS2P,pctPTSmidrange2P,pctPTS3P,pctFBPTS,pctPTSFT,pctPTSoffTOV,pctPIP,pctAST2P,pctUAST2P,pctAST3P,pctUAST3P,pctASTFGM,pctUASTFGM
22200316,True,NYK,14400,0.7,0.3,0.699,0.078,0.175,0.097,0.126,0.049,0.621,0.361,0.639,0.833,0.167,0.429,0.571
22200316,False,MIL,14400,0.611,0.389,0.532,0.018,0.275,0.064,0.193,0.11,0.514,0.517,0.483,0.8,0.2,0.59,0.41
22200317,True,MIN,14400,0.562,0.438,0.532,0.0,0.33,0.174,0.138,0.183,0.532,0.586,0.414,0.75,0.25,0.634,0.366
22200317,False,MEM,14400,0.701,0.299,0.554,0.02,0.267,0.168,0.178,0.149,0.535,0.357,0.643,0.778,0.222,0.459,0.541
22200318,True,NOP,14400,0.616,0.384,0.492,0.0,0.333,0.095,0.175,0.198,0.492,0.484,0.516,0.929,0.071,0.622,0.378
22200318,False,TOR,14400,0.568,0.432,0.574,0.074,0.306,0.13,0.12,0.269,0.5,0.581,0.419,1.0,0.0,0.69,0.31
22200319,True,OKC,14400,0.713,0.287,0.655,0.067,0.227,0.067,0.118,0.168,0.588,0.308,0.692,0.556,0.444,0.354,0.646
22200319,False,SAS,14400,0.598,0.402,0.559,0.072,0.27,0.099,0.171,0.072,0.486,0.548,0.452,1.0,0.0,0.659,0.341
22200320,True,DEN,14400,0.614,0.386,0.45,0.033,0.425,0.217,0.125,0.158,0.417,0.556,0.444,0.882,0.118,0.682,0.318
22200320,False,HOU,14400,0.534,0.466,0.5,0.04,0.36,0.09,0.14,0.12,0.46,0.32,0.68,0.833,0.167,0.486,0.514
22200321,True,PHX,14400,0.645,0.355,0.515,0.167,0.341,0.068,0.144,0.114,0.348,0.412,0.588,0.533,0.467,0.449,0.551
22200321,False,CHI,14400,0.695,0.305,0.655,0.071,0.106,0.15,0.239,0.186,0.584,0.459,0.541,1.0,0.0,0.512,0.488
22200322,True,UTA,14400,0.605,0.395,0.496,0.08,0.336,0.192,0.168,0.112,0.416,0.419,0.581,0.786,0.214,0.533,0.467
22200322,False,LAC,14400,0.677,0.323,0.482,0.107,0.268,0.098,0.25,0.17,0.375,0.259,0.741,0.9,0.1,0.432,0.568
22200323,True,SAC,14400,0.547,0.453,0.467,0.058,0.35,0.226,0.182,0.095,0.409,0.5,0.5,0.75,0.25,0.583,0.417
22200323,False,IND,14400,0.63,0.37,0.491,0.0,0.316,0.07,0.193,0.175,0.491,0.643,0.357,0.833,0.167,0.7,0.3
22200324,True,LAL,14400,0.619,0.381,0.531,0.031,0.328,0.109,0.141,0.078,0.5,0.471,0.529,0.857,0.143,0.583,0.417
22200324,False,POR,14400,0.733,0.267,0.624,0.037,0.22,0.11,0.156,0.092,0.587,0.471,0.529,0.625,0.375,0.5,0.5
22200325,True,DET,15900,0.628,0.372,0.55,0.137,0.344,0.046,0.107,0.137,0.412,0.472,0.528,0.8,0.2,0.569,0.431
22200325,False,DAL,15900,0.465,0.535,0.432,0.08,0.456,0.056,0.112,0.136,0.352,0.519,0.481,0.579,0.421,0.543,0.457
22200326,True,CHA,14400,0.695,0.305,0.479,0.034,0.308,0.111,0.214,0.205,0.444,0.5,0.5,0.917,0.083,0.625,0.375
22200326,False,WAS,14400,0.616,0.384,0.466,0.052,0.31,0.069,0.224,0.06,0.414,0.481,0.519,0.833,0.167,0.59,0.41
22200327,True,ATL,14400,0.682,0.318,0.667,0.205,0.256,0.12,0.077,0.222,0.462,0.41,0.59,0.8,0.2,0.49,0.51
22200327,False,DEN,14400,0.624,0.376,0.606,0.037,0.33,0.11,0.064,0.101,0.569,0.636,0.364,0.833,0.167,0.689,0.311
22200328,True,BOS,15900,0.483,0.517,0.431,0.034,0.388,0.155,0.181,0.129,0.397,0.52,0.48,0.867,0.133,0.65,0.35
22200328,False,MIA,15900,0.653,0.347,0.617,0.167,0.275,0.092,0.108,0.175,0.45,0.378,0.622,0.455,0.545,0.396,0.604
22200329,True,BKN,14400,0.61,0.39,0.579,0.14,0.289,0.158,0.132,0.228,0.439,0.485,0.515,1.0,0.0,0.614,0.386
22200329,False,TOR,14400,0.724,0.276,0.59,0.038,0.2,0.076,0.21,0.21,0.552,0.323,0.677,0.857,0.143,0.421,0.579
22200330,True,CLE,14400,0.5,0.5,0.467,0.056,0.449,0.112,0.084,0.196,0.411,0.36,0.64,0.813,0.188,0.537,0.463
22200330,False,ORL,14400,0.716,0.284,0.667,0.104,0.25,0.135,0.083,0.125,0.563,0.406,0.594,0.75,0.25,0.475,0.525
22200331,True,MIL,14400,0.543,0.457,0.512,0.093,0.395,0.109,0.093,0.031,0.419,0.515,0.485,0.706,0.294,0.58,0.42
22200331,False,LAL,14400,0.729,0.271,0.617,0.09,0.248,0.09,0.135,0.09,0.526,0.537,0.463,0.909,0.091,0.615,0.385
22200332,True,MEM,14400,0.691,0.309,0.53,0.017,0.282,0.205,0.188,0.188,0.513,0.452,0.548,0.727,0.273,0.524,0.476
22200332,False,PHI,14400,0.637,0.363,0.477,0.055,0.385,0.083,0.138,0.128,0.422,0.385,0.615,0.929,0.071,0.575,0.425
22200333,True,SAS,14400,0.602,0.398,0.545,0.061,0.333,0.182,0.121,0.081,0.485,0.556,0.444,1.0,0.0,0.684,0.316
22200333,False,NOP,14400,0.543,0.457,0.479,0.017,0.308,0.188,0.214,0.094,0.462,0.464,0.536,1.0,0.0,0.625,0.375
22200334,True,PHX,14400,0.565,0.435,0.463,0.132,0.421,0.149,0.116,0.157,0.331,0.571,0.429,0.824,0.176,0.667,0.333
22200334,False,HOU,14400,0.704,0.296,0.525,0.016,0.197,0.164,0.279,0.115,0.508,0.469,0.531,0.5,0.5,0.475,0.525
22200335,True,UTA,14400,0.59,0.41,0.446,0.014,0.324,0.058,0.23,0.137,0.432,0.548,0.452,0.8,0.2,0.63,0.37
22200335,False,IND,14400,0.63,0.37,0.471,0.084,0.303,0.202,0.227,0.227,0.387,0.5,0.5,0.917,0.083,0.625,0.375
22200336,True,GSW,14400,0.425,0.575,0.37,0.084,0.504,0.084,0.126,0.05,0.286,0.682,0.318,0.85,0.15,0.762,0.238
22200336,False,CHI,14400,0.71,0.29,0.613,0.126,0.243,0.189,0.144,0.243,0.486,0.559,0.441,1.0,0.0,0.651,0.349
22200337,True,NYK,14400,0.597,0.403,0.5,0.06,0.3,0.15,0.2,0.12,0.44,0.48,0.52,0.6,0.4,0.514,0.486
22200337,False,DAL,14400,0.39,0.61,0.314,0.0,0.595,0.107,0.091,0.157,0.314,0.368,0.632,0.833,0.167,0.628,0.372
22200338,True,LAC,14400,0.645,0.355,0.5,0.042,0.281,0.104,0.219,0.115,0.458,0.375,0.625,0.667,0.333,0.455,0.545
22200338,False,SAC,14400,0.64,0.36,0.569,0.065,0.268,0.122,0.163,0.187,0.504,0.6,0.4,0.909,0.091,0.674,0.326
22200339,True,CHA,14400,0.724,0.276,0.604,0.063,0.156,0.125,0.24,0.323,0.542,0.379,0.621,0.8,0.2,0.441,0.559
22200339,False,MIL,14400,0.614,0.386,0.514,0.076,0.343,0.076,0.143,0.105,0.438,0.444,0.556,1.0,0.0,0.615,0.385
22200340,True,TOR,14400,0.655,0.345,0.628,0.05,0.223,0.174,0.149,0.207,0.579,0.632,0.368,0.778,0.222,0.66,0.34
22200340,False,ORL,14400,0.641,0.359,0.5,0.074,0.306,0.148,0.194,0.269,0.426,0.444,0.556,1.0,0.0,0.605,0.395
22200341,True,MIN,14400,0.663,0.337,0.578,0.047,0.234,0.203,0.188,0.227,0.531,0.459,0.541,0.8,0.2,0.532,0.468
22200341,False,OKC,14400,0.72,0.28,0.548,0.059,0.244,0.156,0.207,0.244,0.489,0.432,0.568,0.909,0.091,0.542,0.458
22200342,True,GSW,14400,0.388,0.612,0.333,0.05,0.625,0.15,0.042,0.133,0.283,0.8,0.2,0.72,0.28,0.756,0.244
22200342,False,HOU,14400,0.692,0.308,0.733,0.02,0.089,0.168,0.178,0.149,0.713,0.432,0.568,0.333,0.667,0.425,0.575
22200343,True,UTA,14400,0.571,0.429,0.45,0.072,0.351,0.09,0.198,0.126,0.378,0.32,0.68,0.923,0.077,0.526,0.474
22200343,False,POR,14400,0.706,0.294,0.534,0.138,0.259,0.034,0.207,0.138,0.397,0.419,0.581,0.6,0.4,0.463,0.537
22200344,True,NOP,14400,0.679,0.321,0.496,0.05,0.273,0.091,0.231,0.149,0.446,0.6,0.4,1.0,0.0,0.707,0.293
22200344,False,DEN,14400,0.617,0.383,0.623,0.075,0.226,0.132,0.151,0.104,0.547,0.545,0.455,0.75,0.25,0.585,0.415
22200345,True,SAS,14400,0.644,0.356,0.674,0.084,0.189,0.126,0.137,0.095,0.589,0.406,0.594,1.0,0.0,0.5,0.5
22200345,False,PHX,14400,0.606,0.394,0.451,0.045,0.429,0.053,0.12,0.143,0.406,0.633,0.367,1.0,0.0,0.776,0.224
22200346,True,BKN,14400,0.69,0.31,0.543,0.152,0.293,0.141,0.163,0.196,0.391,0.36,0.64,0.889,0.111,0.5,0.5
22200346,False,BOS,14400,0.531,0.469,0.388,0.019,0.437,0.252,0.175,0.175,0.369,0.3,0.7,0.8,0.2,0.514,0.486
22200347,True,DET,14400,0.583,0.417,0.429,0.071,0.348,0.143,0.223,0.161,0.357,0.583,0.417,0.923,0.077,0.703,0.297
22200347,False,MEM,14400,0.62,0.38,0.459,0.0,0.369,0.139,0.172,0.139,0.459,0.571,0.429,0.8,0.2,0.651,0.349
22200348,True,NYK,14400,0.663,0.337,0.652,0.043,0.163,0.109,0.185,0.196,0.609,0.433,0.567,0.8,0.2,0.486,0.514
22200348,False,CLE,14400,0.578,0.422,0.519,0.025,0.296,0.235,0.185,0.185,0.494,0.476,0.524,0.875,0.125,0.586,0.414
22200349,True,WAS,14400,0.629,0.371,0.655,0.134,0.252,0.084,0.092,0.168,0.521,0.41,0.59,0.8,0.2,0.49,0.51
22200349,False,LAL,14400,0.729,0.271,0.646,0.092,0.231,0.115,0.123,0.1,0.554,0.571,0.429,1.0,0.0,0.654,0.346
22200350,True,SAC,14400,0.5,0.5,0.491,0.109,0.355,0.218,0.155,0.209,0.382,0.704,0.296,0.846,0.154,0.75,0.25
22200350,False,CHI,14400,0.709,0.291,0.574,0.119,0.267,0.139,0.158,0.139,0.455,0.31,0.69,0.889,0.111,0.447,0.553
22200351,True,POR,14400,0.535,0.465,0.431,0.052,0.44,0.19,0.129,0.147,0.379,0.68,0.32,0.882,0.118,0.762,0.238
22200351,False,IND,14400,0.637,0.363,0.6,0.02,0.3,0.27,0.1,0.11,0.58,0.467,0.533,0.8,0.2,0.55,0.45
22200352,True,CHA,14400,0.653,0.347,0.598,0.137,0.308,0.111,0.094,0.128,0.462,0.543,0.457,0.833,0.167,0.617,0.383
22200352,False,LAC,14400,0.613,0.387,0.504,0.168,0.378,0.109,0.118,0.143,0.336,0.567,0.433,0.867,0.133,0.667,0.333
22200353,True,ORL,14400,0.656,0.344,0.51,0.059,0.235,0.078,0.255,0.167,0.451,0.538,0.462,0.875,0.125,0.618,0.382
22200353,False,MIL,14400,0.529,0.471,0.459,0.11,0.358,0.183,0.183,0.128,0.349,0.72,0.28,1.0,0.0,0.816,0.184
22200354,True,ATL,14400,0.627,0.373,0.544,0.053,0.342,0.14,0.114,0.088,0.491,0.452,0.548,0.769,0.231,0.545,0.455
22200354,False,OKC,14400,0.642,0.358,0.512,0.033,0.298,0.157,0.19,0.157,0.479,0.419,0.581,1.0,0.0,0.581,0.419
22200355,True,TOR,14400,0.671,0.329,0.527,0.073,0.273,0.182,0.2,0.091,0.455,0.345,0.655,0.9,0.1,0.487,0.513
22200355,False,BOS,14400,0.6,0.4,0.534,0.069,0.336,0.112,0.129,0.129,0.466,0.548,0.452,0.769,0.231,0.614,0.386
22200356,True,HOU,17400,0.585,0.415,0.424,0.03,0.318,0.0,0.258,0.189,0.394,0.321,0.679,0.714,0.286,0.452,0.548
22200356,False,PHI,17400,0.586,0.414,0.358,0.033,0.415,0.033,0.228,0.171,0.325,0.5,0.5,0.706,0.294,0.59,0.41
22200357,True,MEM,14400,0.644,0.356,0.673,0.04,0.238,0.198,0.089,0.168,0.634,0.471,0.529,0.875,0.125,0.548,0.452
22200357,False,MIA,14400,0.494,0.506,0.366,0.086,0.452,0.172,0.183,0.161,0.28,0.647,0.353,0.857,0.143,0.742,0.258
22200358,True,DAL,14400,0.512,0.488,0.369,0.046,0.462,0.1,0.169,0.154,0.323,0.375,0.625,0.7,0.3,0.523,0.477
22200358,False,PHX,14400,0.593,0.407,0.486,0.054,0.351,0.054,0.162,0.135,0.432,0.63,0.37,0.846,0.154,0.7,0.3
22200359,True,GSW,14400,0.532,0.468,0.481,0.038,0.375,0.135,0.144,0.135,0.442,0.52,0.48,1.0,0.0,0.684,0.316
22200359,False,IND,14400,0.567,0.433,0.5,0.018,0.402,0.125,0.098,0.152,0.482,0.5,0.5,0.8,0.2,0.605,0.395
22200360,True,CLE,14400,0.71,0.29,0.707,0.103,0.181,0.164,0.112,0.155,0.603,0.561,0.439,0.286,0.714,0.521,0.479
22200360,False,LAL,14400,0.596,0.404,0.627,0.118,0.176,0.137,0.196,0.039,0.51,0.344,0.656,0.833,0.167,0.421,0.579
22200361,True,MIA,14400,0.584,0.416,0.479,0.042,0.313,0.135,0.208,0.104,0.438,0.478,0.522,1.0,0.0,0.636,0.364
22200361,False,DET,14400,0.529,0.471,0.414,0.069,0.491,0.129,0.095,0.129,0.345,0.5,0.5,0.789,0.211,0.628,0.372
22200362,True,DEN,14400,0.59,0.41,0.47,0.035,0.339,0.122,0.191,0.139,0.435,0.778,0.222,0.692,0.308,0.75,0.25
22200362,False,DAL,14400,0.5,0.5,0.328,0.0,0.44,0.164,0.233,0.198,0.328,0.737,0.263,0.765,0.235,0.75,0.25
22200363,True,ORL,15900,0.705,0.295,0.552,0.086,0.207,0.103,0.241,0.25,0.466,0.438,0.563,0.75,0.25,0.5,0.5
22200363,False,LAC,15900,0.568,0.432,0.432,0.072,0.405,0.09,0.162,0.144,0.36,0.583,0.417,0.8,0.2,0.667,0.333
22200364,True,BKN,14400,0.64,0.36,0.607,0.23,0.295,0.09,0.098,0.09,0.377,0.622,0.378,0.833,0.167,0.673,0.327
22200364,False,CHA,14400,0.727,0.273,0.638,0.069,0.259,0.129,0.103,0.181,0.569,0.486,0.514,0.7,0.3,0.532,0.468
22200365,True,NYK,14400,0.566,0.434,0.354,0.035,0.451,0.062,0.195,0.133,0.319,0.55,0.45,0.882,0.118,0.703,0.297
22200365,False,ATL,14400,0.576,0.424,0.584,0.067,0.202,0.056,0.213,0.157,0.517,0.423,0.577,0.833,0.167,0.5,0.5
22200366,True,TOR,14400,0.594,0.406,0.556,0.095,0.286,0.222,0.159,0.175,0.46,0.457,0.543,0.75,0.25,0.532,0.468
22200366,False,LAL,14400,0.621,0.379,0.531,0.071,0.186,0.204,0.283,0.115,0.46,0.333,0.667,0.857,0.143,0.432,0.568
22200367,True,CHI,14400,0.744,0.256,0.609,0.157,0.261,0.113,0.13,0.13,0.452,0.6,0.4,0.8,0.2,0.644,0.356
22200367,False,WAS,14400,0.631,0.369,0.577,0.036,0.243,0.126,0.18,0.252,0.541,0.469,0.531,0.778,0.222,0.537,0.463
22200368,True,MEM,14400,0.596,0.404,0.553,0.049,0.341,0.146,0.106,0.171,0.504,0.559,0.441,0.929,0.071,0.667,0.333
22200368,False,OKC,14400,0.587,0.413,0.392,0.02,0.412,0.088,0.196,0.225,0.373,0.55,0.45,1.0,0.0,0.735,0.265
22200369,True,MIL,14400,0.656,0.344,0.508,0.063,0.333,0.087,0.159,0.063,0.444,0.656,0.344,0.929,0.071,0.739,0.261
22200369,False,SAC,14400,0.582,0.418,0.549,0.124,0.319,0.062,0.133,0.035,0.425,0.258,0.742,0.917,0.083,0.442,0.558
22200370,True,MIN,14400,0.753,0.247,0.595,0.066,0.198,0.124,0.207,0.132,0.529,0.528,0.472,0.75,0.25,0.568,0.432
22200370,False,IND,14400,0.481,0.519,0.348,0.035,0.496,0.209,0.157,0.157,0.313,0.45,0.55,0.684,0.316,0.564,0.436
22200371,True,NOP,14400,0.682,0.318,0.596,0.0,0.231,0.087,0.173,0.163,0.596,0.452,0.548,0.875,0.125,0.538,0.462
22200371,False,DET,14400,0.533,0.467,0.408,0.122,0.459,0.061,0.133,0.143,0.286,0.35,0.65,0.667,0.333,0.486,0.514
22200372,True,UTA,14400,0.593,0.407,0.5,0.016,0.363,0.032,0.137,0.089,0.484,0.419,0.581,0.867,0.133,0.565,0.435
22200372,False,GSW,14400,0.571,0.429,0.504,0.098,0.341,0.065,0.154,0.163,0.407,0.516,0.484,0.714,0.286,0.578,0.422
22200373,True,PHX,14400,0.656,0.344,0.592,0.143,0.245,0.041,0.163,0.173,0.449,0.448,0.552,0.75,0.25,0.514,0.486
22200373,False,BOS,14400,0.554,0.446,0.528,0.096,0.384,0.08,0.088,0.16,0.432,0.576,0.424,0.625,0.375,0.592,0.408
22200374,True,MIA,14400,0.644,0.356,0.591,0.087,0.313,0.122,0.096,0.191,0.504,0.471,0.529,0.667,0.333,0.522,0.478
22200374,False,LAC,14400,0.55,0.45,0.364,0.073,0.464,0.055,0.173,0.055,0.291,0.5,0.5,0.824,0.176,0.649,0.351
22200375,True,SAS,14400,0.566,0.434,0.559,0.051,0.331,0.178,0.11,0.093,0.508,0.364,0.636,1.0,0.0,0.543,0.457
22200375,False,HOU,14400,0.704,0.296,0.624,0.055,0.275,0.037,0.101,0.156,0.569,0.412,0.588,0.9,0.1,0.523,0.477
22200376,True,POR,14400,0.56,0.44,0.467,0.083,0.4,0.125,0.133,0.175,0.383,0.75,0.25,0.563,0.438,0.682,0.318
22200376,False,DEN,14400,0.67,0.33,0.579,0.05,0.298,0.05,0.124,0.099,0.529,0.543,0.457,0.75,0.25,0.596,0.404
22200377,True,CHA,14400,0.69,0.31,0.608,0.078,0.176,0.176,0.216,0.147,0.529,0.355,0.645,0.833,0.167,0.432,0.568
22200377,False,NYK,14400,0.634,0.366,0.463,0.017,0.322,0.107,0.215,0.182,0.446,0.5,0.5,0.846,0.154,0.61,0.39
22200378,True,IND,14400,0.518,0.482,0.413,0.083,0.446,0.091,0.14,0.149,0.331,0.36,0.64,0.778,0.222,0.535,0.465
22200378,False,WAS,14400,0.623,0.377,0.559,0.09,0.27,0.144,0.171,0.153,0.468,0.516,0.484,0.9,0.1,0.61,0.39
22200379,True,ORL,14400,0.634,0.366,0.566,0.124,0.265,0.097,0.168,0.071,0.442,0.5,0.5,0.8,0.2,0.571,0.429
22200379,False,TOR,14400,0.588,0.412,0.477,0.11,0.275,0.239,0.248,0.183,0.367,0.577,0.423,0.8,0.2,0.639,0.361
22200380,True,BKN,14400,0.639,0.361,0.533,0.133,0.325,0.158,0.142,0.158,0.4,0.594,0.406,0.846,0.154,0.667,0.333
22200380,False,ATL,14400,0.688,0.312,0.621,0.086,0.259,0.181,0.121,0.25,0.534,0.389,0.611,0.7,0.3,0.457,0.543
22200381,True,CLE,14400,0.62,0.38,0.505,0.042,0.316,0.074,0.179,0.179,0.463,0.583,0.417,0.6,0.4,0.588,0.412
22200381,False,SAC,14400,0.5,0.5,0.358,0.057,0.453,0.151,0.189,0.226,0.302,0.421,0.579,0.813,0.188,0.6,0.4
22200382,True,PHI,15900,0.556,0.444,0.451,0.105,0.406,0.12,0.143,0.173,0.346,0.467,0.533,0.889,0.111,0.625,0.375
22200382,False,LAL,15900,0.648,0.352,0.541,0.098,0.27,0.262,0.189,0.254,0.443,0.576,0.424,0.909,0.091,0.659,0.341
22200383,True,MEM,14400,0.648,0.352,0.614,0.018,0.237,0.114,0.149,0.219,0.596,0.629,0.371,0.889,0.111,0.682,0.318
22200383,False,DET,14400,0.611,0.389,0.485,0.097,0.32,0.087,0.194,0.117,0.388,0.56,0.44,0.818,0.182,0.639,0.361
22200384,True,NOP,14400,0.7,0.3,0.594,0.031,0.188,0.141,0.219,0.18,0.563,0.5,0.5,1.0,0.0,0.587,0.413
22200384,False,PHX,14400,0.488,0.512,0.359,0.034,0.564,0.12,0.077,0.085,0.325,0.714,0.286,0.682,0.318,0.698,0.302
22200385,True,UTA,14400,0.511,0.489,0.481,0.093,0.361,0.065,0.157,0.213,0.389,0.462,0.538,0.769,0.231,0.564,0.436
22200385,False,MIN,14400,0.557,0.443,0.475,0.017,0.356,0.093,0.169,0.144,0.458,0.607,0.393,0.929,0.071,0.714,0.286
22200386,True,DAL,14400,0.545,0.455,0.533,0.076,0.371,0.124,0.095,0.133,0.457,0.393,0.607,0.769,0.231,0.512,0.488
22200386,False,MIL,14400,0.632,0.368,0.509,0.094,0.311,0.132,0.179,0.085,0.415,0.667,0.333,0.818,0.182,0.711,0.289
22200387,True,MIA,14400,0.58,0.42,0.468,0.018,0.351,0.153,0.18,0.108,0.45,0.538,0.462,0.923,0.077,0.667,0.333
22200387,False,SAS,14400,0.731,0.269,0.609,0.139,0.183,0.096,0.209,0.148,0.47,0.486,0.514,1.0,0.0,0.571,0.429
22200388,True,IND,14400,0.482,0.518,0.391,0.075,0.474,0.128,0.135,0.195,0.316,0.577,0.423,0.714,0.286,0.638,0.362
22200388,False,BKN,14400,0.72,0.28,0.632,0.103,0.199,0.184,0.169,0.191,0.529,0.302,0.698,0.667,0.333,0.365,0.635
22200389,True,WAS,14400,0.6,0.4,0.393,0.093,0.449,0.187,0.159,0.131,0.299,0.476,0.524,0.875,0.125,0.649,0.351
22200389,False,LAC,14400,0.489,0.511,0.368,0.088,0.5,0.158,0.132,0.175,0.281,0.333,0.667,0.789,0.211,0.55,0.45
22200390,True,CLE,14400,0.624,0.376,0.509,0.018,0.327,0.073,0.164,0.155,0.491,0.536,0.464,0.833,0.167,0.625,0.375
22200390,False,OKC,14400,0.651,0.349,0.549,0.02,0.294,0.137,0.157,0.176,0.529,0.571,0.429,0.9,0.1,0.658,0.342
22200391,True,CHI,14400,0.6,0.4,0.486,0.139,0.396,0.188,0.118,0.097,0.347,0.4,0.6,1.0,0.0,0.611,0.389
22200391,False,DAL,14400,0.511,0.489,0.522,0.052,0.287,0.087,0.191,0.078,0.47,0.467,0.533,0.909,0.091,0.585,0.415
22200392,True,GSW,14400,0.576,0.424,0.553,0.179,0.317,0.154,0.13,0.024,0.374,0.529,0.471,0.615,0.385,0.553,0.447
22200392,False,BOS,14400,0.54,0.46,0.486,0.131,0.336,0.103,0.178,0.187,0.355,0.346,0.654,0.667,0.333,0.447,0.553
22200393,True,DEN,14400,0.698,0.302,0.678,0.104,0.209,0.148,0.113,0.183,0.574,0.538,0.462,0.875,0.125,0.596,0.404
22200393,False,UTA,14400,0.518,0.482,0.436,0.036,0.409,0.136,0.155,0.109,0.4,0.333,0.667,0.8,0.2,0.513,0.487
22200394,True,POR,14400,0.59,0.41,0.484,0.113,0.315,0.089,0.202,0.145,0.371,0.4,0.6,0.615,0.385,0.465,0.535
22200394,False,MIN,14400,0.723,0.277,0.593,0.119,0.254,0.085,0.153,0.119,0.475,0.514,0.486,0.4,0.6,0.489,0.511
22200395,True,NOP,15900,0.709,0.291,0.651,0.109,0.186,0.147,0.163,0.209,0.543,0.548,0.452,1.0,0.0,0.62,0.38
22200395,False,PHX,15900,0.638,0.362,0.581,0.065,0.315,0.089,0.105,0.202,0.516,0.583,0.417,1.0,0.0,0.694,0.306
22200396,True,DET,14400,0.516,0.484,0.444,0.103,0.436,0.111,0.12,0.103,0.342,0.423,0.577,1.0,0.0,0.651,0.349
22200396,False,LAL,14400,0.69,0.31,0.565,0.145,0.266,0.105,0.169,0.105,0.419,0.571,0.429,1.0,0.0,0.674,0.326
22200397,True,NYK,14400,0.607,0.393,0.571,0.054,0.214,0.071,0.214,0.17,0.518,0.406,0.594,0.75,0.25,0.475,0.525
22200397,False,SAC,14400,0.53,0.47,0.465,0.0,0.303,0.061,0.232,0.232,0.465,0.478,0.522,0.9,0.1,0.606,0.394
22200398,True,ORL,14400,0.597,0.403,0.396,0.09,0.378,0.126,0.225,0.081,0.306,0.5,0.5,1.0,0.0,0.694,0.306
22200398,False,TOR,14400,0.667,0.333,0.485,0.101,0.182,0.081,0.333,0.253,0.384,0.5,0.5,1.0,0.0,0.6,0.4
22200399,True,PHI,14400,0.675,0.325,0.504,0.076,0.298,0.145,0.198,0.145,0.427,0.636,0.364,0.769,0.231,0.674,0.326
22200399,False,CHA,14400,0.677,0.323,0.478,0.035,0.292,0.195,0.23,0.159,0.442,0.444,0.556,0.818,0.182,0.553,0.447
22200400,True,ATL,15900,0.602,0.398,0.553,0.098,0.317,0.049,0.13,0.187,0.455,0.559,0.441,0.692,0.308,0.596,0.404
22200400,False,CHI,15900,0.73,0.27,0.672,0.148,0.172,0.115,0.156,0.139,0.525,0.537,0.463,0.857,0.143,0.583,0.417
22200401,True,HOU,14400,0.703,0.297,0.701,0.124,0.186,0.165,0.113,0.186,0.577,0.559,0.441,0.667,0.333,0.575,0.425
22200401,False,MIL,14400,0.522,0.478,0.457,0.065,0.391,0.152,0.152,0.13,0.391,0.333,0.667,0.917,0.083,0.545,0.455
22200402,True,IND,14400,0.506,0.494,0.415,0.073,0.402,0.146,0.183,0.122,0.341,0.294,0.706,1.0,0.0,0.571,0.429
22200402,False,MIA,14400,0.59,0.41,0.529,0.092,0.31,0.069,0.161,0.218,0.437,0.652,0.348,0.889,0.111,0.719,0.281
22200403,True,WAS,14400,0.608,0.392,0.52,0.12,0.33,0.1,0.15,0.1,0.4,0.423,0.577,0.909,0.091,0.568,0.432
22200403,False,BKN,14400,0.697,0.303,0.643,0.214,0.214,0.179,0.143,0.188,0.429,0.528,0.472,0.75,0.25,0.568,0.432
22200404,True,MEM,14400,0.614,0.386,0.578,0.016,0.305,0.148,0.117,0.211,0.563,0.649,0.351,0.923,0.077,0.72,0.28
22200404,False,ATL,14400,0.644,0.356,0.485,0.078,0.35,0.097,0.165,0.175,0.408,0.36,0.64,0.917,0.083,0.541,0.459
22200405,True,DAL,14400,0.419,0.581,0.281,0.017,0.545,0.074,0.174,0.116,0.264,0.176,0.824,0.955,0.045,0.615,0.385
22200405,False,OKC,14400,0.648,0.352,0.561,0.105,0.263,0.149,0.175,0.175,0.456,0.375,0.625,0.9,0.1,0.5,0.5
22200406,True,SAS,14400,0.722,0.278,0.661,0.196,0.241,0.054,0.098,0.161,0.464,0.432,0.568,1.0,0.0,0.543,0.457
22200406,False,CLE,14400,0.75,0.25,0.721,0.198,0.135,0.09,0.144,0.189,0.523,0.475,0.525,0.4,0.6,0.467,0.533
22200407,True,POR,14400,0.483,0.517,0.406,0.045,0.474,0.18,0.12,0.068,0.361,0.556,0.444,0.81,0.19,0.667,0.333
22200407,False,MIN,14400,0.71,0.29,0.643,0.107,0.268,0.152,0.089,0.188,0.536,0.444,0.556,0.9,0.1,0.543,0.457
22200408,True,LAC,14400,0.722,0.278,0.602,0.195,0.265,0.124,0.133,0.106,0.407,0.353,0.647,0.6,0.4,0.409,0.591
22200408,False,BOS,14400,0.487,0.513,0.516,0.022,0.29,0.011,0.194,0.086,0.495,0.75,0.25,1.0,0.0,0.818,0.182
22200409,True,PHI,14400,0.583,0.417,0.439,0.081,0.39,0.187,0.171,0.203,0.358,0.778,0.222,0.813,0.188,0.791,0.209
22200409,False,SAC,14400,0.543,0.457,0.544,0.039,0.291,0.204,0.165,0.068,0.505,0.429,0.571,0.9,0.1,0.553,0.447
22200410,True,MIL,14400,0.646,0.354,0.516,0.141,0.281,0.125,0.203,0.156,0.375,0.333,0.667,0.917,0.083,0.489,0.511
22200410,False,GSW,14400,0.474,0.526,0.324,0.054,0.541,0.063,0.135,0.171,0.27,0.556,0.444,0.75,0.25,0.658,0.342
