gameid,home,team,SEC,pctFGA2P,pctFGA3P,pctPTS2P,pctPTSmidrange2P,pctPTS3P,pctFBPTS,pctPTSFT,pctPTSoffTOV,pctPIP,pctAST2P,pctUAST2P,pctAST3P,pctUAST3P,pctASTFGM,pctUASTFGM
22200096,True,CHA,14400,0.655,0.345,0.537,0.037,0.389,0.074,0.074,0.231,0.5,0.621,0.379,0.929,0.071,0.721,0.279
22200096,False,SAC,14400,0.482,0.518,0.348,0.052,0.443,0.087,0.209,0.217,0.296,0.5,0.5,0.941,0.059,0.703,0.297
22200097,True,WAS,14400,0.691,0.309,0.505,0.054,0.27,0.162,0.225,0.135,0.45,0.5,0.5,0.8,0.2,0.579,0.421
22200097,False,PHI,14400,0.639,0.361,0.576,0.085,0.305,0.144,0.119,0.136,0.492,0.5,0.5,0.75,0.25,0.565,0.435
22200098,True,BKN,14400,0.625,0.375,0.552,0.121,0.284,0.155,0.164,0.224,0.431,0.531,0.469,0.818,0.182,0.605,0.395
22200098,False,IND,14400,0.552,0.448,0.55,0.055,0.303,0.11,0.147,0.211,0.495,0.533,0.467,0.636,0.364,0.561,0.439
22200099,True,TOR,14400,0.63,0.37,0.46,0.043,0.302,0.309,0.237,0.173,0.417,0.438,0.563,0.786,0.214,0.543,0.457
22200099,False,ATL,14400,0.655,0.345,0.514,0.092,0.303,0.092,0.183,0.064,0.422,0.679,0.321,0.818,0.182,0.718,0.282
22200100,True,MIL,14400,0.54,0.46,0.491,0.036,0.3,0.1,0.209,0.164,0.455,0.519,0.481,0.545,0.455,0.526,0.474
22200100,False,DET,14400,0.685,0.315,0.611,0.111,0.222,0.102,0.167,0.157,0.5,0.394,0.606,0.75,0.25,0.463,0.537
22200101,True,UTA,14400,0.472,0.528,0.38,0.05,0.471,0.033,0.149,0.165,0.331,0.391,0.609,0.895,0.105,0.619,0.381
22200101,False,MEM,14400,0.717,0.283,0.61,0.057,0.171,0.095,0.219,0.162,0.552,0.375,0.625,0.333,0.667,0.368,0.632
22200102,True,LAC,14400,0.586,0.414,0.589,0.084,0.284,0.232,0.126,0.221,0.505,0.607,0.393,0.667,0.333,0.622,0.378
22200102,False,HOU,14400,0.682,0.318,0.559,0.022,0.258,0.108,0.183,0.151,0.538,0.423,0.577,0.75,0.25,0.5,0.5
22200103,True,BKN,14400,0.568,0.432,0.485,0.04,0.364,0.071,0.152,0.141,0.444,0.708,0.292,0.833,0.167,0.75,0.25
22200103,False,CHI,14400,0.663,0.337,0.5,0.204,0.333,0.139,0.167,0.241,0.296,0.37,0.63,0.833,0.167,0.513,0.487
22200104,True,MIA,14400,0.523,0.477,0.414,0.052,0.414,0.026,0.172,0.241,0.362,0.75,0.25,0.875,0.125,0.8,0.2
22200104,False,GSW,14400,0.417,0.583,0.385,0.092,0.495,0.046,0.119,0.156,0.294,0.714,0.286,0.889,0.111,0.795,0.205
22200105,True,OKC,14400,0.642,0.358,0.603,0.103,0.259,0.103,0.138,0.259,0.5,0.514,0.486,1.0,0.0,0.622,0.378
22200105,False,ORL,14400,0.667,0.333,0.537,0.019,0.278,0.093,0.185,0.148,0.519,0.483,0.517,0.6,0.4,0.513,0.487
22200106,True,PHX,14400,0.517,0.483,0.414,0.172,0.44,0.103,0.147,0.198,0.241,0.667,0.333,0.882,0.118,0.756,0.244
22200106,False,MIN,14400,0.609,0.391,0.449,0.056,0.364,0.056,0.187,0.14,0.393,0.542,0.458,0.846,0.154,0.649,0.351
22200107,True,CLE,15900,0.61,0.39,0.544,0.053,0.289,0.123,0.167,0.132,0.491,0.581,0.419,0.545,0.455,0.571,0.429
22200107,False,BOS,15900,0.559,0.441,0.478,0.106,0.292,0.168,0.23,0.053,0.372,0.556,0.444,1.0,0.0,0.684,0.316
22200108,True,PHI,14400,0.571,0.429,0.36,0.018,0.514,0.099,0.126,0.063,0.342,0.4,0.6,0.895,0.105,0.641,0.359
22200108,False,WAS,14400,0.731,0.269,0.661,0.099,0.124,0.017,0.215,0.116,0.562,0.55,0.45,1.0,0.0,0.6,0.4
22200109,True,MIA,14400,0.618,0.382,0.6,0.109,0.3,0.045,0.1,0.118,0.491,0.606,0.394,0.636,0.364,0.614,0.386
22200109,False,SAC,14400,0.581,0.419,0.523,0.037,0.364,0.121,0.112,0.112,0.486,0.643,0.357,0.846,0.154,0.707,0.293
22200110,True,NYK,14400,0.6,0.4,0.545,0.04,0.303,0.121,0.152,0.131,0.505,0.556,0.444,0.8,0.2,0.622,0.378
22200110,False,ATL,14400,0.682,0.318,0.571,0.143,0.321,0.214,0.107,0.232,0.429,0.5,0.5,1.0,0.0,0.636,0.364
22200111,True,CHI,14400,0.648,0.352,0.453,0.075,0.396,0.113,0.151,0.274,0.377,0.625,0.375,0.929,0.071,0.737,0.263
22200111,False,CHA,14400,0.652,0.348,0.659,0.114,0.239,0.295,0.102,0.193,0.545,0.517,0.483,1.0,0.0,0.611,0.389
22200112,True,HOU,14400,0.568,0.432,0.515,0.079,0.327,0.109,0.158,0.228,0.436,0.462,0.538,0.455,0.545,0.459,0.541
22200112,False,LAC,14400,0.607,0.393,0.532,0.165,0.33,0.119,0.138,0.193,0.367,0.414,0.586,0.667,0.333,0.488,0.512
22200113,True,MIL,14400,0.587,0.413,0.569,0.086,0.259,0.121,0.172,0.241,0.483,0.485,0.515,0.8,0.2,0.558,0.442
22200113,False,DET,14400,0.608,0.392,0.484,0.154,0.363,0.143,0.154,0.176,0.33,0.409,0.591,0.818,0.182,0.545,0.455
22200114,True,SAS,14400,0.543,0.457,0.46,0.06,0.42,0.12,0.12,0.08,0.4,0.696,0.304,0.929,0.071,0.784,0.216
22200114,False,TOR,14400,0.689,0.311,0.601,0.07,0.294,0.287,0.105,0.217,0.531,0.465,0.535,0.786,0.214,0.544,0.456
22200115,True,DAL,14400,0.548,0.452,0.602,0.019,0.32,0.107,0.078,0.252,0.583,0.387,0.613,0.727,0.273,0.476,0.524
22200115,False,UTA,14400,0.643,0.357,0.58,0.1,0.3,0.1,0.12,0.19,0.48,0.655,0.345,0.9,0.1,0.718,0.282
22200116,True,POR,14400,0.629,0.371,0.434,0.057,0.368,0.094,0.198,0.151,0.377,0.609,0.391,1.0,0.0,0.75,0.25
22200116,False,MEM,14400,0.663,0.337,0.45,0.054,0.351,0.081,0.198,0.18,0.396,0.6,0.4,1.0,0.0,0.737,0.263
22200117,True,LAL,15900,0.633,0.367,0.583,0.033,0.25,0.167,0.167,0.183,0.55,0.571,0.429,1.0,0.0,0.667,0.333
22200117,False,NOP,15900,0.755,0.245,0.667,0.12,0.205,0.145,0.128,0.162,0.547,0.692,0.308,1.0,0.0,0.745,0.255
22200118,True,ORL,14400,0.615,0.385,0.446,0.077,0.3,0.054,0.254,0.177,0.369,0.31,0.69,0.846,0.154,0.476,0.524
22200118,False,GSW,14400,0.557,0.443,0.481,0.078,0.442,0.101,0.078,0.209,0.403,0.548,0.452,0.737,0.263,0.62,0.38
22200119,True,OKC,14400,0.688,0.312,0.709,0.055,0.164,0.127,0.127,0.191,0.655,0.333,0.667,1.0,0.0,0.422,0.578
22200119,False,DEN,14400,0.631,0.369,0.443,0.066,0.443,0.131,0.115,0.131,0.377,0.63,0.37,0.833,0.167,0.711,0.289
22200120,True,DET,14400,0.554,0.446,0.409,0.136,0.443,0.136,0.148,0.136,0.273,0.333,0.667,0.769,0.231,0.516,0.484
22200120,False,CLE,14400,0.679,0.321,0.589,0.054,0.295,0.08,0.116,0.25,0.536,0.667,0.333,0.727,0.273,0.682,0.318
22200121,True,IND,14400,0.513,0.488,0.495,0.04,0.356,0.248,0.149,0.228,0.455,0.68,0.32,0.917,0.083,0.757,0.243
22200121,False,MIA,14400,0.519,0.481,0.404,0.04,0.333,0.091,0.263,0.202,0.364,0.45,0.55,0.727,0.273,0.548,0.452
22200122,True,PHI,14400,0.52,0.48,0.462,0.058,0.375,0.183,0.163,0.202,0.404,0.667,0.333,0.846,0.154,0.73,0.27
22200122,False,NYK,14400,0.588,0.413,0.528,0.038,0.255,0.198,0.217,0.208,0.491,0.571,0.429,0.889,0.111,0.649,0.351
22200123,True,WAS,14400,0.59,0.41,0.512,0.047,0.279,0.116,0.209,0.058,0.465,0.455,0.545,1.0,0.0,0.6,0.4
22200123,False,BKN,14400,0.689,0.311,0.563,0.094,0.328,0.078,0.109,0.117,0.469,0.556,0.444,0.857,0.143,0.64,0.36
22200124,True,BOS,14400,0.627,0.373,0.52,0.098,0.22,0.024,0.26,0.171,0.423,0.531,0.469,0.778,0.222,0.585,0.415
22200124,False,CHI,14400,0.663,0.337,0.538,0.252,0.277,0.143,0.185,0.143,0.286,0.313,0.688,1.0,0.0,0.488,0.512
22200125,True,MEM,14400,0.633,0.367,0.523,0.062,0.369,0.162,0.108,0.169,0.462,0.618,0.382,0.813,0.188,0.68,0.32
22200125,False,CHA,14400,0.686,0.314,0.505,0.081,0.242,0.192,0.253,0.152,0.424,0.64,0.36,0.75,0.25,0.667,0.333
22200126,True,SAS,14400,0.648,0.352,0.566,0.038,0.34,0.132,0.094,0.189,0.528,0.367,0.633,1.0,0.0,0.548,0.452
22200126,False,LAC,14400,0.588,0.413,0.478,0.088,0.398,0.15,0.124,0.133,0.389,0.407,0.593,1.0,0.0,0.619,0.381
22200127,True,DAL,14400,0.558,0.442,0.486,0.036,0.324,0.153,0.189,0.234,0.45,0.444,0.556,0.917,0.083,0.59,0.41
22200127,False,TOR,14400,0.614,0.386,0.509,0.073,0.3,0.136,0.191,0.245,0.436,0.357,0.643,0.909,0.091,0.513,0.487
22200128,True,NOP,14400,0.642,0.358,0.509,0.07,0.316,0.149,0.175,0.316,0.439,0.517,0.483,0.75,0.25,0.585,0.415
22200128,False,GSW,14400,0.549,0.451,0.438,0.038,0.343,0.124,0.219,0.171,0.4,0.565,0.435,0.833,0.167,0.657,0.343
22200129,True,MIN,14400,0.554,0.446,0.549,0.137,0.324,0.127,0.127,0.118,0.412,0.5,0.5,0.727,0.273,0.564,0.436
22200129,False,MIL,14400,0.553,0.447,0.417,0.07,0.443,0.113,0.139,0.209,0.348,0.5,0.5,1.0,0.0,0.707,0.293
22200130,True,PHX,14400,0.59,0.41,0.415,0.038,0.396,0.113,0.189,0.208,0.377,0.591,0.409,0.929,0.071,0.722,0.278
22200130,False,POR,14400,0.729,0.271,0.611,0.13,0.278,0.111,0.111,0.167,0.481,0.606,0.394,1.0,0.0,0.698,0.302
22200131,True,LAL,14400,0.687,0.313,0.5,0.017,0.284,0.216,0.216,0.112,0.483,0.448,0.552,0.818,0.182,0.55,0.45
22200131,False,UTA,14400,0.612,0.388,0.538,0.046,0.392,0.092,0.069,0.131,0.492,0.457,0.543,0.882,0.118,0.596,0.404
22200132,True,ORL,15900,0.75,0.25,0.748,0.114,0.098,0.073,0.154,0.171,0.634,0.5,0.5,1.0,0.0,0.54,0.46
22200132,False,SAC,15900,0.57,0.43,0.508,0.032,0.357,0.127,0.135,0.206,0.476,0.375,0.625,0.8,0.2,0.511,0.489
22200133,True,CHA,14400,0.512,0.488,0.383,0.021,0.447,0.128,0.17,0.138,0.362,0.5,0.5,0.929,0.071,0.688,0.313
22200133,False,BKN,14400,0.571,0.429,0.429,0.122,0.367,0.071,0.204,0.194,0.306,0.524,0.476,1.0,0.0,0.697,0.303
22200134,True,ATL,15900,0.65,0.35,0.613,0.081,0.218,0.177,0.169,0.185,0.532,0.579,0.421,0.667,0.333,0.596,0.404
22200134,False,NOP,15900,0.787,0.213,0.661,0.099,0.174,0.116,0.165,0.132,0.562,0.475,0.525,0.571,0.429,0.489,0.511
22200135,True,NYK,14400,0.7,0.3,0.593,0.051,0.28,0.119,0.127,0.169,0.542,0.343,0.657,0.909,0.091,0.478,0.522
22200135,False,BOS,14400,0.42,0.58,0.301,0.075,0.609,0.09,0.09,0.226,0.226,0.45,0.55,0.778,0.222,0.638,0.362
22200136,True,MIL,14400,0.478,0.522,0.389,0.037,0.472,0.093,0.139,0.093,0.352,0.429,0.571,0.824,0.176,0.605,0.395
22200136,False,OKC,14400,0.583,0.417,0.511,0.128,0.383,0.149,0.106,0.213,0.383,0.417,0.583,1.0,0.0,0.611,0.389
22200137,True,MIN,14400,0.588,0.413,0.527,0.062,0.349,0.163,0.124,0.279,0.465,0.735,0.265,0.867,0.133,0.776,0.224
22200137,False,HOU,14400,0.548,0.452,0.41,0.017,0.41,0.111,0.179,0.222,0.393,0.542,0.458,0.875,0.125,0.675,0.325
22200138,True,DEN,14400,0.667,0.333,0.603,0.127,0.357,0.206,0.04,0.167,0.476,0.684,0.316,0.733,0.267,0.698,0.302
22200138,False,SAS,14400,0.625,0.375,0.535,0.0,0.356,0.079,0.109,0.218,0.535,0.667,0.333,0.833,0.167,0.718,0.282
22200139,True,PHX,14400,0.634,0.366,0.471,0.039,0.324,0.098,0.206,0.186,0.431,0.542,0.458,0.818,0.182,0.629,0.371
22200139,False,POR,14400,0.81,0.19,0.561,0.171,0.256,0.146,0.183,0.098,0.39,0.696,0.304,0.857,0.143,0.733,0.267
22200140,True,LAL,14400,0.69,0.31,0.64,0.08,0.24,0.16,0.12,0.09,0.56,0.531,0.469,0.875,0.125,0.6,0.4
22200140,False,CLE,14400,0.619,0.381,0.509,0.088,0.211,0.132,0.281,0.184,0.421,0.414,0.586,0.875,0.125,0.514,0.486
22200141,True,TOR,14400,0.641,0.359,0.602,0.053,0.265,0.124,0.133,0.204,0.549,0.559,0.441,0.9,0.1,0.636,0.364
22200141,False,CHI,14400,0.591,0.409,0.519,0.154,0.375,0.202,0.106,0.115,0.365,0.519,0.481,1.0,0.0,0.675,0.325
22200142,True,MEM,14400,0.681,0.319,0.583,0.078,0.262,0.214,0.155,0.097,0.505,0.433,0.567,0.778,0.222,0.513,0.487
22200142,False,WAS,14400,0.573,0.427,0.68,0.103,0.247,0.082,0.072,0.144,0.577,0.576,0.424,0.75,0.25,0.61,0.39
22200143,True,LAC,14400,0.621,0.379,0.686,0.098,0.235,0.196,0.078,0.245,0.588,0.4,0.6,1.0,0.0,0.512,0.488
22200143,False,UTA,14400,0.467,0.533,0.364,0.055,0.409,0.073,0.227,0.236,0.309,0.5,0.5,0.533,0.467,0.514,0.486
22200144,True,CHA,14400,0.683,0.317,0.74,0.04,0.15,0.16,0.11,0.22,0.7,0.595,0.405,1.0,0.0,0.643,0.357
22200144,False,WAS,14400,0.763,0.238,0.685,0.148,0.139,0.12,0.176,0.148,0.537,0.459,0.541,0.8,0.2,0.5,0.5
22200145,True,ORL,14400,0.695,0.305,0.52,0.11,0.283,0.071,0.197,0.244,0.409,0.455,0.545,1.0,0.0,0.6,0.4
22200145,False,HOU,14400,0.448,0.552,0.328,0.03,0.537,0.097,0.134,0.231,0.299,0.545,0.455,0.792,0.208,0.674,0.326
22200146,True,DET,14400,0.645,0.355,0.536,0.036,0.241,0.08,0.223,0.116,0.5,0.367,0.633,1.0,0.0,0.513,0.487
22200146,False,OKC,14400,0.676,0.324,0.602,0.097,0.291,0.126,0.107,0.155,0.505,0.516,0.484,0.7,0.3,0.561,0.439
22200147,True,IND,14400,0.442,0.558,0.326,0.016,0.512,0.147,0.163,0.124,0.31,0.714,0.286,0.818,0.182,0.767,0.233
22200147,False,NOP,14400,0.649,0.351,0.557,0.066,0.344,0.18,0.098,0.148,0.492,0.529,0.471,1.0,0.0,0.667,0.333
22200148,True,PHI,14400,0.6,0.4,0.38,0.08,0.36,0.17,0.26,0.19,0.3,0.526,0.474,1.0,0.0,0.71,0.29
22200148,False,PHX,14400,0.74,0.26,0.591,0.159,0.205,0.125,0.205,0.193,0.432,0.577,0.423,0.667,0.333,0.594,0.406
22200149,True,ATL,14400,0.707,0.293,0.598,0.171,0.282,0.111,0.12,0.188,0.427,0.514,0.486,0.455,0.545,0.5,0.5
22200149,False,MIL,14400,0.54,0.46,0.469,0.061,0.398,0.031,0.133,0.051,0.408,0.478,0.522,0.769,0.231,0.583,0.417
22200150,True,MIA,14400,0.536,0.464,0.486,0.112,0.393,0.15,0.121,0.224,0.374,0.577,0.423,0.929,0.071,0.7,0.3
22200150,False,POR,14400,0.486,0.514,0.4,0.055,0.436,0.118,0.164,0.155,0.345,0.5,0.5,1.0,0.0,0.711,0.289
22200151,True,CHI,14400,0.65,0.35,0.595,0.09,0.243,0.144,0.162,0.189,0.505,0.667,0.333,0.889,0.111,0.714,0.286
22200151,False,TOR,14400,0.671,0.329,0.557,0.041,0.278,0.134,0.165,0.237,0.515,0.593,0.407,0.889,0.111,0.667,0.333
22200152,True,MEM,14400,0.516,0.484,0.491,0.038,0.425,0.104,0.085,0.17,0.453,0.538,0.462,0.867,0.133,0.659,0.341
22200152,False,BOS,14400,0.549,0.451,0.477,0.037,0.33,0.138,0.193,0.119,0.44,0.615,0.385,0.833,0.167,0.684,0.316
22200153,True,MIN,14400,0.494,0.506,0.505,0.056,0.308,0.178,0.187,0.159,0.449,0.741,0.259,0.727,0.273,0.737,0.263
22200153,False,NYK,14400,0.461,0.539,0.333,0.017,0.475,0.142,0.192,0.217,0.317,0.45,0.55,0.895,0.105,0.667,0.333
22200154,True,SAS,14400,0.598,0.402,0.569,0.073,0.33,0.147,0.101,0.22,0.495,0.645,0.355,0.917,0.083,0.721,0.279
22200154,False,DEN,14400,0.727,0.273,0.678,0.139,0.209,0.157,0.113,0.304,0.539,0.692,0.308,0.75,0.25,0.702,0.298
22200155,True,DAL,14400,0.611,0.389,0.417,0.083,0.375,0.063,0.208,0.24,0.333,0.55,0.45,0.583,0.417,0.563,0.438
22200155,False,BKN,14400,0.638,0.363,0.532,0.128,0.319,0.106,0.149,0.277,0.404,0.56,0.44,0.8,0.2,0.629,0.371
22200156,True,GSW,14400,0.568,0.432,0.517,0.138,0.362,0.069,0.121,0.138,0.379,0.633,0.367,0.643,0.357,0.636,0.364
22200156,False,SAC,14400,0.56,0.44,0.407,0.035,0.372,0.133,0.221,0.195,0.372,0.478,0.522,0.929,0.071,0.649,0.351
22200157,True,UTA,14400,0.6,0.4,0.532,0.115,0.345,0.144,0.122,0.151,0.417,0.486,0.514,0.75,0.25,0.566,0.434
22200157,False,LAL,14400,0.707,0.293,0.534,0.086,0.233,0.095,0.233,0.181,0.448,0.258,0.742,0.778,0.222,0.375,0.625
22200158,True,LAC,14400,0.519,0.481,0.387,0.101,0.429,0.059,0.185,0.21,0.286,0.304,0.696,0.706,0.294,0.475,0.525
22200158,False,CLE,14400,0.602,0.398,0.462,0.068,0.41,0.154,0.128,0.085,0.393,0.63,0.37,0.75,0.25,0.674,0.326
22200159,True,CHA,14400,0.56,0.44,0.505,0.0,0.316,0.232,0.179,0.284,0.505,0.5,0.5,0.9,0.1,0.618,0.382
22200159,False,POR,14400,0.547,0.453,0.552,0.076,0.314,0.114,0.133,0.124,0.476,0.759,0.241,0.545,0.455,0.7,0.3
22200160,True,IND,14400,0.563,0.438,0.521,0.084,0.353,0.101,0.126,0.126,0.437,0.613,0.387,0.643,0.357,0.622,0.378
22200160,False,DEN,14400,0.682,0.318,0.508,0.066,0.295,0.148,0.197,0.213,0.443,0.613,0.387,0.667,0.333,0.628,0.372
22200161,True,ORL,14400,0.712,0.288,0.596,0.064,0.255,0.085,0.149,0.043,0.532,0.5,0.5,0.75,0.25,0.556,0.444
22200161,False,DAL,14400,0.506,0.494,0.483,0.023,0.379,0.115,0.138,0.115,0.46,0.476,0.524,0.636,0.364,0.531,0.469
22200162,True,ATL,14400,0.743,0.257,0.723,0.218,0.202,0.109,0.076,0.134,0.504,0.395,0.605,0.875,0.125,0.471,0.529
22200162,False,UTA,14400,0.585,0.415,0.432,0.032,0.408,0.128,0.16,0.088,0.4,0.407,0.593,0.941,0.059,0.614,0.386
22200163,True,BOS,14400,0.477,0.523,0.453,0.078,0.422,0.102,0.125,0.094,0.375,0.621,0.379,0.722,0.278,0.66,0.34
22200163,False,DET,14400,0.629,0.371,0.536,0.161,0.188,0.045,0.277,0.134,0.375,0.267,0.733,1.0,0.0,0.405,0.595
22200164,True,BKN,14400,0.609,0.391,0.5,0.143,0.375,0.143,0.125,0.223,0.357,0.679,0.321,0.786,0.214,0.714,0.286
22200164,False,NYK,14400,0.506,0.494,0.376,0.024,0.424,0.118,0.2,0.118,0.353,0.563,0.438,1.0,0.0,0.75,0.25
22200165,True,TOR,14400,0.569,0.431,0.466,0.034,0.388,0.198,0.147,0.267,0.431,0.333,0.667,0.667,0.333,0.452,0.548
22200165,False,HOU,14400,0.583,0.417,0.514,0.055,0.248,0.174,0.239,0.119,0.459,0.75,0.25,0.889,0.111,0.784,0.216
22200166,True,CHI,14400,0.69,0.31,0.667,0.144,0.189,0.171,0.144,0.144,0.523,0.432,0.568,1.0,0.0,0.523,0.477
22200166,False,NOP,14400,0.774,0.226,0.678,0.157,0.078,0.13,0.243,0.157,0.522,0.436,0.564,1.0,0.0,0.476,0.524
22200167,True,MIN,14400,0.654,0.346,0.547,0.017,0.231,0.085,0.222,0.12,0.53,0.594,0.406,0.778,0.222,0.634,0.366
22200167,False,PHX,14400,0.639,0.361,0.481,0.062,0.372,0.101,0.147,0.248,0.419,0.613,0.387,0.75,0.25,0.66,0.34
22200168,True,OKC,17400,0.595,0.405,0.485,0.0,0.409,0.106,0.106,0.136,0.485,0.313,0.688,0.778,0.222,0.48,0.52
22200168,False,MIL,17400,0.66,0.34,0.485,0.088,0.375,0.051,0.14,0.147,0.397,0.333,0.667,0.941,0.059,0.54,0.46
22200169,True,SAS,15900,0.622,0.378,0.574,0.049,0.295,0.131,0.131,0.172,0.525,0.543,0.457,0.917,0.083,0.638,0.362
22200169,False,MEM,15900,0.673,0.327,0.581,0.048,0.339,0.137,0.081,0.145,0.532,0.444,0.556,0.571,0.429,0.48,0.52
22200170,True,LAC,14400,0.593,0.407,0.509,0.175,0.316,0.079,0.175,0.167,0.333,0.517,0.483,0.75,0.25,0.585,0.415
22200170,False,LAL,14400,0.636,0.364,0.594,0.079,0.297,0.198,0.109,0.198,0.515,0.6,0.4,0.8,0.2,0.65,0.35
22200171,True,SAC,14400,0.487,0.513,0.362,0.047,0.402,0.063,0.236,0.142,0.315,0.609,0.391,0.941,0.059,0.75,0.25
22200171,False,CLE,14400,0.698,0.302,0.583,0.05,0.275,0.0,0.142,0.067,0.533,0.457,0.543,0.727,0.273,0.522,0.478
22200172,True,WAS,14400,0.643,0.357,0.513,0.053,0.319,0.08,0.168,0.159,0.46,0.552,0.448,0.75,0.25,0.61,0.39
22200172,False,DAL,14400,0.453,0.547,0.362,0.019,0.514,0.067,0.124,0.171,0.343,0.474,0.526,0.556,0.444,0.514,0.486
22200173,True,ATL,14400,0.705,0.295,0.635,0.212,0.173,0.135,0.192,0.183,0.423,0.424,0.576,0.833,0.167,0.487,0.513
22200173,False,PHI,14400,0.639,0.361,0.547,0.147,0.189,0.105,0.263,0.168,0.4,0.385,0.615,0.833,0.167,0.469,0.531
22200174,True,MIA,15900,0.6,0.4,0.496,0.051,0.256,0.077,0.248,0.256,0.444,0.379,0.621,1.0,0.0,0.538,0.462
22200174,False,CHA,15900,0.557,0.443,0.518,0.054,0.375,0.045,0.107,0.089,0.464,0.414,0.586,0.786,0.214,0.535,0.465
22200175,True,NOP,14400,0.646,0.354,0.484,0.105,0.316,0.095,0.2,0.042,0.379,0.435,0.565,0.9,0.1,0.576,0.424
22200175,False,POR,14400,0.6,0.4,0.472,0.038,0.34,0.066,0.189,0.198,0.434,0.64,0.36,0.75,0.25,0.676,0.324
22200176,True,BOS,14400,0.589,0.411,0.519,0.122,0.366,0.137,0.115,0.069,0.397,0.5,0.5,0.813,0.188,0.6,0.4
22200176,False,DEN,14400,0.685,0.315,0.536,0.125,0.321,0.098,0.143,0.036,0.411,0.5,0.5,0.917,0.083,0.619,0.381
22200177,True,ORL,14400,0.598,0.402,0.491,0.053,0.395,0.0,0.114,0.096,0.439,0.429,0.571,0.733,0.267,0.535,0.465
22200177,False,PHX,14400,0.558,0.442,0.515,0.062,0.402,0.124,0.082,0.144,0.454,0.56,0.44,0.615,0.385,0.579,0.421
22200178,True,NYK,14400,0.574,0.426,0.529,0.033,0.248,0.058,0.223,0.165,0.496,0.438,0.563,0.9,0.1,0.548,0.452
22200178,False,DET,14400,0.613,0.388,0.536,0.054,0.188,0.098,0.277,0.161,0.482,0.533,0.467,0.857,0.143,0.595,0.405
22200179,True,OKC,14400,0.613,0.387,0.561,0.03,0.341,0.129,0.098,0.098,0.53,0.459,0.541,0.933,0.067,0.596,0.404
22200179,False,TOR,14400,0.659,0.341,0.478,0.053,0.292,0.071,0.23,0.239,0.425,0.407,0.593,0.818,0.182,0.526,0.474
22200180,True,SAS,14400,0.635,0.365,0.559,0.108,0.324,0.189,0.117,0.207,0.45,0.387,0.613,0.833,0.167,0.512,0.488
22200180,False,MIL,14400,0.561,0.439,0.43,0.086,0.387,0.0,0.183,0.258,0.344,0.5,0.5,1.0,0.0,0.688,0.313
22200181,True,MEM,14400,0.625,0.375,0.649,0.105,0.184,0.088,0.167,0.158,0.544,0.541,0.459,0.714,0.286,0.568,0.432
22200181,False,MIN,14400,0.62,0.38,0.524,0.078,0.291,0.049,0.184,0.165,0.447,0.778,0.222,0.8,0.2,0.784,0.216
22200182,True,GSW,14400,0.561,0.439,0.472,0.075,0.425,0.151,0.104,0.104,0.396,0.76,0.24,0.667,0.333,0.725,0.275
22200182,False,CLE,14400,0.674,0.326,0.574,0.059,0.238,0.089,0.188,0.178,0.515,0.655,0.345,0.75,0.25,0.676,0.324
22200183,True,LAL,14400,0.716,0.284,0.561,0.053,0.263,0.105,0.175,0.114,0.509,0.438,0.563,0.8,0.2,0.524,0.476
22200183,False,SAC,14400,0.586,0.414,0.55,0.05,0.3,0.133,0.15,0.133,0.5,0.455,0.545,1.0,0.0,0.6,0.4
22200184,True,LAC,14400,0.635,0.365,0.484,0.126,0.347,0.063,0.168,0.095,0.358,0.522,0.478,0.909,0.091,0.647,0.353
22200184,False,BKN,14400,0.578,0.422,0.436,0.127,0.436,0.073,0.127,0.164,0.309,0.625,0.375,0.75,0.25,0.675,0.325
22200185,True,WAS,14400,0.591,0.409,0.463,0.033,0.397,0.107,0.14,0.099,0.43,0.464,0.536,0.875,0.125,0.614,0.386
22200185,False,UTA,14400,0.574,0.426,0.536,0.107,0.375,0.036,0.089,0.071,0.429,0.633,0.367,1.0,0.0,0.75,0.25
22200186,True,DET,14400,0.573,0.427,0.389,0.111,0.444,0.046,0.167,0.083,0.278,0.524,0.476,0.75,0.25,0.622,0.378
22200186,False,BOS,14400,0.473,0.527,0.359,0.051,0.462,0.12,0.179,0.12,0.308,0.667,0.333,0.722,0.278,0.692,0.308
22200187,True,IND,14400,0.476,0.524,0.373,0.034,0.483,0.153,0.144,0.127,0.339,0.773,0.227,0.842,0.158,0.805,0.195
22200187,False,TOR,14400,0.628,0.372,0.577,0.077,0.202,0.115,0.221,0.212,0.5,0.3,0.7,0.714,0.286,0.378,0.622
22200188,True,PHI,14400,0.7,0.3,0.595,0.132,0.198,0.149,0.207,0.273,0.463,0.5,0.5,0.75,0.25,0.545,0.455
22200188,False,ATL,14400,0.73,0.27,0.624,0.11,0.165,0.165,0.211,0.119,0.514,0.5,0.5,0.5,0.5,0.5,0.5
22200189,True,MIA,14400,0.559,0.441,0.5,0.061,0.364,0.076,0.136,0.098,0.439,0.576,0.424,0.813,0.188,0.653,0.347
22200189,False,CHA,14400,0.656,0.344,0.643,0.087,0.235,0.122,0.122,0.148,0.557,0.514,0.486,0.667,0.333,0.543,0.457
22200190,True,DAL,14400,0.469,0.531,0.462,0.051,0.359,0.103,0.179,0.171,0.41,0.556,0.444,0.786,0.214,0.634,0.366
22200190,False,POR,14400,0.613,0.388,0.411,0.089,0.348,0.054,0.241,0.188,0.321,0.391,0.609,0.846,0.154,0.556,0.444
