gameid,home,team,SEC,estOFFRTG,OFFRTG,estDEFRTG,DEFRTG,estNETRTG,NETRTG,ASTpct,ASTtoTOV,ASTratio,ORBpct,DRBpct,REBpct,estteamTOVpct,TOVratio,effFGpct,TSpct,USGpct,estUSGpct,estpace,pace,paceper40,POS,pie
22200066,False,DAL,15900,120.1,121.7,115.5,114.7,4.6,7.0,0.61,1.39,17.9,0.227,0.654,0.458,16.76,17.0,0.63,0.669,1,0.199,97.63,97.36,81.13,106,0.519
22200067,True,OKC,14400,121.0,118.0,110.1,111.1,10.9,6.9,0.574,2.25,19.6,0.286,0.7,0.472,12.305,12.0,0.584,0.599,1,0.199,98.72,99.5,82.92,100,0.515
22200067,False,LAC,14400,110.1,111.1,121.0,118.0,-10.9,-6.9,0.477,1.05,16.0,0.3,0.714,0.528,20.016,20.2,0.591,0.612,1,0.198,98.72,99.5,82.92,99,0.485
22200068,True,GSW,14400,118.7,124.2,108.2,108.9,10.5,15.3,0.652,1.43,20.1,0.447,0.765,0.612,20.27,21.2,0.598,0.624,1,0.197,102.64,100.0,83.33,99,0.54
22200068,False,MIA,14400,108.2,108.9,118.7,124.2,-10.5,-15.3,0.641,2.08,18.6,0.235,0.553,0.388,11.802,11.9,0.523,0.563,1,0.199,102.64,100.0,83.33,101,0.46
22200069,True,SAC,14400,113.8,111.1,121.5,126.3,-7.7,-15.2,0.7,2.15,20.9,0.205,0.696,0.456,13.446,13.1,0.554,0.593,1,0.201,99.8,99.0,82.5,99,0.462
22200069,False,MEM,14400,121.5,126.3,113.8,111.1,7.7,15.2,0.551,1.93,19.2,0.304,0.795,0.544,13.603,14.1,0.609,0.626,1,0.195,99.8,99.0,82.5,99,0.538
22200070,True,DET,14400,112.3,113.1,133.4,138.8,-21.1,-25.6,0.486,1.64,13.7,0.352,0.667,0.495,11.031,11.1,0.471,0.545,1,0.2,100.82,98.5,82.08,99,0.369
22200070,False,ATL,14400,133.4,138.8,112.3,113.1,21.1,25.6,0.564,4.43,21.7,0.333,0.648,0.505,6.868,7.1,0.629,0.648,1,0.198,100.82,98.5,82.08,98,0.631
22200071,True,ORL,14400,109.2,111.9,91.6,93.0,17.7,18.9,0.667,2.33,20.5,0.152,0.797,0.514,11.601,11.9,0.553,0.586,1,0.195,102.5,100.5,83.75,101,0.628
22200071,False,CHA,14400,91.6,93.0,109.2,111.9,-17.7,-18.9,0.636,1.4,15.8,0.203,0.848,0.486,14.77,15.0,0.448,0.482,1,0.197,102.5,100.5,83.75,100,0.372
22200072,True,BOS,15900,111.7,112.8,121.1,121.1,-9.4,-8.3,0.667,1.47,19.6,0.205,0.761,0.489,17.26,17.4,0.591,0.64,1,0.2,99.19,98.72,82.26,109,0.502
22200072,False,CLE,15900,121.1,121.1,111.7,112.8,9.4,8.3,0.4,1.13,13.2,0.239,0.795,0.511,14.684,14.7,0.609,0.647,1,0.2,99.19,98.72,82.26,109,0.498
22200073,True,TOR,14400,91.3,97.8,118.1,120.4,-26.8,-22.6,0.606,1.18,15.0,0.373,0.795,0.541,17.248,18.5,0.436,0.466,1,0.199,96.7,92.5,77.08,92,0.364
22200073,False,PHI,14400,118.1,120.4,91.3,97.8,26.8,22.6,0.581,1.67,19.7,0.205,0.627,0.459,15.816,16.1,0.622,0.645,1,0.194,96.7,92.5,77.08,93,0.636
22200074,True,WAS,14400,114.3,115.8,121.5,125.7,-7.2,-9.9,0.61,1.92,18.3,0.234,0.75,0.471,12.705,12.9,0.547,0.595,1,0.199,103.42,101.0,84.17,101,0.43
22200074,False,IND,14400,121.5,125.7,114.3,115.8,7.2,9.9,0.732,2.14,21.5,0.25,0.766,0.529,13.395,13.9,0.599,0.665,1,0.197,103.42,101.0,84.17,101,0.57
22200075,True,MIL,14400,109.3,114.4,100.9,103.8,8.4,10.6,0.548,3.29,15.2,0.348,0.698,0.515,6.429,6.7,0.445,0.492,1,0.195,107.98,104.0,86.67,104,0.547
22200075,False,NYK,14400,100.9,103.8,109.3,114.4,-8.4,-10.6,0.514,1.46,13.7,0.302,0.652,0.485,12.14,12.5,0.462,0.504,1,0.198,107.98,104.0,86.67,104,0.453
22200076,True,MIN,14400,105.2,102.8,92.0,93.6,13.2,9.2,0.659,2.7,18.4,0.246,0.704,0.461,9.473,9.3,0.48,0.507,1,0.202,108.22,108.5,90.42,108,0.56
22200076,False,LAL,14400,92.0,93.6,105.2,102.8,-13.2,-9.2,0.541,0.91,14.0,0.296,0.754,0.539,19.841,20.2,0.466,0.506,1,0.199,108.22,108.5,90.42,109,0.44
22200077,True,SAS,14400,116.8,121.7,114.3,117.0,2.5,4.7,0.804,1.76,23.8,0.333,0.63,0.5,19.015,19.8,0.628,0.662,1,0.198,109.44,106.0,88.33,106,0.555
22200077,False,CHI,14400,114.3,117.0,116.8,121.7,-2.5,-4.7,0.426,1.54,13.9,0.37,0.667,0.5,11.988,12.3,0.52,0.561,1,0.198,109.44,106.0,88.33,106,0.445
22200078,True,DEN,14400,123.2,120.6,99.6,106.3,23.6,14.3,0.462,1.5,13.9,0.352,0.764,0.56,12.637,12.4,0.559,0.585,1,0.2,98.16,96.0,80.0,97,0.579
22200078,False,UTA,14400,99.6,106.3,123.2,120.6,-23.6,-14.3,0.632,2.4,18.0,0.236,0.648,0.44,9.866,10.5,0.473,0.508,1,0.196,98.16,96.0,80.0,95,0.421
22200079,True,PHX,14400,125.5,125.3,110.3,112.1,15.3,13.1,0.688,2.75,22.6,0.386,0.729,0.565,12.146,12.1,0.576,0.615,1,0.202,99.74,99.0,82.5,99,0.594
22200079,False,NOP,14400,110.3,112.1,125.5,125.3,-15.3,-13.1,0.658,1.79,18.6,0.271,0.614,0.435,13.905,14.1,0.529,0.58,1,0.199,99.74,99.0,82.5,99,0.406
22200080,True,POR,14400,120.4,123.8,103.5,107.8,16.9,16.0,0.625,1.88,20.7,0.283,0.667,0.495,15.414,15.8,0.606,0.633,1,0.197,105.52,102.0,85.0,101,0.592
22200080,False,HOU,14400,103.5,107.8,120.4,123.8,-16.9,-16.0,0.575,1.35,16.1,0.333,0.717,0.505,15.852,16.5,0.5,0.538,1,0.195,105.52,102.0,85.0,103,0.408
22200081,True,SAC,14400,114.7,119.0,110.1,110.8,4.6,8.2,0.643,1.29,19.7,0.205,0.736,0.511,20.239,21.0,0.645,0.67,1,0.195,103.2,101.0,84.17,100,0.554
22200081,False,MIA,14400,110.1,110.8,114.7,119.0,-4.6,-8.2,0.474,2.0,13.9,0.264,0.795,0.489,8.769,8.8,0.489,0.55,1,0.199,103.2,101.0,84.17,102,0.446
22200082,True,CHA,15900,108.5,113.2,105.6,106.6,2.9,6.6,0.744,3.2,20.3,0.323,0.776,0.542,9.038,9.4,0.471,0.519,1,0.199,98.57,96.0,80.0,106,0.534
22200082,False,GSW,15900,105.6,106.6,108.5,113.2,-2.9,-6.6,0.705,3.1,20.9,0.224,0.677,0.458,9.342,9.4,0.505,0.528,1,0.198,98.57,96.0,80.0,106,0.466
22200083,True,BKN,14400,120.3,120.8,124.5,128.9,-4.2,-8.0,0.707,3.22,22.1,0.163,0.554,0.384,9.332,9.4,0.585,0.621,1,0.197,98.44,96.5,80.42,96,0.494
22200083,False,IND,14400,124.5,128.9,120.3,120.8,4.2,8.0,0.775,2.58,20.9,0.446,0.837,0.616,11.947,12.4,0.548,0.593,1,0.198,98.44,96.5,80.42,97,0.506
22200084,True,CHI,14400,107.1,106.9,111.9,112.9,-4.8,-6.0,0.611,1.22,16.6,0.222,0.773,0.494,17.689,17.6,0.519,0.588,1,0.2,101.82,101.5,84.58,102,0.464
22200084,False,PHI,14400,111.9,112.9,107.1,106.9,4.8,6.0,0.718,1.47,20.3,0.227,0.778,0.506,18.649,18.8,0.582,0.627,1,0.197,101.82,101.5,84.58,101,0.536
22200085,True,MIL,14400,119.7,121.8,113.2,113.9,6.5,7.9,0.533,2.0,17.1,0.353,0.706,0.529,11.678,11.9,0.565,0.587,1,0.199,102.18,101.0,84.17,101,0.561
22200085,False,ATL,14400,113.2,113.9,119.7,121.8,-6.5,-7.9,0.422,1.46,14.3,0.294,0.647,0.471,12.795,12.9,0.548,0.572,1,0.199,102.18,101.0,84.17,101,0.439
22200086,True,DAL,15900,97.4,101.8,107.7,109.3,-10.3,-7.5,0.447,1.06,11.9,0.288,0.755,0.5,14.04,14.7,0.442,0.505,1,0.194,100.8,97.81,81.51,109,0.416
22200086,False,OKC,15900,107.7,109.3,97.4,101.8,10.3,7.5,0.568,1.67,17.5,0.245,0.712,0.5,13.807,14.0,0.522,0.57,1,0.201,100.8,97.81,81.51,107,0.584
22200087,True,UTA,14400,117.2,121.6,117.6,118.3,-0.4,3.3,0.667,1.5,20.6,0.295,0.675,0.476,18.904,19.6,0.626,0.647,1,0.197,105.2,103.0,85.83,102,0.506
22200087,False,MEM,14400,117.6,118.3,117.2,121.6,0.4,-3.3,0.48,1.2,17.3,0.325,0.705,0.524,19.12,19.2,0.636,0.65,1,0.199,105.2,103.0,85.83,104,0.494
22200088,True,LAC,14400,92.2,96.8,114.8,117.9,-22.7,-21.1,0.667,1.6,18.4,0.259,0.646,0.441,15.194,16.0,0.483,0.496,1,0.199,98.12,94.5,78.75,94,0.373
22200088,False,NOP,14400,114.8,117.9,92.2,96.8,22.7,21.1,0.696,2.46,22.6,0.354,0.741,0.559,13.331,13.7,0.575,0.58,1,0.194,98.12,94.5,78.75,95,0.627
22200089,True,BOS,14400,114.5,115.5,94.0,96.9,20.6,18.6,0.806,2.07,22.2,0.182,0.698,0.486,14.315,14.4,0.589,0.638,1,0.2,98.92,97.0,80.83,97,0.622
22200089,False,WAS,14400,94.0,96.9,114.5,115.5,-20.6,-18.6,0.579,2.2,16.1,0.302,0.818,0.514,9.996,10.3,0.423,0.447,1,0.195,98.92,97.0,80.83,97,0.378
22200090,True,CLE,14400,119.4,122.2,106.9,110.2,12.5,12.0,0.805,2.36,22.9,0.28,0.686,0.485,13.812,14.1,0.59,0.621,1,0.198,101.2,98.5,82.08,99,0.554
22200090,False,NYK,14400,106.9,110.2,119.4,122.2,-12.5,-12.0,0.578,1.86,18.7,0.314,0.72,0.515,13.856,14.3,0.543,0.545,1,0.2,101.2,98.5,82.08,98,0.446
22200091,True,DET,14400,123.4,125.5,108.6,109.6,14.8,15.9,0.6,1.5,17.2,0.326,0.704,0.53,15.426,15.7,0.566,0.642,1,0.199,104.36,103.0,85.83,102,0.553
22200091,False,GSW,14400,108.6,109.6,123.4,125.5,-14.8,-15.9,0.59,1.53,16.3,0.296,0.674,0.47,14.286,14.4,0.489,0.553,1,0.197,104.36,103.0,85.83,104,0.448
22200092,True,SAS,14400,103.9,108.1,95.3,99.0,8.6,9.1,0.75,1.35,18.8,0.365,0.651,0.522,19.417,20.2,0.512,0.552,1,0.197,102.9,99.0,82.5,99,0.561
22200092,False,MIN,14400,95.3,99.0,103.9,108.1,-8.6,-9.1,0.525,1.91,15.0,0.349,0.635,0.478,10.7,11.1,0.424,0.455,1,0.2,102.9,99.0,82.5,99,0.439
22200093,True,DAL,14400,120.9,125.3,111.8,114.1,9.0,11.1,0.366,3.75,13.1,0.174,0.673,0.432,4.241,4.4,0.56,0.598,1,0.195,94.1,91.5,76.25,91,0.538
22200093,False,ORL,14400,111.8,114.1,120.9,125.3,-9.0,-11.1,0.541,1.67,16.0,0.327,0.826,0.568,12.782,13.0,0.525,0.565,1,0.2,94.1,91.5,76.25,92,0.462
22200094,True,PHX,14400,125.0,126.5,113.0,111.2,12.0,15.3,0.644,2.42,21.0,0.273,0.627,0.463,12.097,12.2,0.607,0.638,1,0.194,97.82,98.0,81.67,98,0.586
22200094,False,HOU,14400,113.0,111.2,125.0,126.5,-12.0,-15.3,0.474,1.2,13.7,0.373,0.727,0.537,15.554,15.3,0.5,0.554,1,0.199,97.82,98.0,81.67,98,0.414
22200095,True,LAL,14400,120.0,122.2,110.1,110.0,10.0,12.2,0.522,2.67,17.4,0.308,0.719,0.523,8.929,9.1,0.547,0.577,1,0.199,100.36,99.5,82.92,99,0.543
22200095,False,DEN,14400,110.1,110.0,120.0,122.2,-10.0,-12.2,0.585,2.67,17.5,0.281,0.692,0.477,9.007,9.0,0.505,0.529,1,0.2,100.36,99.5,82.92,100,0.457
22200096,True,CHA,14400,102.7,105.9,108.2,111.7,-5.5,-5.8,0.721,1.48,21.8,0.244,0.667,0.462,19.97,20.6,0.595,0.599,1,0.198,105.74,102.5,85.42,102,0.49
22200096,False,SAC,14400,108.2,111.7,102.7,105.9,5.5,5.8,0.703,1.37,18.3,0.333,0.756,0.538,17.871,18.4,0.535,0.591,1,0.199,105.74,102.5,85.42,103,0.51
22200097,True,WAS,14400,111.6,112.1,115.9,119.2,-4.3,-7.1,0.579,1.38,16.9,0.209,0.829,0.512,16.09,16.2,0.531,0.6,1,0.195,100.62,99.0,82.5,99,0.463
22200097,False,PHI,14400,115.9,119.2,111.6,112.1,4.3,7.1,0.565,1.86,19.7,0.171,0.791,0.488,13.752,14.1,0.627,0.643,1,0.195,100.62,99.0,82.5,99,0.537
22200098,True,BKN,14400,112.8,110.5,98.1,104.8,14.7,5.7,0.605,1.3,19.3,0.211,0.667,0.472,19.455,19.0,0.606,0.653,1,0.2,106.96,104.5,87.08,105,0.603
22200098,False,IND,14400,98.1,104.8,112.8,110.5,-14.7,-5.7,0.561,0.96,16.0,0.333,0.789,0.528,21.598,23.1,0.534,0.561,1,0.198,106.96,104.5,87.08,104,0.397
22200099,True,TOR,14400,132.9,135.0,102.8,105.8,30.1,29.1,0.543,3.57,17.7,0.327,0.745,0.531,6.692,6.8,0.576,0.634,1,0.199,105.3,103.0,85.83,103,0.637
22200099,False,ATL,14400,102.8,105.8,132.9,135.0,-30.1,-29.1,0.718,1.56,19.9,0.255,0.673,0.469,16.981,17.5,0.53,0.574,1,0.2,105.3,103.0,85.83,103,0.363
22200100,True,MIL,14400,108.1,111.1,107.7,109.1,0.4,2.0,0.526,1.25,14.7,0.353,0.692,0.524,15.723,16.2,0.5,0.551,1,0.199,101.0,99.0,82.5,99,0.513
22200100,False,DET,14400,107.7,109.1,108.1,111.1,-0.4,-2.0,0.463,1.58,14.4,0.308,0.647,0.476,11.971,12.1,0.489,0.533,1,0.2,101.0,99.0,82.5,99,0.487
22200101,True,UTA,14400,116.7,117.5,96.8,100.0,19.9,17.5,0.619,1.63,18.5,0.24,0.641,0.465,15.432,15.5,0.579,0.613,1,0.197,106.08,104.0,86.67,103,0.615
22200101,False,MEM,14400,96.8,100.0,116.7,117.5,-19.9,-17.5,0.368,0.88,10.0,0.359,0.76,0.535,14.749,15.2,0.446,0.475,1,0.198,106.08,104.0,86.67,105,0.385
22200102,True,LAC,14400,94.5,96.0,87.6,93.0,6.9,3.0,0.622,1.64,17.5,0.231,0.719,0.486,13.933,14.1,0.477,0.503,1,0.199,103.3,99.5,82.92,99,0.54
22200102,False,HOU,14400,87.6,93.0,94.5,96.0,-6.9,-3.0,0.5,1.13,13.1,0.281,0.769,0.514,14.135,15.0,0.432,0.474,1,0.196,103.3,99.5,82.92,100,0.46
22200103,True,BKN,14400,102.7,104.2,111.1,112.5,-8.3,-8.3,0.75,1.5,21.2,0.175,0.706,0.473,18.68,18.9,0.568,0.601,1,0.201,96.8,95.5,79.58,95,0.471
22200103,False,CHI,14400,111.1,112.5,102.7,104.2,8.3,8.3,0.513,2.0,15.6,0.294,0.825,0.527,10.284,10.4,0.506,0.55,1,0.2,96.8,95.5,79.58,96,0.529
22200104,True,MIA,14400,112.8,118.4,107.4,112.4,5.4,6.0,0.8,2.13,22.3,0.292,0.708,0.5,14.591,15.3,0.545,0.599,1,0.197,102.14,97.5,81.25,98,0.54
22200104,False,GSW,14400,107.4,112.4,112.8,118.4,-5.4,-6.0,0.795,1.55,21.8,0.292,0.708,0.5,19.708,20.6,0.571,0.596,1,0.197,102.14,97.5,81.25,97,0.46
22200105,True,OKC,14400,102.8,108.4,99.3,100.0,3.6,8.4,0.622,1.65,18.8,0.245,0.688,0.455,15.071,15.9,0.526,0.559,1,0.194,110.8,107.5,89.58,107,0.524
22200105,False,ORL,14400,99.3,100.0,102.8,108.4,-3.6,-8.4,0.513,0.8,14.2,0.313,0.755,0.545,22.978,23.1,0.506,0.564,1,0.197,110.8,107.5,89.58,108,0.476
22200106,True,PHX,14400,113.0,117.2,101.4,108.1,11.6,9.1,0.756,2.82,22.0,0.265,0.635,0.455,10.713,11.1,0.556,0.588,1,0.197,104.12,99.0,82.5,99,0.574
22200106,False,MIN,14400,101.4,108.1,113.0,117.2,-11.6,-9.1,0.649,1.33,17.2,0.365,0.735,0.545,17.052,18.2,0.5,0.548,1,0.196,104.12,99.0,82.5,99,0.426
22200107,True,CLE,15900,101.3,103.6,101.9,102.7,-0.6,0.9,0.571,2.18,16.5,0.203,0.782,0.482,9.773,10.0,0.475,0.516,1,0.199,101.18,99.62,83.02,110,0.482
22200107,False,BOS,15900,101.9,102.7,101.3,103.6,0.6,-0.9,0.684,1.86,17.9,0.218,0.797,0.518,12.626,12.7,0.468,0.539,1,0.2,101.18,99.62,83.02,110,0.518
22200108,True,PHI,14400,117.1,118.1,130.0,128.7,-12.9,-10.6,0.641,3.13,19.9,0.188,0.8,0.446,8.439,8.5,0.577,0.598,1,0.198,93.94,94.0,78.33,94,0.392
22200108,False,WAS,14400,130.0,128.7,117.1,118.1,12.9,10.6,0.6,3.38,21.2,0.2,0.813,0.554,8.595,8.5,0.609,0.657,1,0.196,93.94,94.0,78.33,94,0.608
22200109,True,MIA,14400,113.7,113.4,106.8,111.5,6.9,1.9,0.614,2.45,20.3,0.217,0.809,0.516,11.373,11.3,0.556,0.581,1,0.199,98.44,96.5,80.42,97,0.516
22200109,False,SAC,14400,106.8,111.5,113.7,113.4,-6.9,-1.9,0.707,2.42,21.8,0.191,0.783,0.484,11.981,12.5,0.552,0.581,1,0.2,98.44,96.5,80.42,96,0.484
22200110,True,NYK,14400,95.4,98.0,105.6,110.9,-10.2,-12.9,0.622,1.35,16.6,0.296,0.636,0.483,16.378,16.8,0.467,0.501,1,0.199,104.92,101.0,84.17,101,0.445
22200110,False,ATL,14400,105.6,110.9,95.4,98.0,10.2,12.9,0.636,3.11,18.5,0.364,0.704,0.517,8.487,8.9,0.467,0.491,1,0.197,104.92,101.0,84.17,101,0.555
22200111,True,CHI,14400,101.0,105.0,85.4,85.4,15.6,19.5,0.737,1.4,19.5,0.294,0.733,0.532,19.062,19.8,0.511,0.553,1,0.198,103.98,102.0,85.0,101,0.573
22200111,False,CHA,14400,85.4,85.4,101.0,105.0,-15.6,-19.5,0.611,1.29,15.9,0.267,0.706,0.468,16.498,16.5,0.429,0.444,1,0.196,103.98,102.0,85.0,103,0.427
22200112,True,HOU,14400,100.8,102.0,110.8,111.2,-10.1,-9.2,0.459,0.89,12.8,0.345,0.778,0.54,18.955,19.2,0.483,0.519,1,0.196,99.3,98.5,82.08,99,0.431
22200112,False,LAC,14400,110.8,111.2,100.8,102.0,10.1,9.2,0.488,1.33,15.7,0.222,0.655,0.46,15.25,15.3,0.56,0.59,1,0.197,99.3,98.5,82.08,98,0.569
22200113,True,MIL,14400,112.0,112.6,87.0,87.5,25.0,25.1,0.558,1.5,16.8,0.308,0.87,0.571,15.45,15.5,0.522,0.566,1,0.199,104.08,103.5,86.25,103,0.659
22200113,False,DET,14400,87.0,87.5,112.0,112.6,-25.0,-25.1,0.545,0.86,14.4,0.13,0.692,0.429,20.076,20.2,0.487,0.532,1,0.201,104.08,103.5,86.25,104,0.341
22200114,True,SAS,14400,90.8,90.9,124.3,128.8,-33.5,-37.9,0.784,1.26,19.1,0.263,0.694,0.462,20.879,20.9,0.468,0.499,1,0.201,112.6,110.5,92.08,110,0.311
22200114,False,TOR,14400,124.3,128.8,90.8,90.9,33.5,37.9,0.544,2.82,20.0,0.306,0.737,0.538,9.562,9.9,0.604,0.633,1,0.198,112.6,110.5,92.08,111,0.689
22200115,True,DAL,14400,107.7,110.8,105.1,108.7,2.7,2.1,0.476,1.67,16.3,0.267,0.674,0.473,12.552,12.9,0.565,0.568,1,0.197,95.38,92.5,77.08,93,0.514
22200115,False,UTA,14400,105.1,108.7,107.7,110.8,-2.7,-2.1,0.718,1.65,20.7,0.326,0.733,0.527,17.865,18.5,0.524,0.555,1,0.196,95.38,92.5,77.08,92,0.486
22200116,True,POR,14400,101.5,106.0,111.1,108.8,-9.6,-2.8,0.75,1.35,18.3,0.321,0.745,0.515,19.15,20.0,0.478,0.528,1,0.196,102.16,101.0,84.17,100,0.439
22200116,False,MEM,14400,111.1,108.8,101.5,106.0,9.6,2.8,0.737,1.87,20.3,0.255,0.679,0.485,15.018,14.7,0.536,0.585,1,0.198,102.16,101.0,84.17,102,0.561
22200117,True,LAL,15900,104.2,103.4,102.4,101.7,1.8,1.7,0.667,1.67,19.2,0.236,0.793,0.522,15.636,15.5,0.51,0.555,1,0.2,103.86,104.6,87.17,116,0.51
22200117,False,NOP,15900,102.4,101.7,104.2,103.4,-1.8,-1.7,0.745,2.5,21.8,0.207,0.764,0.478,12.255,12.2,0.5,0.526,1,0.198,103.86,104.6,87.17,115,0.49
22200118,True,ORL,14400,122.4,126.2,118.8,122.9,3.6,3.4,0.476,1.05,14.6,0.349,0.706,0.543,17.884,18.4,0.622,0.662,1,0.2,107.42,104.0,86.67,103,0.532
22200118,False,GSW,14400,118.8,122.9,122.4,126.2,-3.6,-3.4,0.62,2.21,20.9,0.294,0.651,0.457,12.891,13.3,0.613,0.623,1,0.196,107.42,104.0,86.67,105,0.468
22200119,True,OKC,14400,108.5,106.8,118.4,119.6,-9.9,-12.8,0.422,1.9,14.6,0.22,0.775,0.467,9.866,9.7,0.516,0.543,1,0.199,102.2,102.5,85.42,103,0.424
22200119,False,DEN,14400,118.4,119.6,108.5,106.8,9.9,12.8,0.711,1.6,22.4,0.225,0.78,0.533,19.41,19.6,0.643,0.67,1,0.195,102.2,102.5,85.42,102,0.576
22200120,True,DET,14400,88.4,91.7,115.4,116.7,-27.1,-25.0,0.516,0.84,12.8,0.231,0.667,0.418,19.076,19.8,0.452,0.491,1,0.193,98.32,96.0,80.0,96,0.298
22200120,False,CLE,14400,115.4,116.7,88.4,91.7,27.1,25.0,0.682,1.58,21.9,0.333,0.769,0.582,19.58,19.8,0.611,0.636,1,0.196,98.32,96.0,80.0,96,0.702
22200121,True,IND,14400,97.0,100.0,95.7,96.1,1.3,3.9,0.757,1.47,20.4,0.174,0.76,0.479,18.248,18.8,0.538,0.56,1,0.2,103.78,102.0,85.0,101,0.546
22200121,False,MIA,14400,95.7,96.1,97.0,100.0,-1.3,-3.9,0.548,0.89,13.2,0.24,0.826,0.521,18.368,18.4,0.451,0.535,1,0.199,103.78,102.0,85.0,103,0.454
22200122,True,PHI,14400,95.2,101.0,102.0,101.0,-6.8,0.0,0.73,1.8,18.1,0.308,0.689,0.464,13.731,14.6,0.444,0.485,1,0.2,106.56,104.0,86.67,103,0.458
22200122,False,NYK,14400,102.0,101.0,95.2,101.0,6.8,0.0,0.649,1.09,17.4,0.311,0.692,0.536,21.178,21.0,0.519,0.577,1,0.198,106.56,104.0,86.67,105,0.542
22200123,True,WAS,14400,87.2,87.8,130.4,132.0,-43.2,-44.2,0.6,1.38,14.6,0.218,0.8,0.463,13.174,13.3,0.41,0.464,1,0.202,98.42,97.5,81.25,98,0.288
22200123,False,BKN,14400,130.4,132.0,87.2,87.8,43.2,44.2,0.64,3.56,23.3,0.2,0.782,0.537,9.169,9.3,0.633,0.666,1,0.194,98.42,97.5,81.25,97,0.712
22200124,True,BOS,14400,114.8,119.4,111.2,114.4,3.6,5.0,0.585,1.71,17.4,0.25,0.786,0.512,13.065,13.6,0.548,0.614,1,0.196,107.08,103.5,86.25,103,0.519
22200124,False,CHI,14400,111.2,114.4,114.8,119.4,-3.6,-5.0,0.488,1.24,15.9,0.214,0.75,0.488,15.888,16.3,0.584,0.633,1,0.198,107.08,103.5,86.25,104,0.481
22200125,True,MEM,14400,121.6,121.5,93.7,91.7,27.9,29.8,0.68,1.79,21.4,0.388,0.75,0.581,17.77,17.8,0.592,0.614,1,0.199,106.28,107.5,89.58,107,0.638
22200125,False,CHA,14400,93.7,91.7,121.6,121.5,-27.9,-29.8,0.667,1.22,15.8,0.25,0.612,0.419,17.039,16.7,0.43,0.497,1,0.202,106.28,107.5,89.58,108,0.362
22200126,True,SAS,14400,103.0,106.0,111.5,111.9,-8.5,-5.9,0.548,1.77,17.4,0.17,0.821,0.446,12.631,13.0,0.545,0.553,1,0.198,102.14,100.5,83.75,100,0.445
22200126,False,LAC,14400,111.5,111.9,103.0,106.0,8.5,5.9,0.619,1.63,19.9,0.179,0.83,0.554,15.785,15.8,0.619,0.639,1,0.201,102.14,100.5,83.75,101,0.555
22200127,True,DAL,14400,109.9,114.4,110.0,114.6,-0.1,-0.2,0.59,1.21,17.7,0.317,0.549,0.446,18.812,19.6,0.584,0.631,1,0.198,100.5,96.5,80.42,97,0.53
22200127,False,TOR,14400,110.0,114.6,109.9,114.4,0.1,0.2,0.513,1.05,14.5,0.451,0.683,0.554,19.0,19.8,0.506,0.556,1,0.198,100.5,96.5,80.42,96,0.47
22200128,True,NOP,14400,113.1,115.2,102.9,106.1,10.2,9.1,0.585,1.5,17.9,0.333,0.811,0.557,15.879,16.2,0.58,0.608,1,0.2,101.38,99.0,82.5,99,0.554
22200128,False,GSW,14400,102.9,106.1,113.1,115.2,-10.2,-9.1,0.657,1.0,18.0,0.189,0.667,0.443,22.549,23.2,0.577,0.64,1,0.196,101.38,99.0,82.5,99,0.446
22200129,True,MIN,14400,96.7,99.0,111.3,109.5,-14.6,-10.5,0.564,1.38,16.0,0.193,0.804,0.481,15.169,15.5,0.484,0.513,1,0.197,104.4,104.0,86.67,103,0.399
22200129,False,MIL,14400,111.3,109.5,96.7,99.0,14.6,10.5,0.707,2.23,20.8,0.196,0.807,0.519,12.582,12.4,0.582,0.591,1,0.201,104.4,104.0,86.67,105,0.601
22200130,True,PHX,14400,110.1,112.8,109.5,112.5,0.6,0.3,0.722,1.53,19.2,0.298,0.651,0.467,17.664,18.1,0.518,0.575,1,0.198,97.42,95.0,79.17,94,0.479
22200130,False,POR,14400,109.5,112.5,110.1,112.8,-0.6,-0.3,0.698,1.67,21.5,0.349,0.702,0.533,18.256,18.8,0.565,0.59,1,0.197,97.42,95.0,79.17,96,0.521
22200131,True,LAL,14400,119.2,120.8,129.5,134.0,-10.3,-13.2,0.55,2.0,17.1,0.267,0.635,0.464,11.303,11.5,0.548,0.608,1,0.199,98.86,96.5,80.42,96,0.457
22200131,False,UTA,14400,129.5,134.0,119.2,120.8,10.3,13.2,0.596,3.88,21.2,0.365,0.733,0.536,7.968,8.2,0.587,0.605,1,0.196,98.86,96.5,80.42,97,0.543
22200132,True,ORL,15900,110.0,111.8,112.1,113.5,-2.0,-1.7,0.54,1.5,18.5,0.214,0.843,0.559,16.1,16.4,0.565,0.61,1,0.197,101.54,100.08,83.4,110,0.538
22200132,False,SAC,15900,112.1,113.5,110.0,111.8,2.0,1.7,0.511,1.71,16.8,0.157,0.786,0.441,12.451,12.6,0.586,0.603,1,0.199,101.54,100.08,83.4,111,0.462
22200133,True,CHA,14400,95.8,100.0,102.4,105.4,-6.6,-5.4,0.688,1.47,16.5,0.345,0.745,0.538,15.287,16.0,0.453,0.489,1,0.198,96.9,93.5,77.92,94,0.445
22200133,False,BKN,14400,102.4,105.4,95.8,100.0,6.6,5.4,0.697,2.09,18.0,0.255,0.655,0.462,11.497,11.8,0.464,0.523,1,0.201,96.9,93.5,77.92,93,0.555
