gameid,home,team,SEC,estOFFRTG,OFFRTG,estDEFRTG,DEFRTG,estNETRTG,NETRTG,ASTpct,ASTtoTOV,ASTratio,ORBpct,DRBpct,REBpct,estteamTOVpct,TOVratio,effFGpct,TSpct,USGpct,estUSGpct,estpace,pace,paceper40,POS,pie
22200631,False,CLE,14400,117.1,116.7,110.0,110.8,7.1,5.9,0.636,2.55,19.8,0.286,0.829,0.533,10.823,10.8,0.534,0.58,1,0.201,102.2,102.0,85.0,102,0.57
22200632,True,DET,14400,103.2,102.8,107.2,108.4,-4.0,-5.6,0.465,1.54,15.0,0.157,0.75,0.444,12.2,12.1,0.517,0.547,1,0.199,107.38,107.0,89.17,107,0.45
22200632,False,NOP,14400,107.2,108.4,103.2,102.8,4.0,5.6,0.69,1.71,20.0,0.25,0.843,0.556,15.712,15.9,0.552,0.585,1,0.2,107.38,107.0,89.17,107,0.55
22200633,True,IND,14400,104.0,112.1,109.5,113.0,-5.5,-0.9,0.6,2.0,16.0,0.406,0.636,0.513,11.24,12.1,0.431,0.488,1,0.197,105.0,99.5,82.92,99,0.477
22200633,False,ATL,14400,109.5,113.0,104.0,112.1,5.5,0.9,0.634,1.86,18.2,0.364,0.594,0.487,13.561,14.0,0.521,0.547,1,0.198,105.0,99.5,82.92,100,0.523
22200634,True,WAS,14400,107.5,113.7,113.5,116.7,-6.0,-3.0,0.5,2.25,13.8,0.288,0.691,0.482,7.965,8.4,0.457,0.517,1,0.196,99.54,95.5,79.58,95,0.483
22200634,False,NYK,14400,113.5,116.7,107.5,113.7,6.0,3.0,0.366,2.14,11.8,0.309,0.712,0.518,7.097,7.3,0.489,0.53,1,0.195,99.54,95.5,79.58,96,0.517
22200635,True,SAS,14400,101.8,101.8,130.0,130.9,-28.1,-29.1,0.65,1.73,18.1,0.189,0.723,0.44,13.518,13.5,0.5,0.549,1,0.2,110.88,110.5,92.08,111,0.377
22200635,False,GSW,14400,130.0,130.9,101.8,101.8,28.1,29.1,0.6,2.54,21.2,0.277,0.811,0.56,11.733,11.8,0.634,0.656,1,0.197,110.88,110.5,92.08,110,0.623
22200636,True,CHI,14400,108.3,111.1,123.2,122.8,-14.9,-11.7,0.789,1.88,21.2,0.271,0.681,0.474,15.754,16.2,0.518,0.576,1,0.201,101.12,100.0,83.33,99,0.459
22200636,False,OKC,14400,123.2,122.8,108.3,111.1,14.9,11.7,0.468,2.0,16.3,0.319,0.729,0.526,10.926,10.9,0.571,0.61,1,0.197,101.12,100.0,83.33,101,0.541
22200637,True,MIN,14400,110.2,114.2,108.9,109.4,1.3,4.7,0.511,1.6,17.4,0.244,0.756,0.5,13.661,14.2,0.578,0.612,1,0.199,108.18,106.0,88.33,106,0.513
22200637,False,PHX,14400,108.9,109.4,110.2,114.2,-1.3,-4.7,0.683,1.47,19.5,0.244,0.756,0.5,17.83,17.9,0.558,0.601,1,0.199,108.18,106.0,88.33,106,0.487
22200638,True,UTA,14400,104.1,106.7,100.9,101.9,3.2,4.8,0.417,0.63,10.7,0.38,0.763,0.587,22.305,22.9,0.5,0.557,1,0.197,107.32,105.5,87.92,105,0.535
22200638,False,ORL,14400,100.9,101.9,104.1,106.7,-3.2,-4.8,0.548,1.53,16.3,0.237,0.62,0.413,14.013,14.2,0.51,0.524,1,0.2,107.32,105.5,87.92,106,0.465
22200639,True,LAC,14400,109.4,108.4,122.3,123.7,-13.0,-15.2,0.488,1.67,16.0,0.298,0.756,0.522,12.744,12.6,0.529,0.553,1,0.2,94.08,94.0,78.33,95,0.432
22200639,False,DEN,14400,122.3,123.7,109.4,108.4,13.0,15.2,0.585,2.18,18.8,0.244,0.702,0.478,11.702,11.8,0.585,0.618,1,0.198,94.08,94.0,78.33,93,0.568
22200640,True,SAC,14400,140.7,140.4,108.6,115.2,32.2,25.3,0.723,2.43,23.2,0.4,0.655,0.547,14.176,14.1,0.663,0.704,1,0.2,101.88,99.0,82.5,99,0.649
22200640,False,HOU,14400,108.6,115.2,140.7,140.4,-32.2,-25.3,0.535,1.53,16.4,0.345,0.6,0.453,14.286,15.2,0.538,0.559,1,0.198,101.88,99.0,82.5,99,0.351
22200641,True,MIA,14400,123.0,122.0,102.9,104.4,20.0,17.6,0.378,1.55,14.1,0.326,0.784,0.574,12.184,12.1,0.58,0.601,1,0.199,91.28,91.0,75.83,91,0.586
22200641,False,MIL,14400,102.9,104.4,123.0,122.0,-20.0,-17.6,0.765,2.6,20.8,0.216,0.674,0.426,10.837,11.0,0.518,0.532,1,0.201,91.28,91.0,75.83,91,0.414
22200642,True,CHA,14400,108.9,110.4,126.6,127.1,-17.7,-16.7,0.512,1.91,16.4,0.234,0.717,0.49,11.298,11.5,0.511,0.55,1,0.196,96.88,96.0,80.0,96,0.433
22200642,False,BOS,14400,126.6,127.1,108.9,110.4,17.7,16.7,0.745,5.0,24.1,0.283,0.766,0.51,7.261,7.3,0.571,0.59,1,0.197,96.88,96.0,80.0,96,0.567
22200643,True,IND,14400,93.9,100.0,120.0,116.1,-26.1,-16.1,0.684,1.3,16.1,0.369,0.81,0.542,16.762,17.9,0.422,0.486,1,0.195,113.82,112.0,93.33,112,0.37
22200643,False,MEM,14400,120.0,116.1,93.9,100.0,26.1,16.1,0.667,2.0,21.7,0.19,0.631,0.458,14.771,14.3,0.621,0.654,1,0.201,113.82,112.0,93.33,112,0.63
22200644,True,TOR,14400,99.8,104.0,115.2,116.3,-15.4,-12.3,0.528,1.36,14.3,0.34,0.833,0.558,13.566,14.1,0.454,0.514,1,0.196,101.06,98.5,82.08,99,0.438
22200644,False,ATL,14400,115.2,116.3,99.8,104.0,15.4,12.3,0.442,1.58,15.5,0.167,0.66,0.442,12.131,12.2,0.577,0.62,1,0.196,101.06,98.5,82.08,98,0.562
22200645,True,MIN,14400,112.7,113.4,106.1,106.3,6.6,7.2,0.489,1.47,17.8,0.158,0.775,0.474,15.369,15.5,0.619,0.635,1,0.193,96.86,96.5,80.42,97,0.52
22200645,False,CLE,14400,106.1,106.3,112.7,113.4,-6.6,-7.2,0.649,1.33,18.7,0.225,0.842,0.526,18.727,18.8,0.539,0.592,1,0.2,96.86,96.5,80.42,96,0.48
22200646,True,UTA,14400,114.6,117.0,118.7,119.2,-4.1,-2.2,0.465,1.67,15.1,0.333,0.784,0.566,11.751,12.0,0.544,0.584,1,0.196,100.78,99.5,82.92,100,0.498
22200646,False,PHI,14400,118.7,119.2,114.6,117.0,4.1,2.2,0.575,2.88,17.5,0.216,0.667,0.434,8.045,8.1,0.545,0.587,1,0.199,100.78,99.5,82.92,99,0.502
22200647,True,POR,14400,136.4,138.8,119.8,121.4,16.7,17.3,0.694,2.83,23.7,0.325,0.909,0.631,12.039,12.2,0.653,0.696,1,0.193,99.52,98.0,81.67,98,0.597
22200647,False,DAL,14400,119.8,121.4,136.4,138.8,-16.7,-17.3,0.651,2.55,21.6,0.091,0.675,0.369,11.071,11.2,0.659,0.658,1,0.197,99.52,98.0,81.67,98,0.403
22200648,True,DET,14400,112.3,111.8,127.7,127.2,-15.4,-15.3,0.622,1.92,18.5,0.229,0.627,0.434,12.959,12.9,0.554,0.58,1,0.197,92.12,92.5,77.08,93,0.434
22200648,False,NYK,14400,127.7,127.2,112.3,111.8,15.4,15.3,0.425,2.13,13.4,0.373,0.771,0.566,8.73,8.7,0.523,0.576,1,0.197,92.12,92.5,77.08,92,0.566
22200649,True,LAC,14400,117.2,118.6,96.0,98.0,21.2,20.6,0.457,1.24,15.5,0.289,0.74,0.526,16.466,16.7,0.602,0.622,1,0.196,103.68,102.0,85.0,102,0.597
22200649,False,HOU,14400,96.0,98.0,117.2,118.6,-21.2,-20.6,0.579,1.1,16.2,0.26,0.711,0.474,19.209,19.6,0.494,0.531,1,0.198,103.68,102.0,85.0,102,0.403
22200650,True,CHI,14400,121.6,123.4,108.6,110.3,13.0,13.1,0.604,2.9,20.1,0.213,0.783,0.495,9.211,9.3,0.584,0.625,1,0.199,108.62,107.0,89.17,107,0.557
22200650,False,GSW,14400,108.6,110.3,121.6,123.4,-13.0,-13.1,0.854,1.52,23.2,0.217,0.787,0.505,21.163,21.5,0.62,0.637,1,0.201,108.62,107.0,89.17,107,0.443
22200651,True,BKN,14400,100.6,103.0,112.6,112.0,-12.0,-9.0,0.615,1.5,17.2,0.298,0.731,0.505,15.785,16.2,0.495,0.513,1,0.199,100.4,99.5,82.92,99,0.432
22200651,False,OKC,14400,112.6,112.0,100.6,103.0,12.0,9.0,0.525,2.33,16.0,0.269,0.702,0.495,9.051,9.0,0.511,0.552,1,0.199,100.4,99.5,82.92,100,0.568
22200652,True,SAS,14400,118.1,124.0,133.3,136.1,-15.3,-12.1,0.563,2.7,19.5,0.32,0.767,0.527,9.921,10.4,0.57,0.584,1,0.199,99.9,96.5,80.42,96,0.442
22200652,False,SAC,14400,133.3,136.1,118.1,124.0,15.3,12.1,0.49,4.0,18.5,0.233,0.68,0.473,6.061,6.2,0.629,0.66,1,0.194,99.9,96.5,80.42,97,0.558
22200653,True,DEN,14400,117.4,119.0,113.8,116.0,3.6,3.0,0.667,2.0,22.0,0.333,0.689,0.511,15.785,16.0,0.612,0.611,1,0.198,101.66,100.0,83.33,100,0.52
22200653,False,ORL,14400,113.8,116.0,117.4,119.0,-3.6,-3.0,0.585,1.85,17.7,0.311,0.667,0.489,12.75,13.0,0.53,0.586,1,0.2,101.66,100.0,83.33,100,0.48
22200654,True,POR,14400,135.3,142.9,123.6,125.5,11.7,17.3,0.651,3.5,20.1,0.302,0.7,0.516,7.731,8.2,0.606,0.676,1,0.196,101.5,98.0,81.67,98,0.563
22200654,False,DAL,14400,123.6,125.5,135.3,142.9,-11.7,-17.3,0.756,3.44,21.6,0.3,0.698,0.484,9.043,9.2,0.539,0.594,1,0.197,101.5,98.0,81.67,98,0.437
22200655,True,LAL,14400,112.3,116.7,114.9,116.5,-2.6,0.2,0.583,2.55,21.3,0.146,0.795,0.482,11.031,11.5,0.586,0.604,1,0.193,99.04,96.5,80.42,96,0.498
22200655,False,PHI,14400,114.9,116.5,112.3,116.7,2.6,-0.2,0.674,2.9,21.9,0.205,0.854,0.518,10.167,10.3,0.576,0.605,1,0.197,99.04,96.5,80.42,97,0.502
22200656,True,CHA,14400,123.9,125.5,135.4,136.8,-11.5,-11.3,0.634,5.2,19.4,0.294,0.614,0.442,5.252,5.3,0.528,0.572,1,0.2,95.6,94.5,78.75,94,0.448
22200656,False,BOS,14400,135.4,136.8,123.9,125.5,11.5,11.3,0.791,2.83,23.6,0.386,0.706,0.558,12.5,12.6,0.609,0.663,1,0.196,95.6,94.5,78.75,95,0.552
22200657,True,MIL,14400,128.7,130.7,116.0,116.7,12.7,14.0,0.667,2.29,22.3,0.267,0.881,0.563,13.645,13.9,0.654,0.676,1,0.199,102.6,101.5,84.58,101,0.54
22200657,False,IND,14400,116.0,116.7,128.7,130.7,-12.7,-14.0,0.674,1.81,21.4,0.119,0.733,0.437,15.595,15.7,0.625,0.657,1,0.197,102.6,101.5,84.58,102,0.46
22200658,True,CLE,14400,117.1,117.7,104.4,106.2,12.7,11.5,0.564,1.47,16.7,0.341,0.825,0.571,15.541,15.6,0.544,0.598,1,0.201,97.6,96.5,80.42,96,0.538
22200658,False,NOP,14400,104.4,106.2,117.1,117.7,-12.7,-11.5,0.684,1.53,20.4,0.175,0.659,0.429,17.227,17.5,0.573,0.608,1,0.199,97.6,96.5,80.42,97,0.462
22200659,True,NYK,15900,113.7,119.8,116.0,121.8,-2.3,-2.0,0.405,1.42,11.9,0.443,0.629,0.537,11.278,11.9,0.47,0.529,1,0.198,96.2,91.47,76.23,101,0.448
22200659,False,TOR,15900,116.0,121.8,113.7,119.8,2.3,2.0,0.711,4.5,18.4,0.371,0.557,0.463,5.658,5.9,0.464,0.539,1,0.202,96.2,91.47,76.23,101,0.552
22200660,True,WAS,14400,113.3,114.6,123.0,123.3,-9.7,-8.7,0.738,2.21,22.0,0.205,0.783,0.5,13.446,13.6,0.57,0.614,1,0.2,103.68,103.0,85.83,103,0.476
22200660,False,GSW,14400,123.0,123.3,113.3,114.6,9.7,8.7,0.622,2.33,20.0,0.217,0.795,0.5,11.623,11.7,0.593,0.633,1,0.198,103.68,103.0,85.83,103,0.524
22200661,True,ATL,14400,121.4,122.2,111.0,114.1,10.4,8.1,0.6,1.69,21.0,0.114,0.652,0.42,16.051,16.2,0.678,0.706,1,0.199,100.74,99.0,82.5,99,0.53
22200661,False,MIA,14400,111.0,114.1,121.4,122.2,-10.4,-8.1,0.698,1.88,20.9,0.348,0.886,0.58,15.717,16.2,0.528,0.578,1,0.195,100.74,99.0,82.5,99,0.47
22200662,True,MIN,14400,126.4,127.6,125.6,129.9,0.8,-2.3,0.609,4.67,19.6,0.351,0.595,0.455,6.066,6.1,0.545,0.574,1,0.198,99.62,97.5,81.25,98,0.482
22200662,False,UTA,14400,125.6,129.9,126.4,127.6,-0.8,2.3,0.556,1.39,17.9,0.405,0.649,0.545,17.943,18.6,0.613,0.654,1,0.198,99.62,97.5,81.25,97,0.518
22200663,True,MEM,14400,129.8,134.7,102.6,103.9,27.2,30.7,0.558,2.64,19.8,0.327,0.765,0.55,10.496,10.9,0.612,0.637,1,0.195,104.08,101.5,84.58,101,0.611
22200663,False,PHX,14400,102.6,103.9,129.8,134.7,-27.2,-30.7,0.846,2.2,22.7,0.235,0.673,0.45,14.512,14.7,0.494,0.544,1,0.198,104.08,101.5,84.58,102,0.389
22200664,True,LAL,14400,140.8,141.4,126.1,133.3,14.7,8.1,0.469,11.5,17.5,0.25,0.582,0.434,2.012,2.0,0.604,0.658,1,0.199,102.02,99.0,82.5,99,0.551
22200664,False,HOU,14400,126.1,133.3,140.8,141.4,-14.7,-8.1,0.571,3.5,18.7,0.418,0.75,0.566,7.645,8.1,0.545,0.581,1,0.197,102.02,99.0,82.5,99,0.449
22200665,True,MIL,14400,128.4,130.0,119.7,123.2,8.7,6.8,0.522,2.0,18.3,0.244,0.617,0.465,11.853,12.0,0.645,0.682,1,0.198,101.56,99.5,82.92,100,0.552
22200665,False,TOR,14400,119.7,123.2,128.4,130.0,-8.7,-6.8,0.435,2.22,14.1,0.383,0.756,0.535,8.834,9.1,0.52,0.54,1,0.199,101.56,99.5,82.92,99,0.448
22200666,True,SAS,14400,94.4,97.2,89.4,90.7,4.9,6.5,0.622,1.44,15.5,0.344,0.788,0.549,14.245,14.7,0.418,0.485,1,0.198,110.94,108.5,90.42,109,0.538
22200666,False,BKN,14400,89.4,90.7,94.4,97.2,-4.9,-6.5,0.595,1.05,15.5,0.212,0.656,0.451,19.168,19.4,0.438,0.497,1,0.197,110.94,108.5,90.42,108,0.462
22200667,True,DEN,14400,120.4,125.8,110.8,115.3,9.6,10.5,0.727,2.67,22.2,0.34,0.778,0.554,11.844,12.4,0.563,0.608,1,0.196,101.66,97.5,81.25,97,0.586
22200667,False,POR,14400,110.8,115.3,120.4,125.8,-9.6,-10.5,0.553,1.62,16.4,0.222,0.66,0.446,12.745,13.3,0.536,0.601,1,0.196,101.66,97.5,81.25,98,0.414
22200668,True,LAC,14400,108.1,115.8,126.4,126.3,-18.3,-10.5,0.488,1.05,15.4,0.372,0.722,0.532,18.664,20.0,0.573,0.606,1,0.199,98.38,95.0,79.17,95,0.402
22200668,False,PHI,14400,126.4,126.3,108.1,115.8,18.3,10.5,0.641,1.67,19.5,0.278,0.628,0.468,15.796,15.8,0.623,0.682,1,0.198,98.38,95.0,79.17,95,0.598
22200669,True,NYK,14400,108.4,111.7,116.7,123.4,-8.4,-11.7,0.35,1.56,10.7,0.349,0.545,0.441,9.29,9.6,0.453,0.487,1,0.195,98.12,94.0,78.33,94,0.42
22200669,False,WAS,14400,116.7,123.4,108.4,111.7,8.4,11.7,0.667,2.0,19.3,0.455,0.651,0.559,14.09,14.9,0.526,0.561,1,0.198,98.12,94.0,78.33,94,0.58
22200670,True,DAL,14400,121.3,124.5,130.3,132.7,-8.9,-8.2,0.591,1.63,19.0,0.326,0.676,0.488,15.911,16.3,0.619,0.645,1,0.199,100.18,98.0,81.67,98,0.442
22200670,False,ATL,14400,130.3,132.7,121.3,124.5,8.9,8.2,0.571,2.33,20.8,0.324,0.674,0.513,12.024,12.2,0.645,0.686,1,0.202,100.18,98.0,81.67,98,0.558
22200671,True,HOU,14400,108.5,111.4,115.1,116.2,-6.6,-4.8,0.457,1.05,14.9,0.348,0.75,0.561,18.553,19.0,0.56,0.586,1,0.199,106.9,105.0,87.5,105,0.452
22200671,False,CHA,14400,115.1,116.2,108.5,111.4,6.6,4.8,0.563,2.7,18.8,0.25,0.652,0.439,9.434,9.5,0.547,0.57,1,0.197,106.9,105.0,87.5,105,0.548
22200672,True,MEM,14400,115.4,118.6,114.9,118.8,0.5,-0.2,0.5,2.75,16.1,0.368,0.667,0.5,8.026,8.2,0.51,0.539,1,0.201,99.46,96.5,80.42,97,0.476
22200672,False,CLE,14400,114.9,118.8,115.4,118.6,-0.5,0.2,0.69,1.53,20.8,0.333,0.632,0.5,19.146,19.8,0.61,0.625,1,0.194,99.46,96.5,80.42,96,0.524
22200673,True,NOP,14400,101.1,104.3,121.5,129.2,-20.4,-24.9,0.73,1.5,20.3,0.25,0.652,0.447,18.572,19.1,0.544,0.557,1,0.198,99.48,95.0,79.17,94,0.372
22200673,False,MIA,14400,121.5,129.2,101.1,104.3,20.4,24.9,0.74,3.36,24.8,0.348,0.75,0.553,10.78,11.5,0.596,0.614,1,0.193,99.48,95.0,79.17,96,0.628
22200674,True,OKC,14400,116.4,120.0,97.6,99.1,18.8,20.9,0.872,2.16,25.3,0.327,0.534,0.439,17.554,18.1,0.591,0.616,1,0.196,108.4,106.0,88.33,105,0.621
22200674,False,IND,14400,97.6,99.1,116.4,120.0,-18.8,-20.9,0.59,0.96,15.2,0.466,0.673,0.561,22.108,22.4,0.479,0.507,1,0.201,108.4,106.0,88.33,107,0.379
22200675,True,UTA,14400,131.7,132.6,104.8,109.6,26.8,23.1,0.578,3.25,19.9,0.239,0.632,0.456,8.361,8.4,0.626,0.652,1,0.197,96.96,94.5,78.75,95,0.619
22200675,False,LAC,14400,104.8,109.6,131.7,132.6,-26.8,-23.1,0.622,1.77,16.8,0.368,0.761,0.544,13.233,13.8,0.484,0.509,1,0.2,96.96,94.5,78.75,94,0.381
22200676,True,DEN,14400,113.9,120.8,117.6,118.0,-3.7,2.8,0.6,1.69,19.0,0.386,0.674,0.529,14.942,15.8,0.576,0.616,1,0.196,103.7,100.5,83.75,101,0.532
22200676,False,MIN,14400,117.6,118.0,113.9,120.8,3.7,-2.8,0.619,1.37,18.8,0.326,0.614,0.471,18.939,19.0,0.593,0.632,1,0.198,103.7,100.5,83.75,100,0.468
22200677,True,LAL,14400,113.4,115.6,121.0,122.1,-7.6,-6.5,0.605,3.71,20.0,0.245,0.681,0.458,7.149,7.3,0.545,0.573,1,0.198,96.9,95.5,79.58,96,0.486
22200677,False,SAC,14400,121.0,122.1,113.4,115.6,7.6,6.5,0.535,2.09,17.3,0.319,0.755,0.542,11.473,11.6,0.546,0.587,1,0.197,96.9,95.5,79.58,95,0.514
22200678,True,DET,14400,99.2,101.9,120.9,118.9,-21.7,-17.0,0.641,1.47,16.6,0.383,0.75,0.538,15.614,16.0,0.443,0.496,1,0.199,106.56,106.0,88.33,106,0.398
22200678,False,CHI,14400,120.9,118.9,99.2,101.9,21.7,17.0,0.46,1.64,16.6,0.25,0.617,0.462,13.431,13.2,0.582,0.622,1,0.2,106.56,106.0,88.33,106,0.602
22200679,True,BOS,15900,100.7,104.3,99.9,100.9,0.8,3.5,0.488,1.24,13.2,0.358,0.803,0.57,14.143,14.7,0.458,0.499,1,0.201,107.92,105.51,87.92,116,0.505
22200679,False,GSW,15900,99.9,100.9,100.7,104.3,-0.8,-3.5,0.7,1.75,18.2,0.197,0.642,0.43,13.546,13.7,0.49,0.536,1,0.2,107.92,105.51,87.92,117,0.495
22200680,True,MIN,14400,120.6,123.1,117.9,123.5,2.7,-0.5,0.689,2.07,21.4,0.311,0.705,0.506,14.135,14.4,0.601,0.646,1,0.2,106.5,103.0,85.83,104,0.524
22200680,False,TOR,14400,117.9,123.5,120.6,123.1,-2.7,0.5,0.565,1.63,18.5,0.295,0.689,0.494,14.97,15.7,0.609,0.637,1,0.2,106.5,103.0,85.83,102,0.476
22200681,True,PHX,14400,109.3,113.6,107.7,109.8,1.6,3.8,0.769,1.88,20.1,0.333,0.886,0.589,14.948,15.5,0.524,0.568,1,0.197,105.52,102.5,85.42,103,0.523
22200681,False,BKN,14400,107.7,109.8,109.3,113.6,-1.6,-3.8,0.628,2.08,20.3,0.114,0.667,0.411,12.5,12.7,0.591,0.602,1,0.198,105.52,102.5,85.42,102,0.477
22200682,True,POR,14400,94.3,97.9,105.7,108.2,-11.4,-10.3,0.594,1.19,14.3,0.333,0.762,0.515,15.879,16.5,0.429,0.486,1,0.199,100.06,97.0,80.83,97,0.399
22200682,False,PHI,14400,105.7,108.2,94.3,97.9,11.4,10.3,0.585,1.6,18.7,0.238,0.667,0.485,15.097,15.5,0.556,0.588,1,0.195,100.06,97.0,80.83,97,0.601
22200683,True,ORL,14400,123.0,124.2,108.3,110.0,14.7,14.2,0.718,1.87,21.1,0.179,0.722,0.495,15.006,15.2,0.62,0.684,1,0.198,100.76,99.5,82.92,99,0.56
22200683,False,NOP,14400,108.3,110.0,123.0,124.2,-14.7,-14.2,0.707,2.64,20.5,0.278,0.821,0.505,10.831,11.0,0.505,0.542,1,0.197,100.76,99.5,82.92,100,0.44
22200684,True,ATL,14400,138.9,147.9,132.6,130.5,6.3,17.3,0.482,3.86,19.1,0.422,0.73,0.561,6.997,7.4,0.625,0.649,1,0.195,96.76,94.5,78.75,94,0.529
22200684,False,NYK,14400,132.6,130.5,138.9,147.9,-6.3,-17.3,0.551,2.25,20.9,0.27,0.578,0.439,12.837,12.6,0.669,0.685,1,0.197,96.76,94.5,78.75,95,0.471
22200685,True,CLE,14400,117.1,117.5,122.0,123.7,-4.9,-6.2,0.571,1.6,18.3,0.256,0.622,0.443,15.407,15.5,0.583,0.617,1,0.199,97.86,97.0,80.83,97,0.493
22200685,False,GSW,14400,122.0,123.7,117.1,117.5,4.9,6.2,0.595,1.39,18.2,0.378,0.744,0.557,18.3,18.6,0.622,0.636,1,0.198,97.86,97.0,80.83,97,0.507
22200686,True,DAL,14400,124.6,126.4,98.0,97.8,26.6,28.5,0.568,2.1,17.0,0.244,0.769,0.488,10.832,11.0,0.575,0.623,1,0.197,92.1,91.5,76.25,91,0.599
22200686,False,MIA,14400,98.0,97.8,124.6,126.4,-26.6,-28.5,0.455,0.94,13.4,0.231,0.756,0.512,17.414,17.4,0.507,0.556,1,0.2,92.1,91.5,76.25,92,0.401
22200687,True,SAS,14400,139.8,140.0,149.2,147.2,-9.5,-7.2,0.667,4.86,25.0,0.385,0.667,0.514,7.764,7.8,0.652,0.662,1,0.198,88.98,89.5,74.58,90,0.485
22200687,False,LAC,14400,149.2,147.2,139.8,140.0,9.5,7.2,0.608,3.44,23.9,0.333,0.615,0.486,10.251,10.1,0.722,0.729,1,0.202,88.98,89.5,74.58,89,0.515
22200688,True,DEN,14400,133.4,134.0,105.4,108.8,28.0,25.2,0.745,2.11,25.3,0.324,0.569,0.466,17.921,18.0,0.699,0.709,1,0.196,102.86,101.0,84.17,100,0.633
22200688,False,IND,14400,105.4,108.8,133.4,134.0,-28.0,-25.2,0.622,1.1,15.9,0.431,0.676,0.534,19.947,20.6,0.488,0.553,1,0.198,102.86,101.0,84.17,102,0.367
22200689,True,UTA,14400,110.3,111.6,124.7,123.2,-14.5,-11.6,0.649,2.18,18.0,0.309,0.814,0.531,11.444,11.6,0.511,0.54,1,0.2,94.96,95.0,79.17,95,0.428
22200689,False,BKN,14400,124.7,123.2,110.3,111.6,14.5,11.6,0.605,2.36,20.7,0.186,0.691,0.469,11.727,11.6,0.65,0.659,1,0.198,94.96,95.0,79.17,95,0.572
22200690,True,LAL,14400,109.9,115.1,110.4,114.2,-0.5,0.9,0.632,2.4,16.5,0.3,0.559,0.438,9.006,9.4,0.478,0.549,1,0.2,110.32,106.0,88.33,106,0.532
22200690,False,MEM,14400,110.4,114.2,109.9,115.1,0.5,-0.9,0.558,1.71,15.2,0.441,0.7,0.563,12.774,13.2,0.466,0.506,1,0.201,110.32,106.0,88.33,106,0.468
22200691,True,SAC,14400,116.5,119.2,114.3,115.3,2.1,3.9,0.61,1.67,17.9,0.375,0.824,0.606,14.805,15.2,0.54,0.594,1,0.201,100.08,98.5,82.08,99,0.55
22200691,False,OKC,14400,114.3,115.3,116.5,119.2,-2.1,-3.9,0.467,2.33,16.4,0.176,0.625,0.394,9.106,9.2,0.57,0.577,1,0.198,100.08,98.5,82.08,98,0.45
22200692,True,TOR,14400,107.1,105.1,110.9,110.4,-3.8,-5.4,0.522,1.71,18.9,0.195,0.75,0.494,14.421,14.1,0.576,0.584,1,0.198,96.34,97.5,81.25,99,0.522
22200692,False,BOS,14400,110.9,110.4,107.1,105.1,3.8,5.4,0.658,1.67,19.0,0.25,0.805,0.506,15.69,15.6,0.541,0.579,1,0.201,96.34,97.5,81.25,96,0.478
22200693,True,WAS,14400,131.4,135.3,115.1,115.7,16.4,19.6,0.667,4.25,23.0,0.292,0.76,0.531,7.619,7.8,0.632,0.651,1,0.2,103.78,102.0,85.0,102,0.581
22200693,False,ORL,14400,115.1,115.7,131.4,135.3,-16.4,-19.6,0.571,2.18,17.7,0.24,0.708,0.469,10.725,10.8,0.544,0.587,1,0.199,103.78,102.0,85.0,102,0.419
22200694,True,ATL,14400,113.7,114.6,116.5,117.3,-2.9,-2.7,0.533,1.33,17.9,0.171,0.795,0.494,17.341,17.5,0.608,0.643,1,0.195,104.24,103.5,86.25,103,0.476
22200694,False,CHA,14400,116.5,117.3,113.7,114.6,2.9,2.7,0.622,2.33,20.2,0.205,0.829,0.506,11.464,11.5,0.579,0.618,1,0.199,104.24,103.5,86.25,104,0.524
22200695,True,CLE,14400,122.0,121.3,102.2,108.5,19.8,12.8,0.688,3.67,24.4,0.268,0.702,0.5,9.628,9.6,0.599,0.61,1,0.201,96.66,94.0,78.33,94,0.605
22200695,False,MIL,14400,102.2,108.5,122.0,121.3,-19.8,-12.8,0.615,1.5,18.3,0.298,0.732,0.5,16.026,17.0,0.535,0.561,1,0.195,96.66,94.0,78.33,94,0.395
22200696,True,MIN,14400,110.2,111.9,102.4,102.0,7.7,9.9,0.526,1.67,15.9,0.106,0.64,0.381,11.7,11.9,0.56,0.604,1,0.197,102.04,101.5,84.58,101,0.513
22200696,False,HOU,14400,102.4,102.0,110.2,111.9,-7.7,-9.9,0.632,1.04,17.1,0.36,0.894,0.619,22.656,22.5,0.538,0.556,1,0.197,102.04,101.5,84.58,102,0.487
22200697,True,PHX,14400,104.3,106.7,96.0,100.9,8.3,5.7,0.711,1.8,18.2,0.322,0.694,0.512,13.966,14.3,0.484,0.526,1,0.201,109.42,105.5,87.92,105,0.572
22200697,False,IND,14400,96.0,100.9,104.3,106.7,-8.3,-5.7,0.611,1.47,15.2,0.306,0.678,0.488,13.46,14.2,0.443,0.498,1,0.198,109.42,105.5,87.92,106,0.428
22200698,True,SAC,14400,124.8,129.6,126.3,130.3,-1.5,-0.7,0.609,3.11,20.9,0.195,0.578,0.395,8.844,9.2,0.625,0.656,1,0.197,101.94,98.5,82.08,98,0.513
22200698,False,PHI,14400,126.3,130.3,124.8,129.6,1.5,0.7,0.551,1.8,18.6,0.422,0.805,0.605,14.689,15.2,0.591,0.625,1,0.196,101.94,98.5,82.08,99,0.487
