gameid,home,team,SEC,PTSoffTOV,2ndPTS,FBPTS,PIP,oppPTSoffTOV,opp2ndPTS,oppFBPTS,oppPIP,BLK,BLKA,PF,foulsdrawn
22200368,True,MEM,14400,21,12,18,62,23,18,9,38,9,3,19,16
22200368,False,OKC,14400,23,18,9,38,21,12,18,62,3,9,16,19
22200369,True,MIL,14400,8,25,11,56,4,11,7,48,2,4,15,17
22200369,False,SAC,14400,4,11,7,48,8,25,11,56,4,2,17,15
22200370,True,MIN,14400,16,13,15,64,18,9,24,36,2,4,21,17
22200370,False,IND,14400,18,9,24,36,16,13,15,64,4,2,17,21
22200371,True,NOP,14400,17,16,9,62,14,14,6,28,9,1,21,23
22200371,False,DET,14400,14,14,6,28,17,16,9,62,1,9,23,21
22200372,True,UTA,14400,11,14,4,60,20,14,8,50,7,5,17,18
22200372,False,GSW,14400,20,14,8,50,11,14,4,60,5,7,18,17
22200373,True,PHX,14400,17,16,4,44,20,21,10,54,4,3,17,20
22200373,False,BOS,14400,20,21,10,54,17,16,4,44,3,4,20,17
22200374,True,MIA,14400,22,10,14,58,6,6,6,32,1,3,20,16
22200374,False,LAC,14400,6,6,6,32,22,10,14,58,3,1,16,20
22200375,True,SAS,14400,11,12,21,60,17,16,4,62,7,4,19,19
22200375,False,HOU,14400,17,16,4,62,11,12,21,60,4,7,19,19
22200376,True,POR,14400,21,9,15,46,12,22,6,64,3,5,20,16
22200376,False,DEN,14400,12,22,6,64,21,9,15,46,5,3,16,20
22200377,True,CHA,14400,15,12,18,54,22,28,13,54,6,7,26,21
22200377,False,NYK,14400,22,28,13,54,15,12,18,54,7,6,21,26
22200378,True,IND,14400,18,14,11,40,17,15,16,52,2,3,21,19
22200378,False,WAS,14400,17,15,16,52,18,14,11,40,3,2,19,21
22200379,True,ORL,14400,8,7,11,50,20,11,26,40,4,5,27,17
22200379,False,TOR,14400,20,11,26,40,8,7,11,50,5,4,17,27
22200380,True,BKN,14400,19,15,19,48,29,12,21,62,5,4,18,18
22200380,False,ATL,14400,29,12,21,62,19,15,19,48,4,5,18,18
22200381,True,CLE,14400,17,13,7,44,24,9,16,32,4,5,23,22
22200381,False,SAC,14400,24,9,16,32,17,13,7,44,5,4,22,23
22200382,True,PHI,15900,23,8,16,46,31,11,32,54,2,4,30,23
22200382,False,LAL,15900,31,11,32,54,23,8,16,46,4,2,23,30
22200383,True,MEM,14400,25,19,13,68,12,19,9,40,8,7,19,29
22200383,False,DET,14400,12,19,9,40,25,19,13,68,7,8,29,19
22200384,True,NOP,14400,23,23,18,72,10,9,14,38,1,3,15,25
22200384,False,PHX,14400,10,9,14,38,23,23,18,72,3,1,25,15
22200385,True,UTA,14400,23,9,7,42,17,3,11,54,0,3,20,21
22200385,False,MIN,14400,17,3,11,54,23,9,7,42,3,0,21,20
22200386,True,DAL,14400,14,16,13,48,9,14,14,44,6,4,21,21
22200386,False,MIL,14400,9,14,14,44,14,16,13,48,4,6,21,21
22200387,True,MIA,14400,12,7,17,50,17,17,11,54,3,4,22,21
22200387,False,SAS,14400,17,17,11,54,12,7,17,50,4,3,21,22
22200388,True,IND,14400,26,12,17,42,26,37,25,72,3,3,27,24
22200388,False,BKN,14400,26,37,25,72,26,12,17,42,3,3,24,27
22200389,True,WAS,14400,14,7,20,32,20,9,18,32,3,7,15,16
22200389,False,LAC,14400,20,9,18,32,14,7,20,32,7,3,16,15
22200390,True,CLE,14400,17,9,8,54,18,4,14,54,4,6,14,26
22200390,False,OKC,14400,18,4,14,54,17,9,8,54,6,4,26,14
22200391,True,CHI,14400,14,8,27,50,9,9,10,54,5,4,17,17
22200391,False,DAL,14400,9,9,10,54,14,8,27,50,4,5,17,17
22200392,True,GSW,14400,3,21,19,46,20,7,11,38,6,6,20,14
22200392,False,BOS,14400,20,7,11,38,3,21,19,46,6,6,14,20
22200393,True,DEN,14400,21,8,17,66,12,5,15,44,8,6,17,20
22200393,False,UTA,14400,12,5,15,44,21,8,17,66,6,8,20,17
22200394,True,POR,14400,18,22,11,46,14,4,10,56,4,4,24,21
22200394,False,MIN,14400,14,4,10,56,18,22,11,46,4,4,21,24
22200395,True,NOP,15900,27,7,19,70,25,21,11,64,3,5,26,24
22200395,False,PHX,15900,25,21,11,64,27,7,19,70,5,3,24,26
22200396,True,DET,14400,12,10,13,40,13,6,13,52,3,4,19,14
22200396,False,LAL,14400,13,6,13,52,12,10,13,40,4,3,14,19
22200397,True,NYK,14400,19,15,8,58,23,20,6,46,4,0,22,21
22200397,False,SAC,14400,23,20,6,46,19,15,8,58,0,4,21,22
22200398,True,ORL,14400,9,18,14,34,25,15,8,38,7,7,28,25
22200398,False,TOR,14400,25,15,8,38,9,18,14,34,7,7,25,28
22200399,True,PHI,14400,19,5,19,56,18,27,22,50,6,3,24,24
22200399,False,CHA,14400,18,27,22,50,19,5,19,56,3,6,24,24
22200400,True,ATL,15900,23,16,6,56,17,11,14,64,6,6,22,21
22200400,False,CHI,15900,17,11,14,64,23,16,6,56,6,6,21,22
22200401,True,HOU,14400,18,12,16,56,12,12,14,36,8,6,17,12
22200401,False,MIL,14400,12,12,14,36,18,12,16,56,6,8,12,17
22200402,True,IND,14400,10,14,12,28,19,8,6,38,11,2,18,17
22200402,False,MIA,14400,19,8,6,38,10,14,12,28,2,11,17,18
22200403,True,WAS,14400,10,6,10,40,21,10,20,48,2,7,16,20
22200403,False,BKN,14400,21,10,20,48,10,6,10,40,7,2,20,16
22200404,True,MEM,14400,27,17,19,72,18,17,10,42,12,1,17,17
22200404,False,ATL,14400,18,17,10,42,27,17,19,72,1,12,17,17
22200405,True,DAL,14400,14,24,9,32,20,13,17,52,3,1,19,22
22200405,False,OKC,14400,20,13,17,52,14,24,9,32,1,3,22,19
22200406,True,SAS,14400,18,21,6,52,21,14,10,58,2,7,19,13
22200406,False,CLE,14400,21,14,10,58,18,21,6,52,7,2,13,19
22200407,True,POR,14400,9,12,24,48,21,4,17,60,4,2,21,19
22200407,False,MIN,14400,21,4,17,60,9,12,24,48,2,4,19,21
22200408,True,LAC,14400,12,16,14,46,8,9,1,46,2,6,26,17
22200408,False,BOS,14400,8,9,1,46,12,16,14,46,6,2,17,26
22200409,True,PHI,14400,25,7,23,44,7,26,21,52,4,4,21,22
22200409,False,SAC,14400,7,26,21,52,25,7,23,44,4,4,22,21
22200410,True,MIL,14400,20,12,16,48,19,10,7,30,5,2,18,22
22200410,False,GSW,14400,19,10,7,30,20,12,16,48,2,5,22,18
22200411,True,HOU,14400,13,20,21,40,26,14,21,30,9,7,21,24
22200411,False,PHX,14400,26,14,21,30,13,20,21,40,7,9,24,21
22200412,True,UTA,14400,26,22,12,64,22,22,10,60,10,3,23,17
22200412,False,NOP,14400,22,22,10,60,26,22,12,64,3,10,17,23
22200413,True,LAL,15900,23,8,26,68,25,13,16,46,9,2,17,22
22200413,False,BOS,15900,25,13,16,46,23,8,26,68,2,9,22,17
22200414,True,CHA,15900,22,21,17,54,4,20,12,52,6,8,29,29
22200414,False,DET,15900,4,20,12,52,22,21,17,54,8,6,29,29
22200415,True,IND,14400,33,3,20,50,26,18,13,46,8,4,25,20
22200415,False,GSW,14400,26,18,13,46,33,3,20,50,4,8,20,25
22200416,True,ORL,14400,19,19,19,50,11,21,4,56,6,6,22,21
22200416,False,ATL,14400,11,21,4,56,19,19,19,50,6,6,21,22
22200417,True,TOR,14400,17,14,16,68,12,17,31,50,7,3,18,16
22200417,False,SAC,14400,12,17,31,50,17,14,16,68,3,7,16,18
22200418,True,CHI,15900,19,9,16,58,16,20,14,42,7,5,18,25
22200418,False,NYK,15900,16,20,14,42,19,9,16,58,5,7,25,18
22200419,True,OKC,14400,19,10,19,60,23,9,4,20,4,1,16,21
22200419,False,MIA,14400,23,9,4,20,19,10,19,60,1,4,21,16
22200420,True,SAS,14400,23,18,18,56,14,16,13,56,3,3,16,20
22200420,False,POR,14400,14,16,13,56,23,18,18,56,3,3,20,16
22200421,True,DAL,14400,10,6,0,26,19,8,7,52,3,2,15,20
22200421,False,CLE,14400,19,8,7,52,10,6,0,26,2,3,20,15
22200422,True,DEN,14400,17,13,29,98,25,14,11,48,7,5,17,28
22200422,False,WAS,14400,25,14,11,48,17,13,29,98,5,7,28,17
22200423,True,LAC,14400,14,13,8,36,17,6,14,50,2,4,21,20
22200423,False,MIN,14400,17,6,14,50,14,13,8,36,4,2,20,21
22200424,True,HOU,14400,23,22,16,58,18,23,6,36,4,6,19,19
22200424,False,MIA,14400,18,23,6,36,23,22,16,58,6,4,19,19
22200425,True,MEM,14400,11,15,27,86,8,13,14,38,7,1,19,18
22200425,False,MIL,14400,8,13,14,38,11,15,27,86,1,7,18,19
22200426,True,UTA,15900,33,26,7,40,15,25,13,52,6,6,25,30
22200426,False,NOP,15900,15,25,13,52,33,26,7,40,6,6,30,25
22200427,True,LAC,14400,9,16,5,38,21,27,15,46,3,8,18,18
22200427,False,PHX,14400,21,27,15,46,9,16,5,38,8,3,18,18
22200428,True,CHA,14400,20,21,11,46,22,8,13,34,5,5,25,22
22200428,False,ATL,14400,22,8,13,34,20,21,11,46,5,5,22,25
22200429,True,DET,14400,18,17,6,54,16,6,18,50,1,1,26,25
22200429,False,SAC,14400,16,6,18,50,18,17,6,54,1,1,25,26
22200430,True,BOS,14400,23,20,6,46,15,20,9,48,12,1,21,26
22200430,False,ORL,14400,15,20,9,48,23,20,6,46,1,12,26,21
22200431,True,CLE,14400,16,7,9,44,14,4,20,62,2,4,15,22
22200431,False,IND,14400,14,4,20,62,16,7,9,44,4,2,22,15
22200432,True,PHI,14400,16,13,17,38,14,13,15,36,5,6,13,21
22200432,False,GSW,14400,14,13,15,36,16,13,17,38,6,5,21,13
22200433,True,TOR,14400,21,16,11,56,10,10,19,50,1,6,19,25
22200433,False,BKN,14400,10,10,19,50,21,16,11,56,6,1,25,19
22200434,True,CHI,14400,10,0,11,36,24,14,21,40,2,2,25,13
22200434,False,NYK,14400,24,14,21,40,10,0,11,36,2,2,13,25
22200435,True,OKC,14400,25,18,12,58,29,16,8,54,4,6,21,18
22200435,False,MIN,14400,29,16,8,54,25,18,12,58,6,4,18,21
22200436,True,DAL,14400,17,5,18,42,12,14,13,44,5,2,19,22
22200436,False,POR,14400,12,14,13,44,17,5,18,42,2,5,22,19
22200437,True,LAL,14400,28,18,28,64,22,6,20,56,4,4,21,17
22200437,False,DEN,14400,22,6,20,56,28,18,28,64,4,4,17,21
22200438,True,LAC,14400,21,17,14,40,15,6,27,54,5,2,16,21
22200438,False,WAS,14400,15,6,27,54,21,17,14,40,2,5,21,16
22200439,True,SAS,14400,15,7,19,42,15,12,9,50,3,3,19,27
22200439,False,MIA,14400,15,12,9,50,15,7,19,42,3,3,27,19
22200440,True,CLE,15900,8,17,13,58,12,5,4,34,5,6,24,20
22200440,False,DAL,15900,12,5,4,34,8,17,13,58,6,5,20,24
22200441,True,HOU,14400,14,29,8,64,17,13,11,52,6,4,18,20
22200441,False,POR,14400,17,13,11,52,14,29,8,64,4,6,20,18
22200442,True,MIL,14400,22,21,9,50,9,14,2,38,3,2,12,13
22200442,False,UTA,14400,9,14,2,38,22,21,9,50,2,3,13,12
22200443,True,OKC,14400,12,13,4,34,10,15,8,38,0,5,25,20
22200443,False,MEM,14400,10,15,8,38,12,13,4,34,5,0,20,25
22200444,True,PHX,14400,27,17,7,34,7,6,6,48,3,5,13,27
22200444,False,NOP,14400,7,6,6,48,27,17,7,34,5,3,27,13
22200445,True,BOS,14400,8,12,20,34,13,9,9,32,7,3,17,18
22200445,False,ORL,14400,13,9,9,32,8,12,20,34,3,7,18,17
22200446,True,IND,14400,18,17,23,40,9,13,11,52,3,9,28,21
22200446,False,NYK,14400,9,13,11,52,18,17,23,40,9,3,21,28
22200447,True,DET,14400,19,13,16,56,11,11,13,46,2,8,19,24
22200447,False,BKN,14400,11,11,13,46,19,13,16,56,8,2,24,19
22200448,True,TOR,14400,23,18,5,52,21,24,18,44,2,2,22,21
22200448,False,GSW,14400,21,24,18,44,23,18,5,52,2,2,21,22
22200449,True,MIN,14400,20,8,13,62,9,9,2,48,5,1,21,16
22200449,False,CHI,14400,9,9,2,48,20,8,13,62,1,5,16,21
22200450,True,DEN,14400,7,14,20,60,18,10,18,54,3,7,17,26
22200450,False,CHA,14400,18,10,18,54,7,14,20,60,7,3,26,17
22200451,True,LAL,14400,10,10,21,66,9,14,14,58,5,6,18,20
22200451,False,WAS,14400,9,14,14,58,10,10,21,66,6,5,20,18
22200452,True,CLE,14400,20,4,29,50,15,24,2,46,4,2,20,22
22200452,False,UTA,14400,15,24,2,46,20,4,29,50,2,4,22,20
22200453,True,PHI,15900,14,3,16,30,21,10,15,40,1,3,21,20
22200453,False,TOR,15900,21,10,15,40,14,3,16,30,3,1,20,21
22200454,True,ATL,14400,12,12,19,62,21,16,20,48,3,8,18,17
22200454,False,ORL,14400,21,16,20,48,12,12,19,62,8,3,17,18
22200455,True,HOU,14400,15,15,6,68,18,14,26,48,3,6,16,23
22200455,False,SAS,14400,18,14,26,48,15,15,6,68,6,3,23,16
22200456,True,MIN,14400,22,16,12,58,20,8,7,18,4,5,24,23
22200456,False,DAL,14400,20,8,7,18,22,16,12,58,5,4,23,24
22200457,True,NOP,14400,22,19,7,42,18,8,17,54,0,6,20,21
22200457,False,MIL,14400,18,8,17,54,22,19,7,42,6,0,21,20
22200458,True,OKC,14400,17,13,14,56,15,20,9,52,5,2,21,28
22200458,False,POR,14400,15,20,9,52,17,13,14,56,2,5,28,21
22200459,True,PHX,14400,22,20,3,40,7,11,14,34,5,5,16,16
22200459,False,LAL,14400,7,11,14,34,22,20,3,40,5,5,16,16
22200460,True,SAC,14400,18,6,14,58,13,24,13,72,2,7,23,25
22200460,False,CHA,14400,13,24,13,72,18,6,14,58,7,2,25,23
22200461,True,DET,14400,16,15,10,54,18,22,2,48,1,5,19,22
22200461,False,UTA,14400,18,22,2,48,16,15,10,54,5,1,22,19
22200462,True,MIA,14400,18,8,8,40,21,8,2,44,0,0,16,16
22200462,False,CHI,14400,21,8,2,44,18,8,8,40,0,0,16,16
22200463,True,NYK,14400,36,16,13,50,10,6,8,38,1,2,15,22
22200463,False,GSW,14400,10,6,8,38,36,16,13,50,2,1,22,15
22200464,True,PHX,14400,8,18,5,48,25,14,16,48,1,4,23,14
22200464,False,WAS,14400,25,14,16,48,8,18,5,48,4,1,14,23
22200465,True,DEN,14400,14,10,15,50,16,3,12,62,5,7,19,21
22200465,False,MEM,14400,16,3,12,62,14,10,15,50,7,5,21,19
22200466,True,CLE,14400,22,18,9,54,12,14,12,46,3,5,21,23
22200466,False,MIL,14400,12,14,12,46,22,18,9,54,5,3,23,21
22200467,True,PHI,14400,36,11,20,56,12,16,9,34,7,1,23,15
22200467,False,DET,14400,12,16,9,34,36,11,20,56,1,7,15,23
22200468,True,ATL,14400,5,12,9,34,14,14,12,44,7,4,15,15
22200468,False,CHI,14400,14,14,12,44,5,12,9,34,4,7,15,15
22200469,True,BOS,14400,16,32,21,50,19,16,17,52,5,3,9,22
22200469,False,IND,14400,19,16,17,52,16,32,21,50,3,5,22,9
22200470,True,BKN,14400,36,4,25,44,18,11,10,54,4,1,23,14
22200470,False,GSW,14400,18,11,10,54,36,4,25,44,1,4,14,23
22200471,True,NYK,14400,9,10,12,56,21,10,17,48,3,4,19,16
22200471,False,TOR,14400,21,10,17,48,9,10,12,56,4,3,16,19
22200472,True,HOU,14400,17,14,12,40,21,19,15,50,4,6,23,18
22200472,False,ORL,14400,21,19,15,50,17,14,12,40,6,4,18,23
22200473,True,MIN,14400,13,10,9,52,21,4,9,28,4,3,24,12
22200473,False,DAL,14400,21,4,9,28,13,10,9,52,3,4,12,24
22200474,True,OKC,14400,14,16,6,52,20,14,9,48,3,5,16,22
22200474,False,POR,14400,20,14,9,48,14,16,6,52,5,3,22,16
22200475,True,SAC,14400,12,18,11,58,16,7,15,50,2,5,23,24
22200475,False,LAL,14400,16,7,15,50,12,18,11,58,5,2,24,23
22200476,True,LAC,14400,24,5,20,32,33,11,14,54,7,2,22,18
22200476,False,CHA,14400,33,11,14,54,24,5,20,32,2,7,18,22
22200477,True,NOP,14400,22,18,14,60,20,11,17,54,6,2,24,24
22200477,False,SAS,14400,20,11,17,54,22,18,14,60,2,6,24,24
22200478,True,UTA,14400,17,13,17,46,15,6,25,66,3,2,16,15
22200478,False,WAS,14400,15,6,25,66,17,13,17,46,2,3,15,16
22200479,True,ORL,14400,19,13,13,52,24,11,11,54,2,6,15,18
22200479,False,SAS,14400,24,11,11,54,19,13,13,52,6,2,18,15
22200480,True,PHI,14400,14,14,16,58,9,8,10,28,3,9,20,16
22200480,False,LAC,14400,9,8,10,28,14,14,16,58,9,3,16,20
22200481,True,ATL,14400,21,9,21,66,8,19,4,40,8,3,20,19
22200481,False,DET,14400,8,19,4,40,21,9,21,66,3,8,19,20
22200482,True,BOS,14400,26,20,24,58,16,15,10,52,6,8,16,18
22200482,False,MIN,14400,16,15,10,52,26,20,24,58,8,6,18,16
22200483,True,BKN,14400,24,11,24,50,12,13,13,48,2,1,18,13
22200483,False,MIL,14400,12,13,13,48,24,11,24,50,1,2,13,18
22200484,True,CLE,14400,19,9,12,46,18,18,27,44,4,2,17,20
22200484,False,TOR,14400,18,18,27,44,19,9,12,46,2,4,20,17
22200485,True,NYK,14400,6,20,6,48,14,11,9,40,4,4,17,22
22200485,False,CHI,14400,14,11,9,40,6,20,6,48,4,4,22,17
22200486,True,MIA,14400,21,7,14,52,10,14,19,36,3,6,13,23
22200486,False,IND,14400,10,14,19,36,21,7,14,52,6,3,23,13
22200487,True,HOU,14400,16,10,8,46,28,11,11,32,3,7,21,21
22200487,False,DAL,14400,28,11,11,32,16,10,8,46,7,3,21,21
22200488,True,OKC,15900,17,7,20,66,22,14,9,54,5,4,26,21
22200488,False,NOP,15900,22,14,9,54,17,7,20,66,4,5,21,26
22200489,True,DEN,14400,16,11,18,66,12,11,13,52,2,3,19,21
22200489,False,POR,14400,12,11,13,52,16,11,18,66,3,2,21,19
22200490,True,PHX,14400,12,15,4,42,22,22,14,72,5,5,26,22
22200490,False,MEM,14400,22,22,14,72,12,15,4,42,5,5,22,26
22200491,True,SAC,14400,11,12,18,50,13,6,24,70,2,4,20,23
22200491,False,WAS,14400,13,6,24,70,11,12,18,50,4,2,23,20
22200492,True,LAL,14400,11,18,10,50,32,14,29,62,1,5,19,21
22200492,False,CHA,14400,32,14,29,62,11,18,10,50,5,1,21,19
22200493,True,NYK,14400,11,21,12,56,14,8,6,34,6,2,19,19
22200493,False,PHI,14400,14,8,6,34,11,21,12,56,2,6,19,19
22200494,True,DAL,14400,15,11,4,44,13,9,18,42,3,2,26,23
22200494,False,LAL,14400,13,9,18,42,15,11,4,44,2,3,23,26
22200495,True,BOS,14400,22,6,17,54,10,9,13,40,1,1,18,16
22200495,False,MIL,14400,10,9,13,40,22,6,17,54,1,1,16,18
22200496,True,GSW,14400,12,10,8,26,18,11,27,50,5,6,18,23
22200496,False,MEM,14400,18,11,27,50,12,10,8,26,6,5,23,18
22200497,True,DEN,15900,14,19,11,52,21,19,5,40,4,9,23,30
22200497,False,PHX,15900,21,19,5,40,14,19,11,52,9,4,30,23
22200498,True,CLE,14400,20,14,17,48,18,10,23,34,3,4,14,25
22200498,False,BKN,14400,18,10,23,34,20,14,17,48,4,3,25,14
22200499,True,DET,15900,22,22,2,42,28,18,14,38,4,3,23,24
22200499,False,LAC,15900,28,18,14,38,22,22,2,42,3,4,24,23
22200500,True,MIA,14400,15,16,9,64,12,13,4,52,3,3,17,14
22200500,False,MIN,14400,12,13,4,52,15,16,9,64,3,3,14,17
22200501,True,CHI,14400,13,8,23,44,15,10,16,60,2,5,19,15
22200501,False,HOU,14400,15,10,16,60,13,8,23,44,5,2,15,19
22200502,True,NOP,14400,19,26,17,52,17,8,19,46,6,5,19,18
22200502,False,IND,14400,17,8,19,46,19,26,17,52,5,6,18,19
22200503,True,SAS,14400,10,16,20,74,21,18,14,52,8,3,25,22
22200503,False,UTA,14400,21,18,14,52,10,16,20,74,3,8,22,25
22200504,True,POR,14400,10,13,25,52,12,22,16,42,9,3,20,21
22200504,False,CHA,14400,12,22,16,42,10,13,25,52,3,9,21,20
22200505,True,ORL,14400,19,7,10,44,12,9,15,56,5,2,17,16
22200505,False,LAL,14400,12,9,15,56,19,7,10,44,2,5,16,17
22200506,True,WAS,14400,25,20,13,42,22,21,12,62,8,10,23,24
22200506,False,PHI,14400,22,21,12,62,25,20,13,42,10,8,24,23
22200507,True,BOS,14400,21,10,24,38,11,13,17,44,5,2,14,16
22200507,False,HOU,14400,11,13,17,44,21,10,24,38,2,5,16,14
22200508,True,IND,14400,17,11,29,60,12,12,9,46,2,3,16,19
22200508,False,ATL,14400,12,12,9,46,17,11,29,60,3,2,19,16
22200509,True,TOR,14400,16,17,24,68,20,18,11,52,4,3,16,17
22200509,False,LAC,14400,20,18,11,52,16,17,24,68,3,4,17,16
22200510,True,MEM,14400,18,19,16,48,18,11,12,46,6,9,23,23
22200510,False,PHX,14400,18,11,12,46,18,19,16,48,9,6,23,23
22200511,True,OKC,14400,20,16,13,62,22,31,12,64,10,4,18,21
22200511,False,SAS,14400,22,31,12,64,20,16,13,62,4,10,21,18
22200512,True,DAL,15900,15,11,15,50,8,27,12,48,5,0,25,23
22200512,False,NYK,15900,8,27,12,48,15,11,15,50,0,5,23,25
22200513,True,GSW,14400,18,11,15,56,8,10,6,42,2,7,22,20
22200513,False,CHA,14400,8,10,6,42,18,11,15,56,7,2,20,22
22200514,True,SAC,14400,10,10,2,54,23,10,16,52,2,3,18,18
22200514,False,DEN,14400,23,10,16,52,10,10,2,54,3,2,18,18
22200515,True,DET,14400,13,13,3,24,18,19,6,54,4,5,25,26
22200515,False,ORL,14400,18,19,6,54,13,13,3,24,5,4,26,25
22200516,True,WAS,14400,16,15,14,60,14,16,10,28,6,4,15,21
22200516,False,PHX,14400,14,16,10,28,16,15,14,60,4,6,21,15
22200517,True,ATL,14400,18,9,14,60,7,10,9,50,6,13,14,18
22200517,False,BKN,14400,7,10,9,50,18,9,14,60,13,6,18,14
22200518,True,MIA,14400,31,19,6,52,2,9,6,40,4,4,15,16
22200518,False,LAL,14400,2,9,6,40,31,19,6,52,4,4,16,15
22200519,True,CHI,15900,15,9,8,50,12,23,10,52,10,6,23,21
22200519,False,MIL,15900,12,23,10,52,15,9,8,50,6,10,21,23
22200520,True,NOP,14400,16,8,10,52,26,8,10,58,4,8,24,28
22200520,False,MIN,14400,26,8,10,58,16,8,10,52,8,4,28,24
22200521,True,GSW,14400,13,7,23,34,16,11,2,38,3,6,26,22
22200521,False,UTA,14400,16,11,2,38,13,7,23,34,6,3,22,26
22200522,True,SAC,14400,16,15,21,54,13,10,9,62,6,8,17,24
22200522,False,DEN,14400,13,10,9,62,16,15,21,54,8,6,24,17
22200523,True,CHA,14400,13,10,15,66,22,18,6,56,11,1,17,27
22200523,False,OKC,14400,22,18,6,56,13,10,15,66,1,11,27,17
22200524,True,IND,14400,15,10,20,48,17,25,21,72,8,4,18,17
22200524,False,CLE,14400,17,25,21,72,15,10,20,48,4,8,17,18
22200525,True,BOS,14400,12,13,17,54,18,7,11,42,7,4,17,20
22200525,False,LAC,14400,18,7,11,42,12,13,17,54,4,7,20,17
22200526,True,TOR,14400,14,23,18,50,8,15,21,70,7,4,20,20
22200526,False,MEM,14400,8,15,21,70,14,23,18,50,4,7,20,20
22200527,True,SAS,14400,15,22,8,62,9,21,7,42,7,2,23,21
22200527,False,NYK,14400,9,21,7,42,15,22,8,62,2,7,21,23
22200528,True,DAL,14400,11,7,25,54,9,25,5,46,8,0,26,23
22200528,False,HOU,14400,9,25,5,46,11,7,25,54,0,8,23,26
22200529,True,ORL,14400,21,12,14,62,7,5,17,46,2,10,18,18
22200529,False,WAS,14400,7,5,17,46,21,12,14,62,10,2,18,18
22200530,True,ATL,14400,13,18,5,56,8,16,23,74,5,6,19,17
22200530,False,LAL,14400,8,16,23,74,13,18,5,56,6,5,17,19
22200531,True,TOR,14400,34,10,16,48,7,9,17,34,3,1,22,17
22200531,False,PHX,14400,7,9,17,34,34,10,16,48,1,3,17,22
22200532,True,CHI,14400,24,16,18,66,20,22,4,38,4,1,20,16
22200532,False,DET,14400,20,22,4,38,24,16,18,66,1,4,16,20
22200533,True,MIL,14400,9,26,15,50,18,15,20,60,8,5,25,28
22200533,False,MIN,14400,18,15,20,60,9,26,15,50,5,8,28,25
22200534,True,NOP,14400,30,14,30,52,19,6,8,44,3,7,20,22
22200534,False,PHI,14400,19,6,8,44,30,14,30,52,7,3,22,20
22200535,True,DEN,14400,15,4,14,48,19,12,15,42,1,4,19,19
22200535,False,MIA,14400,19,12,15,42,15,4,14,48,4,1,19,19
22200536,True,GSW,14400,20,7,16,46,14,19,10,48,2,4,22,20
22200536,False,POR,14400,14,19,10,48,20,7,16,46,4,2,20,22
22200537,True,SAC,14400,18,16,13,68,19,12,8,70,3,2,21,20
22200537,False,UTA,14400,19,12,8,70,18,16,13,68,2,3,20,21
22200538,True,IND,14400,15,11,15,58,16,8,16,40,4,6,20,23
22200538,False,LAC,14400,16,8,16,40,15,11,15,58,6,4,23,20
22200539,True,CHA,14400,21,19,11,52,12,4,18,58,2,6,17,16
22200539,False,BKN,14400,12,4,18,58,21,19,11,52,6,2,16,17
22200540,True,CHI,14400,20,2,21,54,16,25,10,44,6,5,15,18
22200540,False,CLE,14400,16,25,10,44,20,2,21,54,5,6,18,15
22200541,True,HOU,14400,9,11,6,28,37,21,9,36,6,5,24,20
22200541,False,NYK,14400,37,21,9,36,9,11,6,28,5,6,20,24
22200542,True,SAS,14400,4,32,14,64,19,10,4,50,0,3,21,24
22200542,False,DAL,14400,19,10,4,50,4,32,14,64,3,0,24,21
22200543,True,MEM,14400,23,17,26,74,25,18,13,44,11,4,27,21
22200543,False,NOP,14400,25,18,13,44,23,17,26,74,4,11,21,27
22200544,True,MIN,14400,13,6,11,42,17,22,24,56,5,6,22,22
22200544,False,DET,14400,17,22,24,56,13,6,11,42,6,5,22,22
22200545,True,OKC,14400,12,17,7,42,17,13,12,66,6,9,21,24
22200545,False,PHI,14400,17,13,12,66,12,17,7,42,9,6,24,21
22200546,True,UTA,14400,15,22,6,32,25,15,13,54,3,1,23,32
22200546,False,MIA,14400,25,15,13,54,15,22,6,32,1,3,32,23
22200547,True,MEM,14400,24,15,18,64,7,11,17,44,8,4,18,18
22200547,False,SAC,14400,7,11,17,44,24,15,18,64,4,8,18,18
22200548,True,MIL,14400,18,20,8,26,17,17,22,72,3,6,15,10
22200548,False,WAS,14400,17,17,22,72,18,20,8,26,6,3,10,15
22200549,True,DEN,14400,16,3,11,46,20,15,12,60,4,3,17,15
22200549,False,BOS,14400,20,15,12,60,16,3,11,46,3,4,15,17
22200550,True,NYK,14400,6,9,2,36,11,17,0,28,2,0,13,17
22200550,False,PHX,14400,11,17,0,28,6,9,2,36,0,2,17,13
22200551,True,CHA,14400,10,6,17,54,15,4,19,56,7,5,22,21
22200551,False,LAL,14400,15,4,19,56,10,6,17,54,5,7,21,22
22200552,True,CLE,15900,9,24,6,56,13,16,12,54,3,2,27,33
22200552,False,CHI,15900,13,16,12,54,9,24,6,56,2,3,33,27
22200553,True,IND,14400,15,18,23,62,20,18,10,42,2,11,19,27
22200553,False,TOR,14400,20,18,10,42,15,18,23,62,11,2,27,19
22200554,True,PHI,14400,20,9,22,42,9,14,24,52,6,6,22,22
22200554,False,NOP,14400,9,14,24,52,20,9,22,42,6,6,22,22
22200555,True,BKN,14400,24,12,24,58,17,15,22,58,7,4,16,13
22200555,False,SAS,14400,17,15,22,58,24,12,24,58,4,7,13,16
