gameid,home,team,SEC,PTSoffTOV,2ndPTS,FBPTS,PIP,oppPTSoffTOV,opp2ndPTS,oppFBPTS,oppPIP,BLK,BLKA,PF,foulsdrawn
22200932,True,LAC,14400,20,15,17,38,29,12,7,60,3,8,17,20
22200932,False,MIN,14400,29,12,7,60,20,15,17,38,8,3,20,17
22200933,True,CHA,14400,8,14,15,38,15,6,15,44,7,9,17,22
22200933,False,PHX,14400,15,6,15,44,8,14,15,38,9,7,22,17
22200934,True,DET,14400,22,8,14,36,22,14,8,40,2,4,23,22
22200934,False,CHI,14400,22,14,8,40,22,8,14,36,4,2,22,23
22200935,True,BOS,14400,9,16,16,44,16,16,20,68,4,3,18,18
22200935,False,CLE,14400,16,16,20,68,9,16,16,44,3,4,18,18
22200936,True,MIA,14400,8,8,7,46,14,14,26,44,2,5,17,20
22200936,False,PHI,14400,14,14,26,44,8,8,7,46,5,2,20,17
22200937,True,NYK,14400,22,19,5,56,21,5,12,40,3,5,21,21
22200937,False,BKN,14400,21,5,12,40,22,19,5,56,5,3,21,21
22200938,True,HOU,14400,11,21,13,46,17,13,5,44,5,9,18,21
22200938,False,MEM,14400,17,13,5,44,11,21,13,46,9,5,21,18
22200939,True,MIL,14400,26,19,17,38,4,19,18,56,1,5,23,18
22200939,False,ORL,14400,4,19,18,56,26,19,17,38,5,1,18,23
22200940,True,OKC,14400,19,6,25,60,13,14,7,34,4,8,27,19
22200940,False,LAL,14400,13,14,7,34,19,6,25,60,8,4,19,27
22200941,True,POR,14400,6,15,6,46,17,16,10,58,8,4,18,20
22200941,False,NOP,14400,17,16,10,58,6,15,6,46,4,8,20,18
22200942,True,WAS,14400,20,11,16,52,21,15,4,56,4,7,12,21
22200942,False,TOR,14400,21,15,4,56,20,11,16,52,7,4,21,12
22200943,True,DAL,14400,14,6,17,34,26,9,23,60,1,1,22,24
22200943,False,PHI,14400,26,9,23,60,14,6,17,34,1,1,24,22
22200944,True,SAS,14400,14,14,16,62,19,6,17,58,6,8,14,18
22200944,False,IND,14400,19,6,17,58,14,14,16,62,8,6,18,14
22200945,True,GSW,14400,29,15,19,40,12,7,4,42,6,5,20,24
22200945,False,LAC,14400,12,7,4,42,29,15,19,40,5,6,24,20
22200946,True,CHA,14400,27,17,20,52,20,20,14,64,4,4,20,24
22200946,False,ORL,14400,20,20,14,64,27,17,20,52,4,4,24,20
22200947,True,ATL,14400,15,24,10,56,18,9,17,52,5,7,19,15
22200947,False,POR,14400,18,9,17,52,15,24,10,56,7,5,15,19
22200948,True,BOS,14400,17,2,23,60,21,11,19,42,8,6,19,20
22200948,False,BKN,14400,21,11,19,42,17,2,23,60,6,8,20,19
22200949,True,MIA,14400,24,19,14,52,17,6,23,50,2,4,17,23
22200949,False,NYK,14400,17,6,23,50,24,19,14,52,4,2,23,17
22200950,True,CHI,14400,15,18,11,26,10,20,2,22,1,7,15,20
22200950,False,PHX,14400,10,20,2,22,15,18,11,26,7,1,20,15
22200951,True,OKC,14400,32,15,27,62,6,15,15,54,5,14,22,18
22200951,False,UTA,14400,6,15,15,54,32,15,27,62,14,5,18,22
22200952,True,DEN,14400,8,17,19,58,13,14,7,36,5,6,21,24
22200952,False,MEM,14400,13,14,7,36,8,17,19,58,6,5,24,21
22200953,True,GSW,14400,18,16,9,52,9,4,13,36,4,4,22,22
22200953,False,NOP,14400,9,4,13,36,18,16,9,52,4,4,22,22
22200954,True,SAC,14400,14,17,12,58,14,9,17,56,2,3,22,24
22200954,False,LAC,14400,14,9,17,56,14,17,12,58,3,2,24,22
22200955,True,LAL,14400,12,12,10,44,18,8,26,56,2,6,19,21
22200955,False,MIN,14400,18,8,26,56,12,12,10,44,6,2,21,19
22200956,True,WAS,15900,16,12,4,42,34,12,19,48,5,4,16,21
22200956,False,TOR,15900,34,12,19,48,16,12,4,42,4,5,21,16
22200957,True,CLE,14400,28,10,25,52,17,13,14,46,8,7,18,15
22200957,False,DET,14400,17,13,14,46,28,10,25,52,7,8,15,18
22200958,True,MIA,14400,19,18,20,54,20,14,17,48,3,1,19,23
22200958,False,ATL,14400,20,14,17,48,19,18,20,54,1,3,23,19
22200959,True,SAS,14400,14,14,19,36,25,17,30,74,3,5,20,24
22200959,False,HOU,14400,25,17,30,74,14,14,19,36,5,3,24,20
22200960,True,MIL,14400,5,9,10,44,24,10,9,32,3,1,23,21
22200960,False,PHI,14400,24,10,9,32,5,9,10,44,1,3,21,23
22200961,True,SAC,14400,11,16,16,60,8,10,21,50,1,6,21,21
22200961,False,MIN,14400,8,10,21,50,11,16,16,60,6,1,21,21
22200962,True,DAL,14400,11,3,16,40,17,16,9,52,0,2,22,28
22200962,False,PHX,14400,17,16,9,52,11,3,16,40,2,0,28,22
22200963,True,CHI,14400,14,8,8,46,24,20,8,54,3,6,20,18
22200963,False,IND,14400,24,20,8,54,14,8,8,46,6,3,18,20
22200964,True,LAL,14400,16,12,7,40,9,7,16,26,3,6,17,21
22200964,False,GSW,14400,9,7,16,26,16,12,7,40,6,3,21,17
22200965,True,BKN,14400,11,6,7,32,8,4,15,44,9,3,12,19
22200965,False,CHA,14400,8,4,15,44,11,6,7,32,3,9,19,12
22200966,True,ORL,14400,23,5,23,58,17,11,11,46,2,5,25,22
22200966,False,POR,14400,17,11,11,46,23,5,23,58,5,2,22,25
22200967,True,HOU,14400,19,13,34,74,5,21,14,56,3,4,20,20
22200967,False,SAS,14400,5,21,14,56,19,13,34,74,4,3,20,20
22200968,True,OKC,14400,28,17,30,48,14,17,11,58,4,8,20,25
22200968,False,UTA,14400,14,17,11,58,28,17,30,48,8,4,25,20
22200969,True,BOS,17400,25,29,19,42,24,7,6,56,5,4,28,27
22200969,False,NYK,17400,24,7,6,56,25,29,19,42,4,5,27,28
22200970,True,LAC,14400,13,21,9,50,26,2,26,64,2,3,17,23
22200970,False,MEM,14400,26,2,26,64,13,21,9,50,3,2,23,17
22200971,True,CLE,15900,12,19,12,58,22,14,9,46,7,5,20,21
22200971,False,BOS,15900,22,14,9,46,12,19,12,58,5,7,21,20
22200972,True,IND,14400,19,13,15,70,10,13,21,54,4,5,24,26
22200972,False,PHI,14400,10,13,21,54,19,13,15,70,5,4,26,24
22200973,True,WAS,14400,21,20,2,58,19,8,19,28,2,6,19,15
22200973,False,MIL,14400,19,8,19,28,21,20,2,58,6,2,15,19
22200974,True,MIA,14400,17,9,12,42,16,17,9,70,4,0,17,25
22200974,False,ATL,14400,16,17,9,70,17,9,12,42,0,4,25,17
22200975,True,DEN,14400,18,14,16,52,18,20,10,48,2,4,12,20
22200975,False,TOR,14400,18,20,10,48,18,14,16,52,4,2,20,12
22200976,True,SAC,14400,21,2,10,58,12,13,10,52,3,4,12,19
22200976,False,NOP,14400,12,13,10,52,21,2,10,58,4,3,19,12
22200977,True,DET,14400,18,14,22,56,14,6,1,44,6,6,21,17
22200977,False,POR,14400,14,6,1,44,18,14,22,56,6,6,17,21
22200978,True,ORL,14400,21,16,19,62,20,3,18,56,0,5,22,18
22200978,False,MIL,14400,20,3,18,56,21,16,19,62,5,0,18,22
22200979,True,NYK,14400,14,12,11,52,5,15,7,54,4,5,18,20
22200979,False,CHA,14400,5,15,7,54,14,12,11,52,5,4,20,18
22200980,True,MIN,14400,16,7,10,42,15,15,11,36,7,6,16,17
22200980,False,PHI,14400,15,15,11,36,16,7,10,42,6,7,17,16
22200981,True,HOU,14400,12,16,13,50,21,11,4,38,1,7,22,21
22200981,False,BKN,14400,21,11,4,38,12,16,13,50,7,1,21,22
22200982,True,OKC,14400,26,8,14,56,30,17,14,50,2,3,17,21
22200982,False,GSW,14400,30,17,14,50,26,8,14,56,3,2,21,17
22200983,True,DAL,14400,16,4,24,42,18,13,12,48,6,4,20,23
22200983,False,UTA,14400,18,13,12,48,16,4,24,42,4,6,23,20
22200984,True,LAL,14400,15,8,20,52,14,10,13,50,2,6,18,25
22200984,False,MEM,14400,14,10,13,50,15,8,20,52,6,2,25,18
22200985,True,WAS,14400,14,4,8,60,20,9,10,58,1,5,16,17
22200985,False,ATL,14400,20,9,10,58,14,4,8,60,5,1,17,16
22200986,True,BOS,14400,16,7,7,44,9,7,9,34,2,2,20,19
22200986,False,POR,14400,9,7,9,34,16,7,7,44,2,2,19,20
22200987,True,MIA,14400,22,12,14,52,31,11,13,56,4,3,19,23
22200987,False,CLE,14400,31,11,13,56,22,12,14,52,3,4,23,19
22200988,True,NOP,14400,12,15,10,44,16,8,9,40,6,0,19,18
22200988,False,DAL,14400,16,8,9,40,12,15,10,44,0,6,18,19
22200989,True,DEN,14400,9,13,5,38,18,12,19,66,2,2,16,16
22200989,False,CHI,14400,18,12,19,66,9,13,5,38,2,2,16,16
22200990,True,PHX,14400,24,16,27,44,15,13,15,36,7,2,17,13
22200990,False,OKC,14400,15,13,15,36,24,16,27,44,2,7,13,17
22200991,True,LAC,14400,21,13,20,60,19,15,10,42,4,2,18,23
22200991,False,TOR,14400,19,15,10,42,21,13,20,60,2,4,23,18
22200992,True,DET,14400,12,21,2,56,18,11,11,62,4,9,22,18
22200992,False,CHA,14400,18,11,11,62,12,21,2,56,9,4,18,22
22200993,True,IND,15900,20,5,20,58,17,23,15,82,15,6,21,22
22200993,False,HOU,15900,17,23,15,82,20,5,20,58,6,15,22,21
22200994,True,ORL,14400,29,30,4,50,13,21,8,64,4,8,16,26
22200994,False,UTA,14400,13,21,8,64,29,30,4,50,8,4,26,16
22200995,True,MIL,14400,3,27,7,44,24,15,15,42,12,4,14,12
22200995,False,BKN,14400,24,15,15,42,3,27,7,44,4,12,12,14
22200996,True,MEM,14400,16,16,10,56,8,11,14,36,3,3,18,17
22200996,False,GSW,14400,8,11,14,36,16,16,10,56,3,3,17,18
22200997,True,SAC,14400,21,4,7,60,12,17,23,56,3,1,21,25
22200997,False,NYK,14400,12,17,23,56,21,4,7,60,1,3,25,21
22200998,True,PHI,14400,11,12,25,52,12,4,13,44,4,3,24,17
22200998,False,POR,14400,12,4,13,44,11,12,25,52,3,4,17,24
22200999,True,WAS,14400,14,9,17,60,16,15,11,32,6,4,17,17
22200999,False,ATL,14400,16,15,11,32,14,9,17,60,4,6,17,17
22201000,True,MIA,14400,16,9,17,40,30,22,6,42,4,6,20,20
22201000,False,CLE,14400,30,22,6,42,16,9,17,40,6,4,20,20
22201001,True,MIN,15900,22,21,11,66,9,12,8,38,6,5,21,26
22201001,False,BKN,15900,9,12,8,38,22,21,11,66,5,6,26,21
22201002,True,SAS,14400,18,24,12,68,16,5,12,54,0,4,20,14
22201002,False,DEN,14400,16,5,12,54,18,24,12,68,4,0,14,20
22201003,True,LAL,14400,17,7,13,56,26,14,20,66,8,3,10,16
22201003,False,TOR,14400,26,14,20,66,17,7,13,56,3,8,16,10
22201004,True,LAC,14400,4,12,9,50,10,14,19,48,4,3,20,17
22201004,False,NYK,14400,10,14,19,48,4,12,9,50,3,4,17,20
22201005,True,CHA,14400,14,14,15,36,6,25,18,68,14,4,15,17
22201005,False,UTA,14400,6,25,18,68,14,14,15,36,4,14,17,15
22201006,True,DET,14400,19,10,13,56,10,26,11,64,7,6,24,20
22201006,False,IND,14400,10,26,11,64,19,10,13,56,6,7,20,24
22201007,True,ORL,15900,22,15,11,60,16,12,6,50,10,2,20,17
22201007,False,MIA,15900,16,12,6,50,22,15,11,60,2,10,17,20
22201008,True,ATL,14400,14,20,17,70,9,5,22,62,4,6,17,21
22201008,False,BOS,14400,9,5,22,62,14,20,17,70,6,4,21,17
22201009,True,HOU,14400,10,9,9,46,23,19,16,50,3,9,19,17
22201009,False,CHI,14400,23,19,16,50,10,9,9,46,9,3,17,19
22201010,True,MEM,14400,12,17,19,54,17,11,10,38,5,3,16,17
22201010,False,DAL,14400,17,11,10,38,12,17,19,54,3,5,17,16
22201011,True,NOP,14400,8,10,10,36,24,6,18,48,4,2,25,17
22201011,False,OKC,14400,24,6,18,48,8,10,10,36,2,4,17,25
22201012,True,GSW,15900,18,24,5,34,12,4,20,36,4,7,15,14
22201012,False,MIL,15900,12,4,20,36,18,24,5,34,7,4,14,15
22201013,True,PHX,14400,17,7,15,50,21,14,17,44,3,2,26,19
22201013,False,SAC,14400,21,14,17,44,17,7,15,50,2,3,19,26
22201014,True,DEN,14400,12,23,22,56,20,7,12,34,8,2,19,21
22201014,False,BKN,14400,20,7,12,34,12,23,22,56,2,8,21,19
22201015,True,CHA,14400,16,3,19,52,29,13,12,56,5,3,26,22
22201015,False,CLE,14400,29,13,12,56,16,3,19,52,3,5,22,26
22201016,True,PHI,14400,10,12,15,54,17,10,13,54,10,5,19,20
22201016,False,WAS,14400,17,10,13,54,10,12,15,54,5,10,20,19
22201017,True,NOP,14400,27,6,23,44,17,15,24,64,7,2,19,21
22201017,False,POR,14400,17,15,24,64,27,6,23,44,2,7,21,19
22201018,True,SAS,14400,10,14,14,42,17,13,15,46,7,3,18,19
22201018,False,OKC,14400,17,13,15,46,10,14,14,42,3,7,19,18
22201019,True,LAL,14400,17,11,25,50,9,14,21,56,2,3,17,18
22201019,False,NYK,14400,9,14,21,56,17,11,25,50,3,2,18,17
22201020,True,DET,14400,25,22,9,62,15,12,18,44,5,5,21,15
22201020,False,IND,14400,15,12,18,44,25,22,9,62,5,5,15,21
22201021,True,ATL,14400,18,20,6,66,23,7,24,82,4,10,19,22
22201021,False,MIN,14400,23,7,24,82,18,20,6,66,10,4,22,19
22201022,True,MIA,14400,21,15,23,40,10,15,23,52,4,4,13,25
22201022,False,UTA,14400,10,15,23,52,21,15,23,40,4,4,25,13
22201023,True,DAL,14400,7,10,16,34,13,12,24,42,3,3,16,17
22201023,False,MEM,14400,13,12,24,42,7,10,16,34,3,3,17,16
22201024,True,HOU,14400,22,17,11,56,16,10,9,50,2,5,21,22
22201024,False,BOS,14400,16,10,9,50,22,17,11,56,5,2,22,21
22201025,True,GSW,14400,22,11,19,46,24,22,9,64,6,4,21,23
22201025,False,PHX,14400,24,22,9,64,22,11,19,46,4,6,23,21
22201026,True,SAC,14400,17,15,19,48,14,8,7,60,2,4,21,18
22201026,False,MIL,14400,14,8,7,60,17,15,19,48,4,2,18,21
22201027,True,CHA,14400,6,13,12,54,35,12,10,54,8,6,18,19
22201027,False,CLE,14400,35,12,10,54,6,13,12,54,6,8,19,18
22201028,True,WAS,14400,16,17,15,58,17,19,11,44,9,3,12,19
22201028,False,DET,14400,17,19,11,44,16,17,15,58,3,9,19,12
22201029,True,TOR,14400,25,15,25,64,15,4,17,66,2,4,18,17
22201029,False,DEN,14400,15,4,17,66,25,15,25,64,4,2,17,18
22201030,True,NOP,14400,13,17,5,56,18,21,15,38,3,2,24,16
22201030,False,LAL,14400,18,21,15,38,13,17,5,56,2,3,16,24
22201031,True,OKC,14400,25,14,20,66,14,13,11,38,0,5,25,20
22201031,False,BKN,14400,14,13,11,38,25,14,20,66,5,0,20,25
22201032,True,SAS,14400,11,20,15,50,16,22,13,60,7,2,17,16
22201032,False,ORL,14400,16,22,13,60,11,20,15,50,2,7,16,17
22201033,True,PHX,14400,12,7,12,36,14,21,4,54,3,6,26,15
22201033,False,MIL,14400,14,21,4,54,12,7,12,36,6,3,15,26
22201034,True,POR,14400,3,13,16,34,13,8,18,50,3,8,19,13
22201034,False,NYK,14400,13,8,18,50,3,13,16,34,8,3,13,19
22201035,True,CLE,14400,23,14,15,44,12,16,11,30,2,6,18,21
22201035,False,PHI,14400,12,16,11,30,23,14,15,44,6,2,21,18
22201036,True,MIA,14400,24,16,16,62,16,13,10,54,5,1,16,20
22201036,False,MEM,14400,16,13,10,54,24,16,16,62,1,5,20,16
22201037,True,CHI,14400,23,10,24,30,9,8,22,36,4,3,24,19
22201037,False,SAC,14400,9,8,22,36,23,10,24,30,3,4,19,24
22201038,True,HOU,14400,8,20,7,78,15,10,20,46,3,3,29,17
22201038,False,LAL,14400,15,10,20,46,8,20,7,78,3,3,17,29
22201039,True,MIN,14400,13,14,10,46,5,13,10,40,2,5,23,22
22201039,False,BOS,14400,5,13,10,40,13,14,10,46,5,2,22,23
22201040,True,SAS,15900,26,21,14,60,20,20,7,44,4,4,30,25
22201040,False,DAL,15900,20,20,7,44,26,21,14,60,4,4,25,30
22201041,True,LAC,14400,20,27,19,50,11,11,14,48,1,1,18,25
22201041,False,GSW,14400,11,11,14,48,20,27,19,50,1,1,25,18
22201042,True,DET,14400,16,23,8,52,21,16,21,70,3,7,20,15
22201042,False,DEN,14400,21,16,21,70,16,23,8,52,7,3,15,20
22201043,True,BKN,14400,9,0,2,36,1,16,11,36,4,5,22,17
22201043,False,SAC,14400,1,16,11,36,9,0,2,36,5,4,17,22
22201044,True,TOR,14400,19,21,23,50,13,12,6,52,6,4,20,17
22201044,False,OKC,14400,13,12,6,52,19,21,23,50,4,6,17,20
22201045,True,MIL,14400,10,8,13,68,13,10,26,56,4,3,16,20
22201045,False,IND,14400,13,10,26,56,10,8,13,68,3,4,20,16
22201046,True,PHX,14400,17,17,2,40,9,13,26,58,5,3,22,20
22201046,False,ORL,14400,9,13,26,58,17,17,2,40,3,5,20,22
22201047,True,CHA,14400,18,10,10,36,18,15,7,64,6,9,16,19
22201047,False,PHI,14400,18,15,7,64,18,10,10,36,9,6,19,16
22201048,True,ATL,14400,21,17,22,54,9,25,17,68,8,9,15,20
22201048,False,GSW,14400,9,25,17,68,21,17,22,54,9,8,20,15
22201049,True,CLE,14400,21,11,17,78,8,11,7,48,7,6,19,19
22201049,False,WAS,14400,8,11,7,48,21,11,17,78,6,7,19,19
22201050,True,CHI,17400,18,9,14,60,16,13,13,50,6,8,21,24
22201050,False,MIN,17400,16,13,13,50,18,9,14,60,8,6,24,21
22201051,True,HOU,14400,18,18,19,60,22,8,26,46,3,5,19,17
22201051,False,NOP,14400,22,8,26,46,18,18,19,60,5,3,17,19
22201052,True,SAS,15900,15,13,5,36,18,18,7,60,4,9,19,24
22201052,False,MEM,15900,18,18,7,60,15,13,5,36,9,4,24,19
22201053,True,POR,14400,19,4,24,38,28,14,18,50,4,2,26,19
22201053,False,BOS,14400,28,14,18,50,19,4,24,38,2,4,19,26
22201054,True,LAL,14400,13,21,8,54,19,12,17,42,3,4,18,26
22201054,False,DAL,14400,19,12,17,42,13,21,8,54,4,3,26,18
22201055,True,NYK,14400,17,20,11,56,15,12,11,48,4,2,16,21
22201055,False,DEN,14400,15,12,11,48,17,20,11,56,2,4,21,16
22201056,True,LAC,14400,23,16,10,58,13,16,12,58,3,5,24,22
22201056,False,ORL,14400,13,16,12,58,23,16,10,58,5,3,22,24
22201057,True,IND,14400,8,11,21,58,23,6,22,62,5,6,17,17
22201057,False,PHI,14400,23,6,22,62,8,11,21,58,6,5,17,17
22201058,True,TOR,14400,17,2,18,64,17,9,16,64,3,2,25,23
22201058,False,MIN,14400,17,9,16,64,17,2,18,64,2,3,23,25
22201059,True,WAS,14400,8,15,4,40,14,11,13,48,5,7,18,22
22201059,False,SAC,14400,14,11,13,48,8,15,4,40,7,5,22,18
22201060,True,CHI,14400,22,5,11,42,11,19,5,34,5,2,18,10
22201060,False,MIA,14400,11,19,5,34,22,5,11,42,2,5,10,18
22201061,True,MEM,14400,16,19,21,60,12,30,8,44,5,8,24,21
22201061,False,GSW,14400,12,30,8,44,16,19,21,60,8,5,21,24
22201062,True,UTA,14400,12,20,12,48,11,8,9,30,5,2,14,17
22201062,False,BOS,14400,11,8,9,30,12,20,12,48,2,5,17,14
22201063,True,BKN,14400,22,15,7,42,15,17,7,52,3,3,16,17
22201063,False,DEN,14400,15,17,7,52,22,15,7,42,3,3,17,16
22201064,True,OKC,14400,31,14,28,56,18,7,18,40,3,9,20,31
22201064,False,PHX,14400,18,7,18,40,31,14,28,56,9,3,31,20
22201065,True,SAS,14400,11,17,12,62,10,26,11,60,5,4,18,13
22201065,False,ATL,14400,10,26,11,60,11,17,12,62,4,5,13,18
22201066,True,DET,14400,9,13,4,48,11,15,11,40,2,4,20,17
22201066,False,MIA,14400,11,15,11,40,9,13,4,48,4,2,17,20
22201067,True,HOU,14400,17,14,6,34,14,11,17,52,2,4,22,23
22201067,False,NOP,14400,14,11,17,52,17,14,6,34,4,2,23,22
22201068,True,MIL,14400,7,2,9,40,17,18,15,44,8,4,13,15
22201068,False,TOR,14400,17,18,15,44,7,2,9,40,4,8,15,13
22201069,True,POR,14400,14,13,13,54,22,19,14,60,9,3,14,18
22201069,False,LAC,14400,22,19,14,60,14,13,13,54,3,9,18,14
22201070,True,LAL,14400,7,15,8,38,18,17,8,52,9,3,19,28
22201070,False,ORL,14400,18,17,8,52,7,15,8,38,3,9,28,19
22201071,True,CHA,14400,35,15,22,50,8,16,12,50,6,6,22,26
22201071,False,IND,14400,8,16,12,50,35,15,22,50,6,6,26,22
22201072,True,PHI,17400,7,7,19,48,24,10,14,44,8,7,25,18
22201072,False,CHI,17400,24,10,14,44,7,7,19,48,7,8,18,25
22201073,True,NYK,14400,17,6,16,54,19,17,16,68,3,4,22,24
22201073,False,MIN,14400,19,17,16,68,17,6,16,54,4,3,24,22
22201074,True,HOU,14400,25,19,25,54,26,13,28,50,2,6,14,14
22201074,False,GSW,14400,26,13,28,50,25,19,25,54,6,2,14,14
22201075,True,MEM,14400,11,22,10,50,14,6,11,44,3,4,18,19
22201075,False,DAL,14400,14,6,11,44,11,22,10,50,4,3,19,18
22201076,True,UTA,14400,13,9,11,56,20,12,7,38,8,3,23,20
22201076,False,SAC,14400,20,12,7,38,13,9,11,56,3,8,20,23
22201077,True,ORL,14400,17,2,16,52,10,9,17,46,5,4,21,23
22201077,False,WAS,14400,10,9,17,46,17,2,16,52,4,5,23,21
22201078,True,ATL,14400,12,23,18,50,20,12,22,38,6,2,20,26
22201078,False,DET,14400,20,12,22,38,12,23,18,50,2,6,26,20
22201079,True,BKN,14400,18,19,15,54,25,10,9,44,5,3,19,20
22201079,False,CLE,14400,25,10,9,44,18,19,15,54,3,5,20,19
22201080,True,NOP,14400,21,4,13,58,21,3,8,32,2,3,19,19
22201080,False,SAS,14400,21,3,8,32,21,4,13,58,3,2,19,19
22201081,True,SAC,14400,6,5,2,38,21,17,8,56,4,3,19,15
22201081,False,BOS,14400,21,17,8,56,6,5,2,38,3,4,15,19
22201082,True,LAC,14400,20,20,12,60,12,13,2,54,2,4,21,21
22201082,False,OKC,14400,12,13,2,54,20,20,12,60,4,2,21,21
22201083,True,WAS,14400,11,14,10,60,12,13,8,48,4,2,15,18
22201083,False,DEN,14400,12,13,8,48,11,14,10,60,2,4,18,15
22201084,True,MIA,14400,20,2,13,42,9,10,12,46,1,5,18,25
22201084,False,NYK,14400,9,10,12,46,20,2,13,42,5,1,25,18
22201085,True,TOR,14400,21,17,11,54,10,17,20,54,7,5,22,29
22201085,False,IND,14400,10,17,20,54,21,17,11,54,5,7,29,22
22201086,True,DAL,14400,17,13,11,54,12,18,14,66,2,5,17,20
22201086,False,GSW,14400,12,18,14,66,17,13,11,54,5,2,20,17
22201087,True,CHI,14400,22,14,22,50,19,17,19,38,4,4,16,22
22201087,False,PHI,14400,19,17,19,38,22,14,22,50,4,4,22,16
22201088,True,MEM,14400,24,15,18,66,14,12,20,58,4,3,21,25
22201088,False,HOU,14400,14,12,20,58,24,15,18,66,3,4,25,21
22201089,True,MIL,14400,23,16,26,54,6,16,7,44,4,6,14,21
22201089,False,SAS,14400,6,16,7,44,23,16,26,54,6,4,21,14
22201090,True,MIN,14400,24,15,19,62,11,11,16,50,3,6,20,25
22201090,False,ATL,14400,11,11,16,50,24,15,19,62,6,3,25,20
22201091,True,UTA,14400,13,4,11,52,17,9,18,62,5,5,21,24
22201091,False,POR,14400,17,9,18,62,13,4,11,52,5,5,24,21
22201092,True,LAL,14400,27,3,17,50,18,8,13,44,2,6,20,31
22201092,False,PHX,14400,18,8,13,44,27,3,17,50,6,2,31,20
22201093,True,ORL,14400,13,10,15,50,28,17,20,48,7,8,19,15
22201093,False,NYK,14400,28,17,20,48,13,10,15,50,8,7,15,19
22201094,True,BKN,14400,20,12,11,46,20,13,14,58,7,7,21,21
22201094,False,CLE,14400,20,13,14,58,20,12,11,46,7,7,21,21
22201095,True,NOP,14400,20,19,13,62,7,7,18,44,0,4,14,17
22201095,False,CHA,14400,7,7,18,44,20,19,13,62,4,0,17,14
22201096,True,LAC,14400,22,10,12,38,17,11,6,46,5,3,9,20
22201096,False,OKC,14400,17,11,6,46,22,10,12,38,3,5,20,9
22201097,True,BOS,14400,21,13,16,48,12,5,8,56,6,4,15,16
22201097,False,IND,14400,12,5,8,56,21,13,16,48,4,6,16,15
22201098,True,WAS,14400,8,13,8,58,11,19,9,64,8,4,16,21
22201098,False,SAS,14400,11,19,9,64,8,13,8,58,4,8,21,16
22201099,True,TOR,14400,26,14,24,44,14,11,19,48,9,4,24,18
22201099,False,DET,14400,14,11,19,48,26,14,24,44,4,9,18,24
22201100,True,MEM,14400,20,14,33,62,15,8,32,72,7,3,19,14
22201100,False,HOU,14400,15,8,32,72,20,14,33,62,3,7,14,19
22201101,True,DAL,14400,9,9,7,56,11,12,15,50,4,4,19,17
22201101,False,CHA,14400,11,12,15,50,9,9,7,56,4,4,17,19
22201102,True,UTA,14400,16,24,13,48,17,12,22,58,5,11,15,20
22201102,False,MIL,14400,17,12,22,58,16,24,13,48,11,5,20,15
22201103,True,GSW,14400,12,14,7,42,15,4,16,50,0,1,21,20
22201103,False,PHI,14400,15,4,16,50,12,14,7,42,1,0,20,21
22201104,True,POR,14400,18,8,13,54,14,8,6,52,5,8,14,19
22201104,False,CHI,14400,14,8,6,52,18,8,13,54,8,5,19,14
22201105,True,SAC,14400,19,17,7,66,4,17,7,56,3,7,23,25
22201105,False,PHX,14400,4,17,7,56,19,17,7,66,7,3,25,23
22201106,True,LAL,14400,9,11,11,54,10,16,20,48,4,5,14,19
22201106,False,OKC,14400,10,16,20,48,9,11,11,54,5,4,19,14
22201107,True,ATL,14400,24,22,8,76,19,15,10,60,8,7,14,18
22201107,False,IND,14400,19,15,10,60,24,22,8,76,7,8,18,14
22201108,True,MIA,14400,7,14,5,44,23,29,16,42,4,6,19,18
22201108,False,BKN,14400,23,29,16,42,7,14,5,44,6,4,18,19
22201109,True,DEN,14400,18,12,10,56,8,4,17,48,3,2,18,19
22201109,False,MIL,14400,8,4,17,48,18,12,10,56,2,3,19,18
22201110,True,PHX,14400,15,18,7,42,5,9,11,36,9,7,22,16
22201110,False,PHI,14400,5,9,11,36,15,18,7,42,7,9,16,22
22201111,True,SAC,14400,24,11,11,50,11,17,2,70,1,7,13,14
22201111,False,UTA,14400,11,17,2,70,24,11,11,50,7,1,14,13
22201112,True,LAC,14400,21,4,14,38,28,20,14,54,6,3,14,21
22201112,False,NOP,14400,28,20,14,54,21,4,14,38,3,6,21,14
22201113,True,CHA,14400,10,19,14,48,9,4,2,26,2,7,18,24
22201113,False,DAL,14400,9,4,2,26,10,19,14,48,7,2,24,18
22201114,True,LAL,14400,16,12,5,46,34,10,15,50,4,2,18,23
22201114,False,CHI,14400,34,10,15,50,16,12,5,46,2,4,23,18
22201115,True,ATL,14400,6,31,12,66,7,9,24,62,5,7,15,22
22201115,False,MEM,14400,7,9,24,62,6,31,12,66,7,5,22,15
22201116,True,BOS,14400,22,12,29,62,12,4,8,46,11,0,18,16
22201116,False,SAS,14400,12,4,8,46,22,12,29,62,0,11,16,18
22201117,True,CLE,14400,21,15,10,54,13,12,10,44,7,1,16,22
22201117,False,HOU,14400,13,12,10,44,21,15,10,54,1,7,22,16
22201118,True,ORL,14400,18,5,21,58,8,25,10,38,3,8,21,20
22201118,False,BKN,14400,8,25,10,38,18,5,21,58,8,3,20,21
22201119,True,TOR,14400,25,27,28,54,11,11,22,36,6,2,19,12
22201119,False,WAS,14400,11,11,22,36,25,27,28,54,2,6,12,19
