gameid,home,team,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22200304,True,NOP,14400,105,40,24,16,23,2,5,10,2,5,7,2,4,6,4,6
22200304,False,OKC,14400,101,33,20,13,24,1,7,15,4,6,10,1,4,5,1,5
22200305,True,DEN,14400,129,37,19,18,13,0,14,31,1,1,2,0,3,3,1,3
22200305,False,HOU,14400,113,25,16,9,8,0,7,17,4,1,5,2,0,2,2,2
22200306,True,UTA,14400,107,47,38,9,11,0,5,13,3,3,6,0,3,2,2,3
22200306,False,CHI,14400,114,60,23,37,16,1,7,15,1,1,2,0,4,4,2,4
22200307,True,SAC,14400,117,46,31,15,8,1,12,26,1,3,4,0,4,4,0,4
22200307,False,PHX,14400,122,40,32,8,11,0,10,21,0,5,5,0,7,7,1,7
22200308,True,LAL,14400,115,51,29,22,4,0,4,9,4,6,10,2,5,7,2,7
22200308,False,IND,14400,116,43,29,14,15,0,18,40,2,6,8,0,7,5,1,7
22200309,True,DET,14400,110,53,34,19,10,0,11,24,2,3,5,3,2,5,4,5
22200309,False,NYK,14400,140,44,23,21,13,0,9,23,4,8,12,2,11,11,9,13
22200310,True,DAL,14400,116,41,20,21,19,0,10,22,4,0,4,1,5,6,3,6
22200310,False,GSW,14400,113,49,27,22,20,1,6,14,0,4,4,3,10,13,10,13
22200311,True,POR,14400,112,61,42,19,10,1,12,32,2,2,4,1,6,7,4,7
22200311,False,LAC,14400,118,61,39,22,11,1,6,12,4,1,5,3,6,9,8,9
22200312,True,CLE,14400,113,55,37,18,13,0,11,26,0,6,6,1,3,4,1,4
22200312,False,PHI,14400,85,38,21,17,22,0,8,17,0,1,1,2,2,4,4,4
22200313,True,ORL,14400,108,51,28,23,17,0,10,21,1,5,6,1,9,8,3,10
22200313,False,ATL,14400,125,44,25,19,14,1,13,28,1,1,2,6,9,15,12,15
22200314,True,BOS,14400,134,41,23,18,9,2,1,3,5,6,11,0,2,2,1,2
22200314,False,MIA,14400,121,40,14,26,12,1,16,39,2,3,5,0,3,2,0,3
22200315,True,BKN,14400,113,54,38,16,18,0,11,24,0,5,5,0,12,10,3,12
22200315,False,WAS,14400,107,48,34,14,12,0,8,17,2,6,8,2,8,10,5,10
22200316,True,NYK,14400,103,42,24,18,7,0,10,21,6,3,9,5,9,13,9,14
22200316,False,MIL,14400,109,60,42,18,6,1,7,16,4,2,6,4,2,6,6,6
22200317,True,MIN,14400,109,42,26,16,13,0,12,27,1,3,4,0,6,6,2,6
22200317,False,MEM,14400,101,41,20,21,12,0,7,16,3,0,3,3,9,10,5,12
22200318,True,NOP,14400,126,43,24,19,15,1,6,15,4,3,7,0,10,10,6,10
22200318,False,TOR,14400,108,35,24,11,17,0,7,20,1,2,3,0,1,1,1,1
22200319,True,OKC,14400,119,60,35,25,12,0,11,24,0,0,0,0,4,3,2,4
22200319,False,SAS,14400,111,53,35,18,14,0,5,10,0,2,2,0,1,0,0,1
22200320,True,DEN,14400,120,48,25,23,21,0,5,12,4,5,9,0,3,3,1,3
22200320,False,HOU,14400,100,40,26,14,12,0,7,15,1,1,2,1,5,6,3,6
22200321,True,PHX,14400,132,41,27,14,8,0,17,38,1,1,2,2,7,8,7,9
22200321,False,CHI,14400,113,47,32,15,10,0,6,13,0,3,3,1,3,4,3,4
22200322,True,UTA,14400,125,53,39,14,14,0,12,30,4,4,8,1,11,9,3,12
22200322,False,LAC,14400,112,38,22,16,17,0,9,18,6,6,12,4,4,6,2,8
22200323,True,SAC,14400,137,42,24,18,12,2,8,21,2,3,5,0,2,2,1,2
22200323,False,IND,14400,114,33,22,11,12,1,1,2,2,2,4,2,3,5,5,5
22200324,True,LAL,14400,128,40,31,9,12,1,5,11,2,1,3,3,1,4,4,4
22200324,False,POR,14400,109,37,23,14,14,0,12,25,0,3,3,0,5,4,1,5
22200325,True,DET,15900,131,49,17,32,14,0,15,36,1,2,3,1,2,3,2,3
22200325,False,DAL,15900,125,62,36,26,14,0,9,24,1,2,3,1,2,3,2,3
22200326,True,CHA,14400,117,43,27,16,6,0,8,18,4,4,8,1,7,4,1,8
22200326,False,WAS,14400,116,61,42,19,7,0,8,17,4,4,8,3,5,7,4,8
22200327,True,ATL,14400,117,48,27,21,28,1,13,28,1,1,2,3,7,10,4,10
22200327,False,DEN,14400,109,47,28,19,16,0,10,23,3,2,5,2,8,10,8,10
22200328,True,BOS,15900,116,48,30,18,8,1,3,7,2,2,4,1,2,3,3,3
22200328,False,MIA,15900,120,35,17,18,16,2,12,30,1,0,1,2,5,7,3,7
22200329,True,BKN,14400,114,53,34,19,9,0,8,16,6,3,9,0,10,9,6,10
22200329,False,TOR,14400,105,44,24,20,13,1,8,16,0,2,2,0,1,0,0,1
22200330,True,CLE,14400,107,54,42,12,12,2,6,14,1,4,5,1,3,4,0,4
22200330,False,ORL,14400,96,45,27,18,11,1,14,30,3,2,5,2,3,4,1,5
22200331,True,MIL,14400,129,61,45,16,8,0,15,35,3,1,4,1,2,3,1,3
22200331,False,LAL,14400,133,45,26,19,10,2,15,34,1,1,2,0,5,5,0,5
22200332,True,MEM,14400,117,53,42,11,12,0,6,12,3,2,5,4,4,7,6,8
22200332,False,PHI,14400,109,41,30,11,12,1,6,16,4,4,8,2,5,7,6,7
22200333,True,SAS,14400,99,31,17,14,7,1,5,12,2,4,6,1,5,5,4,6
22200333,False,NOP,14400,117,30,20,10,16,0,6,15,3,1,4,2,5,6,5,7
22200334,True,PHX,14400,121,28,23,5,10,1,11,25,3,5,8,4,3,7,5,7
22200334,False,HOU,14400,122,32,21,11,20,0,4,8,4,4,8,0,4,4,4,4
22200335,True,UTA,14400,139,51,38,13,13,1,6,14,0,3,3,2,7,9,9,9
22200335,False,IND,14400,119,52,27,25,19,1,8,19,2,2,4,1,4,4,1,5
22200336,True,GSW,14400,119,60,43,17,16,2,17,42,2,0,2,2,1,3,1,3
22200336,False,CHI,14400,111,41,15,26,22,0,9,22,0,3,3,2,4,6,5,6
22200337,True,NYK,14400,100,64,22,42,13,1,5,12,4,3,7,0,8,7,3,8
22200337,False,DAL,14400,121,49,25,24,16,1,8,19,3,5,8,2,6,7,5,8
22200338,True,LAC,14400,96,49,31,18,17,0,4,9,3,0,3,4,4,8,7,8
22200338,False,SAC,14400,123,50,32,18,14,1,9,20,0,3,3,2,4,5,2,6
22200339,True,CHA,14400,96,51,27,24,18,0,12,25,0,0,0,1,4,5,3,5
22200339,False,MIL,14400,105,56,37,19,9,0,10,23,3,3,6,0,3,3,2,3
22200340,True,TOR,14400,121,47,31,16,24,0,4,8,1,3,4,0,3,3,3,3
22200340,False,ORL,14400,108,38,22,16,19,0,11,23,0,1,1,0,4,4,3,4
22200341,True,MIN,14400,128,32,27,5,22,0,7,15,0,0,0,3,0,3,2,3
22200341,False,OKC,14400,135,38,19,19,12,3,7,15,2,1,3,1,0,1,1,1
22200342,True,GSW,14400,120,62,39,23,24,0,11,31,1,2,3,0,9,9,5,9
22200342,False,HOU,14400,101,62,20,42,15,1,5,12,1,2,3,0,1,1,1,1
22200343,True,UTA,14400,111,37,27,10,13,0,2,5,4,1,5,0,2,2,1,2
22200343,False,POR,14400,116,38,22,16,10,0,10,25,2,3,5,3,5,8,4,8
22200344,True,NOP,14400,121,40,30,10,13,1,9,19,4,5,9,0,5,4,1,5
22200344,False,DEN,14400,106,29,22,7,9,0,7,16,2,1,3,2,5,7,6,7
22200345,True,SAS,14400,95,58,34,24,22,0,5,10,0,1,1,0,3,3,1,3
22200345,False,PHX,14400,133,57,32,25,11,1,6,13,1,3,4,1,5,6,4,6
22200346,True,BKN,14400,92,48,26,22,10,0,2,5,3,1,4,0,2,2,1,2
22200346,False,BOS,14400,103,44,30,14,13,0,3,7,3,2,5,1,4,5,1,5
22200347,True,DET,14400,112,55,30,25,20,0,8,17,0,0,0,0,2,2,1,2
22200347,False,MEM,14400,122,34,23,11,17,0,11,28,2,2,4,2,2,4,2,4
22200348,True,NYK,14400,92,35,22,13,13,0,3,7,2,2,4,0,5,5,3,5
22200348,False,CLE,14400,81,38,23,15,17,1,4,9,2,3,5,0,7,7,4,7
22200349,True,WAS,14400,119,44,34,10,15,0,10,22,0,1,1,0,3,3,0,3
22200349,False,LAL,14400,130,42,29,13,9,2,3,6,3,0,3,2,2,4,3,4
22200350,True,SAC,14400,110,45,33,12,11,1,10,23,4,3,7,1,4,4,3,5
22200350,False,CHI,14400,101,39,22,17,19,0,4,8,3,2,5,1,6,6,2,7
22200351,True,POR,14400,116,43,27,16,13,1,10,23,1,2,3,2,2,4,3,4
22200351,False,IND,14400,100,46,24,22,24,0,7,15,3,4,7,1,4,5,1,5
22200352,True,CHA,14400,117,64,41,23,11,0,11,25,3,0,3,0,7,7,3,7
22200352,False,LAC,14400,119,64,43,21,15,0,11,24,2,2,4,2,9,11,5,11
22200353,True,ORL,14400,102,45,21,24,19,1,12,26,2,3,5,4,9,11,6,13
22200353,False,MIL,14400,109,45,29,16,12,0,3,6,3,4,7,3,4,7,4,7
22200354,True,ATL,14400,114,55,34,21,16,2,11,24,3,2,5,2,4,6,4,6
22200354,False,OKC,14400,121,60,38,22,14,1,8,17,3,7,10,1,9,10,5,10
22200355,True,TOR,14400,110,46,28,18,12,0,6,13,5,1,6,1,4,5,5,5
22200355,False,BOS,14400,116,39,25,14,14,3,6,15,4,2,6,2,14,15,7,16
22200356,True,HOU,17400,132,36,23,13,14,0,6,14,3,1,4,2,2,4,4,4
22200356,False,PHI,17400,123,42,20,22,25,0,3,7,2,3,5,0,3,3,1,3
22200357,True,MEM,14400,101,45,25,20,14,0,7,16,0,2,2,1,1,1,0,2
22200357,False,MIA,14400,93,40,22,18,13,0,3,6,1,5,6,0,9,8,2,9
22200358,True,DAL,14400,130,50,35,15,12,0,15,35,1,1,2,0,8,8,2,8
22200358,False,PHX,14400,111,48,23,25,11,0,5,11,7,0,7,1,8,5,3,9
22200359,True,GSW,14400,104,57,27,30,21,0,7,19,2,0,2,1,5,6,4,6
22200359,False,IND,14400,112,45,18,27,14,3,6,14,3,0,3,1,5,6,6,6
22200360,True,CLE,14400,116,52,31,21,16,0,16,35,1,5,6,1,6,5,2,7
22200360,False,LAL,14400,102,48,32,16,6,0,6,12,5,3,8,2,2,4,4,4
22200361,True,MIA,14400,96,36,20,16,19,0,5,10,1,1,2,1,7,8,3,8
22200361,False,DET,14400,116,41,23,18,10,1,4,10,3,4,7,2,1,3,3,3
22200362,True,DEN,14400,115,38,19,19,18,0,9,22,2,2,4,0,5,1,1,5
22200362,False,DAL,14400,116,42,24,18,14,1,3,9,2,4,6,0,6,5,1,6
22200363,True,ORL,15900,116,52,32,20,13,0,9,18,3,5,8,2,7,5,3,9
22200363,False,LAC,15900,111,66,54,12,13,0,3,6,6,4,10,4,3,6,4,7
22200364,True,BKN,14400,122,44,34,10,18,0,14,30,1,4,5,0,6,4,2,6
22200364,False,CHA,14400,116,48,33,15,18,0,14,31,1,1,2,1,2,3,2,3
22200365,True,NYK,14400,113,50,26,24,14,0,6,17,2,3,5,5,20,24,11,25
22200365,False,ATL,14400,89,49,30,19,17,1,11,22,5,4,9,1,6,7,3,7
22200366,True,TOR,14400,126,57,35,22,17,0,9,20,2,3,5,0,9,6,4,9
22200366,False,LAL,14400,113,68,42,26,14,1,5,10,3,2,5,1,13,12,1,14
22200367,True,CHI,14400,115,42,18,24,15,0,10,23,0,2,2,0,3,3,0,3
22200367,False,WAS,14400,111,42,30,12,10,0,12,25,2,1,3,1,3,2,2,4
22200368,True,MEM,14400,123,33,23,10,18,1,8,21,1,2,3,1,1,2,2,2
22200368,False,OKC,14400,102,33,17,16,15,1,3,8,0,1,1,0,3,3,1,3
22200369,True,MIL,14400,126,27,21,6,10,0,2,4,5,1,6,3,2,5,4,5
22200369,False,SAC,14400,113,31,28,3,8,0,13,29,0,0,0,2,2,4,3,4
22200370,True,MIN,14400,121,23,16,7,13,0,5,12,1,4,5,0,7,7,4,7
22200370,False,IND,14400,115,33,24,9,11,0,8,19,2,2,4,2,7,9,4,9
22200371,True,NOP,14400,104,38,26,12,15,0,4,9,2,2,4,2,7,9,6,9
22200371,False,DET,14400,98,36,24,12,12,1,8,20,3,2,5,3,3,6,3,6
22200372,True,UTA,14400,124,48,27,21,15,1,13,31,2,2,4,1,3,3,2,4
22200372,False,GSW,14400,123,50,28,22,9,0,16,38,2,2,4,1,6,7,2,7
22200373,True,PHX,14400,98,66,40,26,17,0,8,17,2,0,2,1,3,2,2,4
22200373,False,BOS,14400,125,58,40,18,17,0,10,24,3,3,6,3,6,9,3,9
22200374,True,MIA,14400,115,41,22,19,29,1,7,17,1,2,3,3,9,12,7,12
22200374,False,LAC,14400,110,42,28,14,9,0,10,25,7,3,10,0,3,3,1,3
22200375,True,SAS,14400,118,62,46,16,16,0,13,29,2,2,4,0,6,4,2,6
22200375,False,HOU,14400,109,52,28,24,12,0,8,16,1,2,3,0,4,4,2,4
22200376,True,POR,14400,120,53,33,20,17,2,12,33,1,4,5,0,4,3,0,4
22200376,False,DEN,14400,121,45,27,18,14,1,6,16,2,2,4,3,4,5,2,7
22200377,True,CHA,14400,102,43,20,23,12,0,17,37,0,1,1,0,5,5,2,5
22200377,False,NYK,14400,121,35,18,17,11,0,9,21,3,1,4,1,4,4,1,5
22200378,True,IND,14400,121,43,28,15,13,1,10,23,2,4,6,1,4,3,1,5
22200378,False,WAS,14400,111,56,30,26,13,0,5,11,3,3,6,0,6,2,1,6
22200379,True,ORL,14400,113,47,30,17,4,1,4,8,0,4,4,1,6,7,5,7
22200379,False,TOR,14400,109,33,22,11,28,1,8,19,0,5,5,0,3,3,1,3
22200380,True,BKN,14400,120,32,22,10,14,0,10,23,2,3,5,2,4,6,3,6
22200380,False,ATL,14400,116,33,22,11,14,0,9,21,2,3,5,2,0,2,2,2
22200381,True,CLE,14400,95,40,20,20,18,0,11,24,2,2,4,1,4,5,1,5
22200381,False,SAC,14400,106,41,24,17,15,1,6,16,1,1,2,1,2,3,2,3
22200382,True,PHI,15900,133,31,18,13,22,0,9,20,1,2,3,2,3,4,2,5
22200382,False,LAL,15900,122,27,15,12,23,4,3,6,1,5,6,2,1,2,2,3
22200383,True,MEM,14400,114,40,28,12,11,0,7,16,0,3,3,1,6,7,4,7
22200383,False,DET,14400,103,44,32,12,8,0,11,25,1,3,4,3,4,7,5,7
22200384,True,NOP,14400,128,41,21,20,19,1,8,17,0,2,2,3,5,8,6,8
22200384,False,PHX,14400,117,41,29,12,16,0,7,17,3,4,7,0,4,4,2,4
22200385,True,UTA,14400,108,23,14,9,13,1,10,25,0,3,3,1,3,2,1,4
22200385,False,MIN,14400,118,38,24,14,20,0,10,22,3,4,7,0,3,3,2,3
22200386,True,DAL,14400,105,47,30,17,15,1,8,18,2,4,6,2,4,6,4,6
22200386,False,MIL,14400,106,36,20,16,10,0,6,15,1,0,1,1,2,3,2,3
22200387,True,MIA,14400,111,43,30,13,11,1,10,23,3,2,5,0,7,5,3,7
22200387,False,SAS,14400,115,52,30,22,17,0,7,14,4,5,9,1,3,4,4,4
22200388,True,IND,14400,133,48,36,12,18,1,5,12,2,2,4,0,0,0,0,0
22200388,False,BKN,14400,136,40,24,16,11,0,7,15,1,2,3,3,6,9,4,9
22200389,True,WAS,14400,107,55,26,29,12,0,7,19,2,1,3,1,7,8,1,8
22200389,False,LAC,14400,114,44,29,15,18,0,6,14,0,1,1,0,4,3,1,4
22200390,True,CLE,14400,110,46,29,17,15,0,4,9,3,1,4,1,2,3,2,3
22200390,False,OKC,14400,102,49,29,20,17,0,1,2,2,3,5,0,4,3,1,4
22200391,True,CHI,14400,144,34,22,12,10,0,6,12,1,1,2,1,1,2,1,2
22200391,False,DAL,14400,115,24,21,3,5,0,8,16,1,0,1,1,0,1,0,1
22200392,True,GSW,14400,123,52,26,26,13,0,19,46,0,0,0,0,0,0,0,0
22200392,False,BOS,14400,107,38,17,21,18,0,15,36,2,1,3,0,2,2,0,2
22200393,True,DEN,14400,115,38,22,16,9,0,10,20,0,1,1,0,6,6,3,6
22200393,False,UTA,14400,110,35,25,10,17,0,0,0,4,2,6,2,8,10,4,10
22200394,True,POR,14400,124,36,28,8,4,0,16,37,2,1,3,0,5,4,4,5
22200394,False,MIN,14400,118,27,21,6,17,0,7,18,1,3,4,0,0,0,0,0
22200395,True,NOP,15900,129,30,19,11,23,0,6,12,2,3,5,0,12,12,6,12
22200395,False,PHX,15900,124,26,19,7,16,2,7,16,7,1,8,4,4,8,4,8
22200396,True,DET,14400,117,36,25,11,16,0,11,25,3,2,5,1,3,2,1,4
22200396,False,LAL,14400,124,37,15,22,13,0,3,6,3,0,3,0,8,8,8,8
22200397,True,NYK,14400,112,25,17,8,13,1,7,15,3,3,6,4,3,7,6,7
22200397,False,SAC,14400,99,23,17,6,11,0,4,10,2,2,4,1,2,3,2,3
22200398,True,ORL,14400,111,30,27,3,7,1,3,6,5,2,7,1,5,6,4,6
22200398,False,TOR,14400,99,32,22,10,14,1,5,10,1,1,2,2,2,4,4,4
22200399,True,PHI,14400,131,43,28,15,13,1,4,8,0,1,1,1,5,6,2,6
22200399,False,CHA,14400,113,33,27,6,22,0,12,30,3,4,7,2,2,3,1,4
22200400,True,ATL,15900,123,57,43,14,18,2,6,13,1,2,3,0,5,5,3,5
22200400,False,CHI,15900,122,60,33,27,15,0,5,11,3,4,7,1,2,2,2,3
22200401,True,HOU,14400,97,48,23,25,18,0,16,36,4,6,10,0,3,2,0,3
22200401,False,MIL,14400,92,52,40,12,13,0,9,21,1,0,1,0,7,6,4,7
22200402,True,IND,14400,82,41,28,13,19,1,5,10,2,3,5,2,4,6,1,6
22200402,False,MIA,14400,87,35,16,19,16,1,6,15,0,2,2,2,7,7,3,9
22200403,True,WAS,14400,100,34,24,10,12,0,6,12,5,2,7,1,1,2,2,2
22200403,False,BKN,14400,112,39,28,11,9,1,7,15,1,2,3,1,3,4,1,4
22200404,True,MEM,14400,128,76,54,22,23,0,7,18,2,2,4,1,10,9,4,11
22200404,False,ATL,14400,103,44,23,21,20,0,10,21,5,2,7,4,6,9,4,10
22200405,True,DAL,14400,121,23,18,5,7,1,7,17,0,2,2,0,2,2,2,2
22200405,False,OKC,14400,114,27,17,10,10,1,5,10,2,2,4,0,7,7,0,7
22200406,True,SAS,14400,112,39,31,8,16,0,11,22,4,3,7,2,1,3,3,3
22200406,False,CLE,14400,111,66,45,21,13,0,14,29,4,2,6,2,5,6,3,7
22200407,True,POR,14400,133,54,33,21,15,1,11,28,1,2,3,1,5,6,3,6
22200407,False,MIN,14400,112,50,24,26,21,0,6,13,1,4,5,0,4,4,3,4
22200408,True,LAC,14400,113,34,15,19,22,0,15,32,1,1,2,0,4,4,0,4
22200408,False,BOS,14400,93,52,41,11,14,1,14,32,1,2,3,0,2,2,0,2
22200409,True,PHI,14400,123,47,26,21,18,1,6,16,3,2,5,0,10,10,5,10
22200409,False,SAC,14400,103,54,33,21,9,3,10,23,5,2,7,1,4,5,3,5
22200410,True,MIL,14400,128,40,25,15,11,0,11,25,5,3,8,1,3,4,2,4
22200410,False,GSW,14400,111,47,29,18,19,2,16,43,3,2,5,2,5,6,3,7
22200411,True,HOU,14400,111,61,28,33,14,1,7,17,4,3,7,0,6,6,5,6
22200411,False,PHX,14400,97,56,30,26,32,0,10,26,3,3,6,0,2,2,2,2
22200412,True,UTA,14400,121,36,29,7,10,1,12,29,2,3,5,4,4,8,5,8
22200412,False,NOP,14400,100,44,22,22,21,0,7,14,2,3,5,2,8,8,4,10
22200413,True,LAL,15900,118,51,31,20,14,0,6,15,0,4,4,1,4,5,3,5
22200413,False,BOS,15900,122,31,21,10,10,0,12,30,1,2,3,0,8,8,1,8
22200414,True,CHA,15900,134,48,32,16,13,0,11,23,3,3,6,2,5,7,3,7
22200414,False,DET,15900,141,80,40,40,3,0,17,39,1,1,2,1,3,4,3,4
22200415,True,IND,14400,125,50,30,20,19,0,12,31,3,5,8,1,5,4,3,6
22200415,False,GSW,14400,119,53,26,27,18,1,10,23,2,2,4,1,11,9,1,12
22200416,True,ORL,14400,135,31,15,16,12,1,11,23,2,4,6,0,3,2,1,3
22200416,False,ATL,14400,124,47,29,18,15,1,9,21,0,1,1,1,2,2,1,3
22200417,True,TOR,14400,123,46,23,23,21,0,11,25,3,4,7,1,6,7,3,7
22200417,False,SAC,14400,124,54,39,15,11,0,5,13,4,0,4,1,12,12,7,13
22200418,True,CHI,15900,120,57,38,19,12,3,18,37,2,1,3,0,3,3,2,3
22200418,False,NYK,15900,128,54,36,18,12,0,7,14,1,0,1,2,1,3,3,3
22200419,True,OKC,14400,108,51,19,32,10,0,2,5,1,2,3,0,3,3,1,3
22200419,False,MIA,14400,110,44,27,17,18,1,9,25,0,2,2,0,4,4,1,4
22200420,True,SAS,14400,112,36,18,18,22,1,11,24,1,2,3,1,0,1,1,1
22200420,False,POR,14400,128,47,35,12,9,0,12,31,2,2,4,2,2,4,3,4
22200421,True,DAL,14400,90,45,28,17,14,0,4,10,1,1,2,0,1,1,1,1
22200421,False,CLE,14400,105,40,18,22,12,0,10,24,2,2,4,0,1,1,1,1
22200422,True,DEN,14400,141,31,22,9,11,0,9,19,0,2,2,0,2,2,1,2
22200422,False,WAS,14400,128,29,25,4,12,0,7,17,0,3,3,0,1,1,0,1
22200423,True,LAC,14400,99,47,33,14,20,0,6,13,3,3,6,0,8,8,2,8
22200423,False,MIN,14400,88,53,28,25,19,0,4,9,1,1,2,0,6,6,2,6
22200424,True,HOU,14400,108,48,21,27,15,0,8,16,6,4,10,2,4,6,3,6
22200424,False,MIA,14400,111,49,36,13,17,1,12,30,4,3,7,1,5,6,4,6
22200425,True,MEM,14400,142,54,29,25,10,1,12,27,2,1,3,0,7,3,2,7
22200425,False,MIL,14400,101,51,33,18,13,0,9,20,3,3,6,0,4,3,0,4
22200426,True,UTA,15900,132,38,30,8,16,0,11,28,8,2,10,3,4,7,1,7
22200426,False,NOP,15900,129,46,18,28,16,0,13,26,0,3,3,1,12,12,2,13
22200427,True,LAC,14400,95,45,29,16,17,0,7,16,4,1,5,1,3,3,2,4
22200427,False,PHX,14400,111,47,33,14,16,0,15,31,1,1,2,0,6,6,4,6
22200428,True,CHA,14400,106,52,32,20,17,0,9,22,1,0,1,1,1,1,1,2
22200428,False,ATL,14400,125,56,34,22,10,0,17,41,2,3,5,1,12,10,8,13
22200429,True,DET,14400,113,36,24,12,13,0,8,18,4,1,5,1,2,3,3,3
22200429,False,SAC,14400,122,47,31,16,15,2,10,24,3,3,6,1,4,4,2,5
22200430,True,BOS,14400,109,55,36,19,21,1,6,15,5,3,8,1,2,2,1,3
22200430,False,ORL,14400,117,47,20,27,12,0,7,15,2,2,4,1,3,3,1,4
22200431,True,CLE,14400,118,41,18,23,11,0,6,15,1,2,3,1,3,4,2,4
22200431,False,IND,14400,112,44,20,24,11,0,7,15,2,1,3,0,5,4,1,5
22200432,True,PHI,14400,118,31,17,14,14,0,7,17,2,1,3,0,5,5,3,5
22200432,False,GSW,14400,106,34,21,13,11,0,11,30,1,2,3,1,2,3,1,3
22200433,True,TOR,14400,116,46,35,11,8,1,8,17,2,2,4,0,4,4,2,4
22200433,False,BKN,14400,119,60,44,16,15,0,5,14,2,3,5,1,6,3,1,7
22200434,True,CHI,14400,91,46,27,19,7,1,10,23,2,5,7,0,7,7,7,7
22200434,False,NYK,14400,114,32,25,7,15,2,6,16,4,3,7,5,4,9,7,9
22200435,True,OKC,14400,110,47,37,10,13,0,3,7,5,3,8,0,4,4,2,4
22200435,False,MIN,14400,112,42,25,17,24,1,7,16,2,2,4,1,4,5,1,5
22200436,True,DAL,14400,130,28,21,7,6,0,9,21,0,1,1,0,5,5,1,5
22200436,False,POR,14400,110,19,12,7,6,0,4,10,1,0,1,0,0,0,0,0
22200437,True,LAL,14400,126,23,16,7,17,1,6,12,4,4,8,2,2,3,2,4
22200437,False,DEN,14400,108,23,16,7,16,0,8,17,3,2,5,1,2,3,3,3
22200438,True,LAC,14400,102,54,38,16,21,0,9,18,5,2,7,3,4,7,3,7
22200438,False,WAS,14400,93,53,36,17,19,1,7,16,3,4,7,3,8,11,8,11
22200439,True,SAS,14400,101,43,25,18,12,1,6,14,2,1,3,0,6,6,3,6
22200439,False,MIA,14400,111,45,31,14,21,1,11,25,1,5,6,1,5,6,1,6
22200440,True,CLE,15900,100,42,22,20,8,1,6,13,1,2,3,3,0,3,3,3
22200440,False,DAL,15900,99,35,23,12,10,2,8,19,1,2,3,1,3,3,1,4
22200441,True,HOU,14400,95,21,18,3,9,1,4,8,5,4,9,2,1,3,2,3
22200441,False,POR,14400,107,31,26,5,10,2,12,30,3,1,4,1,4,5,2,5
22200442,True,MIL,14400,123,27,17,10,10,0,9,20,3,2,5,2,4,6,3,6
22200442,False,UTA,14400,97,27,23,4,11,0,18,48,2,2,4,2,1,3,3,3
22200443,True,OKC,14400,115,47,19,28,13,0,3,8,1,3,4,1,13,14,6,14
22200443,False,MEM,14400,109,49,26,23,11,0,10,23,4,1,5,2,12,14,8,14
22200444,True,PHX,14400,118,47,27,20,14,0,12,28,0,1,1,1,3,3,2,4
22200444,False,NOP,14400,114,53,29,24,12,0,6,13,3,1,4,0,13,13,6,13
22200445,True,BOS,14400,92,54,36,18,15,0,6,13,4,3,7,0,5,5,0,5
22200445,False,ORL,14400,95,39,18,21,14,0,10,23,4,4,8,0,5,5,2,5
22200446,True,IND,14400,106,35,23,12,10,1,6,14,4,3,7,1,5,6,4,6
22200446,False,NYK,14400,109,36,25,11,8,1,6,13,4,6,10,3,3,6,6,6
22200447,True,DET,14400,121,47,30,17,7,1,5,11,2,0,2,0,0,0,0,0
22200447,False,BKN,14400,124,52,35,17,9,0,12,29,1,2,3,0,6,4,1,6
22200448,True,TOR,14400,110,37,16,21,16,1,7,19,0,0,0,0,1,1,1,1
22200448,False,GSW,14400,126,55,38,17,13,1,10,26,3,1,4,2,5,6,3,7
22200449,True,MIN,14400,150,35,25,10,12,0,6,12,1,1,2,1,2,2,1,3
22200449,False,CHI,14400,126,33,19,14,8,0,9,18,1,3,4,1,1,2,1,2
22200450,True,DEN,14400,119,42,20,22,11,0,4,9,3,2,5,2,7,9,7,9
22200450,False,CHA,14400,115,40,26,14,19,1,8,18,1,1,2,2,5,7,4,7
22200451,True,LAL,14400,119,45,27,18,5,1,10,22,2,2,4,0,8,8,7,8
22200451,False,WAS,14400,117,42,26,16,10,0,10,23,0,1,1,0,0,0,0,0
22200452,True,CLE,14400,122,47,28,19,10,1,12,31,1,5,6,1,9,10,7,10
22200452,False,UTA,14400,99,35,20,15,18,0,11,27,9,0,9,2,5,7,3,7
22200453,True,PHI,15900,104,46,29,17,14,0,4,10,4,6,10,0,7,5,0,7
22200453,False,TOR,15900,101,50,28,22,16,1,7,16,1,0,1,2,3,4,3,5
22200454,True,ATL,14400,126,72,45,27,15,0,20,45,3,5,8,0,10,5,2,10
22200454,False,ORL,14400,125,63,41,22,14,0,11,22,1,5,6,0,4,4,3,4
22200455,True,HOU,14400,105,34,23,11,14,0,5,11,5,2,7,0,3,1,1,3
22200455,False,SAS,14400,124,47,39,8,10,0,8,18,3,5,8,1,3,4,3,4
22200456,True,MIN,14400,116,39,12,27,12,0,12,28,0,0,0,2,2,2,2,4
22200456,False,DAL,14400,106,42,22,20,10,0,4,12,3,3,6,0,4,4,2,4
22200457,True,NOP,14400,119,37,17,20,15,0,7,15,5,3,8,4,12,14,5,16
22200457,False,MIL,14400,128,48,32,16,14,0,7,18,3,4,7,0,4,3,2,4
