gameid,home,team,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22200766,True,CHI,14400,103,47,26,21,13,0,6,13,2,0,2,0,3,3,2,3
22200766,False,LAC,14400,108,41,30,11,16,0,6,14,1,3,4,2,5,7,4,7
22200767,True,MIL,14400,124,49,35,14,14,1,5,11,4,4,8,0,8,8,1,8
22200767,False,CHA,14400,115,40,21,19,9,0,10,21,4,1,5,1,4,5,3,5
22200768,True,DEN,14400,122,35,24,11,18,2,9,25,3,1,4,2,2,4,2,4
22200768,False,NOP,14400,113,44,22,22,20,1,10,20,1,2,3,1,2,3,1,3
22200769,True,DET,14400,117,40,25,15,9,1,4,10,2,2,4,1,4,4,2,5
22200769,False,WAS,14400,119,55,39,16,15,0,12,25,2,5,7,2,7,8,6,9
22200770,True,PHI,14400,105,39,26,13,7,1,4,9,2,3,5,0,11,11,6,11
22200770,False,ORL,14400,94,33,17,16,17,0,5,10,1,3,4,0,1,1,0,1
22200771,True,MEM,14400,112,43,27,16,18,0,7,16,2,2,4,1,6,5,1,7
22200771,False,POR,14400,122,36,20,16,11,0,13,34,2,2,4,1,8,7,4,9
22200772,True,BOS,14400,139,66,32,34,9,0,3,7,3,1,4,3,8,11,3,11
22200772,False,BKN,14400,96,48,13,35,11,0,9,20,3,3,6,2,9,9,4,11
22200773,True,HOU,14400,112,55,40,15,12,0,6,13,4,5,9,0,6,2,1,6
22200773,False,OKC,14400,106,48,37,11,17,3,1,3,5,2,7,2,4,5,4,6
22200774,True,MIN,15900,119,50,33,17,15,0,6,14,0,2,2,4,8,12,7,12
22200774,False,GSW,15900,114,63,39,24,15,1,8,19,2,2,4,1,5,5,1,6
22200775,True,SAS,14400,109,47,35,12,10,2,6,15,1,3,4,1,6,5,3,7
22200775,False,SAC,14400,119,69,53,16,12,0,11,23,2,5,7,0,3,3,2,3
22200776,True,UTA,14400,131,46,38,8,6,1,9,22,2,2,4,1,4,5,4,5
22200776,False,TOR,14400,128,23,10,13,13,0,8,19,2,4,6,0,2,2,1,2
22200777,True,PHX,14400,100,36,18,18,10,0,4,8,1,2,3,0,3,2,2,3
22200777,False,ATL,14400,132,30,21,9,13,0,17,37,2,0,2,0,5,4,2,5
22200778,True,IND,14400,111,47,36,11,16,1,10,25,0,4,4,2,5,7,4,7
22200778,False,LAL,14400,112,45,28,17,12,1,5,12,3,5,8,3,3,6,5,6
22200779,True,CLE,14400,128,54,37,17,19,2,14,33,4,5,9,2,9,10,6,11
22200779,False,MEM,14400,113,45,30,15,19,1,9,18,3,4,7,1,8,9,7,9
22200780,True,NYK,14400,106,49,31,18,10,0,2,4,3,3,6,0,2,2,0,2
22200780,False,MIA,14400,104,34,17,17,19,2,9,23,1,4,5,0,7,6,3,7
22200781,True,CHI,14400,114,36,21,15,12,0,8,16,1,4,5,2,0,2,1,2
22200781,False,CHA,14400,98,35,25,10,14,1,8,17,1,2,3,1,2,3,2,3
22200782,True,DAL,14400,111,35,30,5,10,1,13,29,1,2,3,0,5,5,0,5
22200782,False,NOP,14400,106,43,18,25,12,0,10,20,2,0,2,4,3,7,4,7
22200783,True,DEN,14400,134,34,19,15,11,0,11,24,1,4,5,0,3,3,2,3
22200783,False,GSW,14400,117,36,20,16,9,0,11,27,3,1,4,1,2,3,2,3
22200784,True,MIL,14400,106,54,35,19,16,1,7,16,1,1,2,1,1,2,2,2
22200784,False,LAC,14400,105,43,29,14,15,0,11,27,1,3,4,1,1,2,2,2
22200785,True,DET,14400,118,52,37,15,13,1,10,23,3,1,4,2,4,6,6,6
22200785,False,CHA,14400,112,41,26,15,20,0,6,13,3,5,8,2,2,4,4,4
22200786,True,IND,14400,107,46,32,14,19,1,1,3,2,5,7,0,5,5,4,5
22200786,False,SAC,14400,104,44,27,17,14,1,8,21,2,0,2,0,3,3,2,3
22200787,True,WAS,14400,116,38,21,17,13,0,7,17,2,1,3,1,0,1,1,1
22200787,False,POR,14400,124,54,28,26,12,1,13,35,2,3,5,0,4,1,1,4
22200788,True,BOS,14400,94,50,35,15,10,0,5,13,3,3,6,0,2,2,0,2
22200788,False,PHX,14400,106,41,19,22,11,0,13,27,2,1,3,3,2,5,5,5
22200789,True,HOU,14400,111,50,30,20,14,1,3,7,3,3,6,1,10,11,6,11
22200789,False,TOR,14400,117,45,33,12,21,0,10,24,3,3,6,0,6,6,1,6
22200790,True,MIN,14400,120,38,31,7,17,1,7,17,3,0,3,1,3,4,3,4
22200790,False,ORL,14400,127,24,16,8,13,1,8,19,3,4,7,1,1,2,2,2
22200791,True,SAS,14400,125,38,25,13,13,0,13,26,3,3,6,2,1,3,3,3
22200791,False,PHI,14400,137,34,24,10,10,0,7,16,5,4,9,1,4,5,3,5
22200792,True,UTA,14400,108,46,28,18,13,0,12,27,0,1,1,0,4,4,2,4
22200792,False,ATL,14400,115,44,22,22,14,0,15,35,2,4,6,2,3,5,4,5
22200793,True,BKN,14400,125,44,32,12,14,1,9,21,0,1,1,0,4,3,1,4
22200793,False,WAS,14400,123,33,25,8,11,0,9,21,2,4,6,1,0,1,1,1
22200794,True,DET,14400,100,43,30,13,14,0,8,19,4,1,5,3,5,8,5,8
22200794,False,PHX,14400,116,39,22,17,19,0,4,9,0,4,4,1,11,12,7,12
22200795,True,NYK,15900,128,40,25,15,10,1,11,25,0,7,7,1,5,6,1,6
22200795,False,LAC,15900,134,47,28,19,10,0,12,29,1,1,2,0,5,4,3,5
22200796,True,CHI,14400,129,32,15,17,13,1,14,32,1,2,3,1,2,3,3,3
22200796,False,POR,14400,121,35,24,11,10,1,16,37,0,2,2,0,2,2,0,2
22200797,True,MIL,14400,123,50,38,12,8,0,6,15,2,2,4,1,4,5,3,5
22200797,False,MIA,14400,115,32,15,17,16,0,18,37,0,5,5,0,7,5,1,7
22200798,True,NOP,14400,131,39,21,18,11,1,14,29,5,3,8,2,3,5,3,5
22200798,False,LAL,14400,126,37,28,9,10,1,4,9,4,1,5,2,1,3,3,3
22200799,True,OKC,14400,153,52,34,18,21,2,11,28,3,3,6,1,5,6,2,6
22200799,False,HOU,14400,121,48,28,20,13,0,14,31,2,1,3,3,0,3,2,3
22200800,True,GSW,14400,119,42,23,19,12,1,10,26,0,2,2,2,0,2,2,2
22200800,False,DAL,14400,113,35,20,15,16,0,6,16,0,2,2,0,0,0,0,0
22200801,True,DEN,14400,128,51,40,11,20,0,7,16,3,0,3,1,4,5,2,5
22200801,False,ATL,14400,108,39,24,15,10,0,10,22,2,1,3,0,1,1,1,1
22200802,True,CHA,14400,113,31,26,5,11,0,7,15,0,2,2,0,1,1,0,1
22200802,False,ORL,14400,119,44,24,20,10,1,8,17,3,2,5,1,3,4,1,4
22200803,True,IND,14400,103,34,20,14,11,2,4,8,0,2,2,0,2,2,0,2
22200803,False,CLE,14400,122,53,37,16,10,1,7,16,1,2,3,0,7,7,3,7
22200804,True,NYK,14400,108,37,27,10,10,0,6,14,4,1,5,1,6,6,4,7
22200804,False,PHI,14400,97,34,16,18,11,0,3,6,4,1,5,0,6,4,3,6
22200805,True,MEM,14400,103,67,46,21,16,0,9,20,1,4,5,0,5,5,4,5
22200805,False,TOR,14400,106,39,23,16,20,1,5,12,1,3,4,0,5,4,2,5
22200806,True,MIN,14400,128,41,27,14,12,0,5,13,0,1,1,1,1,2,1,2
22200806,False,DEN,14400,98,40,27,13,10,0,6,12,1,1,2,1,2,3,2,3
22200807,True,NOP,14400,136,25,17,8,21,0,8,18,1,0,1,1,7,8,3,8
22200807,False,SAC,14400,104,35,25,10,12,0,7,16,8,1,9,0,3,3,1,3
22200808,True,DET,14400,99,43,17,26,11,0,14,31,6,2,8,3,3,6,3,6
22200808,False,BOS,14400,111,49,26,23,11,1,10,24,2,5,7,5,15,18,10,20
22200809,True,WAS,14400,91,34,23,11,13,1,5,11,1,2,3,0,1,1,1,1
22200809,False,CLE,14400,114,53,39,14,15,0,3,7,2,3,5,0,3,3,2,3
22200810,True,BKN,14400,116,49,31,18,14,0,14,34,1,2,3,0,4,4,0,4
22200810,False,LAC,14400,124,45,29,16,11,1,12,28,4,6,10,3,9,11,6,12
22200811,True,CHI,14400,128,45,31,14,13,3,10,20,0,1,1,1,4,5,5,5
22200811,False,SAS,14400,104,36,30,6,10,0,7,14,1,2,3,0,4,4,0,4
22200812,True,HOU,14400,120,41,28,13,13,0,8,19,1,1,2,0,3,3,0,3
22200812,False,SAC,14400,140,42,28,14,14,1,17,44,3,1,4,0,3,3,2,3
22200813,True,UTA,14400,111,45,25,20,12,1,12,30,2,2,4,1,4,5,1,5
22200813,False,DAL,14400,124,41,28,13,8,2,6,14,4,4,8,1,10,11,3,11
22200814,True,GSW,14400,141,42,29,13,8,0,16,42,1,1,2,4,5,9,8,9
22200814,False,OKC,14400,114,51,24,27,17,1,7,16,1,0,1,0,4,4,1,4
22200815,True,POR,14400,108,44,23,21,7,1,7,16,1,1,2,0,4,3,0,4
22200815,False,MIL,14400,127,43,31,12,11,0,11,23,1,0,1,0,5,5,1,5
22200816,True,ORL,14400,98,41,16,25,13,1,8,16,2,2,4,1,4,4,2,5
22200816,False,NYK,14400,102,45,30,15,6,0,4,10,1,4,5,0,5,4,1,5
22200817,True,BKN,14400,112,42,27,15,16,0,9,19,3,6,9,1,10,7,3,11
22200817,False,PHX,14400,116,45,31,14,13,0,6,13,2,3,5,1,7,5,2,8
22200818,True,NOP,14400,116,38,20,18,18,0,11,24,3,1,4,0,3,3,0,3
22200818,False,ATL,14400,107,32,20,12,11,0,8,19,2,1,3,0,3,1,0,3
22200819,True,MEM,14400,104,40,21,19,20,0,5,11,1,2,3,0,4,4,2,4
22200819,False,CHI,14400,89,41,26,15,17,1,7,14,3,1,4,3,11,12,3,14
22200820,True,DEN,14400,146,28,22,6,15,0,6,13,0,1,1,0,6,6,3,6
22200820,False,MIN,14400,112,38,28,10,10,1,4,9,2,2,4,1,0,1,1,1
22200821,True,LAL,14400,130,46,32,14,16,0,8,19,3,4,7,1,4,5,2,5
22200821,False,OKC,14400,133,38,24,14,21,2,6,13,6,6,12,0,9,8,4,9
22200822,True,CLE,14400,113,61,37,24,16,0,6,12,3,2,5,1,3,2,1,4
22200822,False,DET,14400,85,55,41,14,14,0,4,9,2,0,2,0,1,0,0,1
22200823,True,WAS,14400,118,36,24,12,9,1,7,16,4,1,5,2,4,4,1,6
22200823,False,CHA,14400,104,33,18,15,28,0,9,20,2,3,5,1,0,0,0,1
22200824,True,BOS,14400,106,50,32,18,14,1,10,23,5,1,6,1,6,7,4,7
22200824,False,PHI,14400,99,37,18,19,22,0,5,10,4,2,6,2,6,7,1,8
22200825,True,MIA,14400,116,30,17,13,13,0,6,13,2,0,2,1,1,2,1,2
22200825,False,IND,14400,111,31,22,9,13,0,5,12,1,0,1,0,1,1,0,1
22200826,True,TOR,14400,112,52,33,19,30,0,8,17,2,5,7,0,7,6,2,7
22200826,False,SAS,14400,98,62,45,17,12,0,7,16,3,3,6,0,10,7,2,10
22200827,True,HOU,14400,128,52,39,13,11,0,6,15,2,3,5,1,7,8,4,8
22200827,False,SAC,14400,130,45,35,10,21,1,10,24,0,2,2,1,1,2,1,2
22200828,True,UTA,14400,118,57,29,28,8,1,7,18,3,1,4,1,1,2,1,2
22200828,False,MIN,14400,143,50,34,16,19,0,15,36,4,1,5,0,10,9,5,10
22200829,True,LAC,14400,104,42,23,19,21,0,13,28,3,6,9,1,6,7,5,7
22200829,False,DAL,14400,110,48,35,13,10,1,5,12,1,6,7,1,9,10,4,10
22200830,True,POR,14400,125,43,16,27,3,0,7,17,1,0,1,0,8,8,4,8
22200830,False,GSW,14400,122,34,20,14,20,1,10,28,1,1,2,0,1,1,1,1
22200831,True,ORL,14400,115,42,27,15,7,0,4,8,1,2,3,1,2,2,1,3
22200831,False,DEN,14400,104,41,36,5,11,0,5,12,1,5,6,0,3,3,2,3
22200832,True,ATL,14400,116,36,24,12,10,0,8,17,2,0,2,0,3,3,1,3
22200832,False,PHX,14400,107,43,27,16,17,0,7,15,1,2,3,0,0,0,0,0
22200833,True,BKN,14400,116,37,30,7,9,0,5,12,2,1,3,0,2,2,0,2
22200833,False,CHI,14400,105,46,26,20,7,0,5,10,0,0,0,1,2,3,0,3
22200834,True,LAL,14400,106,50,27,23,10,3,14,30,2,0,2,3,2,5,4,5
22200834,False,MIL,14400,115,54,46,8,6,0,11,24,2,3,5,7,3,9,6,10
22200835,True,DET,17400,138,64,44,20,10,0,12,24,4,4,8,0,11,11,4,11
22200835,False,SAS,17400,131,57,35,22,9,1,10,25,5,2,7,0,9,9,4,9
22200836,True,IND,14400,104,40,27,13,20,1,10,24,2,1,3,2,3,5,2,5
22200836,False,PHX,14400,117,40,26,14,18,0,7,16,3,4,7,3,6,9,6,9
22200837,True,PHI,14400,119,44,25,19,12,0,7,16,0,3,3,2,14,14,11,16
22200837,False,NYK,14400,108,55,27,28,1,1,9,20,1,1,2,2,4,5,5,6
22200838,True,BOS,14400,127,36,31,5,8,1,13,32,0,0,0,0,4,4,2,4
22200838,False,CHA,14400,116,32,15,17,14,0,12,27,3,1,4,0,1,1,0,1
22200839,True,TOR,14400,116,45,31,14,19,0,9,21,3,2,5,1,5,6,4,6
22200839,False,UTA,14400,122,54,36,18,10,0,13,26,2,3,5,0,5,5,3,5
22200840,True,MIA,14400,97,34,18,16,25,0,8,18,1,0,1,0,3,3,1,3
22200840,False,HOU,14400,95,38,18,20,13,1,3,6,3,0,3,0,3,3,1,3
22200841,True,MEM,14400,128,40,28,12,19,0,14,32,4,2,6,0,0,0,0,0
22200841,False,MIN,14400,107,31,20,11,10,2,4,9,1,1,2,0,2,2,2,2
22200842,True,NOP,14400,107,29,22,7,20,0,3,6,2,3,5,1,5,6,3,6
22200842,False,CLE,14400,118,32,24,8,17,0,6,14,5,3,8,0,3,3,1,3
22200843,True,POR,14400,129,28,23,5,12,1,7,18,1,3,4,1,2,3,2,3
22200843,False,OKC,14400,138,37,16,21,14,1,7,15,0,4,4,0,4,4,0,4
22200844,True,SAC,14400,114,54,28,26,13,0,10,22,0,1,1,1,3,4,3,4
22200844,False,DAL,14400,122,35,22,13,9,1,7,15,3,0,3,1,3,4,4,4
22200845,True,LAC,14400,106,41,27,14,15,0,19,41,1,1,2,0,3,3,0,3
22200845,False,MIL,14400,119,43,27,16,17,0,7,15,5,1,6,0,7,7,2,7
22200846,True,BKN,14400,98,43,30,13,19,0,10,24,2,0,2,0,4,3,1,4
22200846,False,PHI,14400,101,42,23,19,6,0,0,0,1,3,4,2,4,6,4,6
22200847,True,CHA,14400,105,55,40,15,13,0,11,24,1,7,8,2,6,7,4,8
22200847,False,DEN,14400,119,49,26,23,12,0,11,22,4,0,4,1,11,12,4,12
22200848,True,ORL,15900,103,44,26,18,23,1,5,11,0,2,2,3,4,7,4,7
22200848,False,MIA,15900,107,51,37,14,17,4,7,17,0,2,2,1,6,6,2,7
22200849,True,WAS,14400,127,42,27,15,10,0,12,27,1,1,2,0,7,7,2,7
22200849,False,IND,14400,113,35,20,15,20,0,5,11,2,2,4,3,4,7,4,7
22200850,True,ATL,14400,125,45,30,15,14,1,11,24,1,3,4,0,2,2,1,2
22200850,False,SAS,14400,106,53,43,10,10,0,8,17,1,0,1,0,3,3,0,3
22200851,True,NYK,14400,126,50,32,18,8,0,15,33,6,1,7,2,7,9,7,9
22200851,False,UTA,14400,120,61,42,19,6,1,15,32,2,1,3,0,5,5,2,5
22200852,True,CLE,14400,97,34,26,8,18,2,7,18,2,4,6,0,1,1,0,1
22200852,False,CHI,14400,89,38,28,10,10,0,4,9,4,3,7,1,2,3,1,3
22200853,True,GSW,14400,103,51,37,14,22,1,12,29,3,1,4,1,3,4,3,4
22200853,False,LAL,14400,109,50,24,26,10,0,13,27,4,0,4,0,3,3,2,3
22200854,True,SAC,15900,133,46,19,27,16,0,14,31,0,1,1,1,1,2,2,2
22200854,False,DAL,15900,128,40,29,11,11,0,7,16,2,1,3,2,1,3,2,3
22200855,True,BOS,14400,119,44,25,19,9,0,7,18,4,0,4,3,8,11,10,11
22200855,False,MEM,14400,109,43,19,24,11,0,10,22,1,3,4,1,8,8,4,9
22200856,True,TOR,14400,119,41,26,15,21,0,8,21,3,3,6,0,7,7,4,7
22200856,False,DET,14400,118,49,36,13,9,0,6,12,3,3,6,0,4,4,2,4
22200857,True,CHA,14400,144,43,35,8,9,0,14,31,1,2,3,0,2,2,0,2
22200857,False,ATL,14400,138,39,21,18,12,0,15,32,3,1,4,0,1,1,0,1
22200858,True,CLE,14400,117,40,36,4,15,0,12,25,3,0,3,0,0,0,0,0
22200858,False,SAS,14400,109,33,25,8,16,0,8,18,1,0,1,2,0,2,1,2
22200859,True,IND,14400,117,45,26,19,17,0,15,32,2,6,8,0,7,6,3,7
22200859,False,UTA,14400,123,38,24,14,12,0,12,31,3,1,4,0,0,0,0,0
22200860,True,PHI,14400,123,42,29,13,20,0,11,27,3,2,5,0,4,4,2,4
22200860,False,HOU,14400,104,46,24,22,15,2,6,15,3,3,6,2,0,2,2,2
22200861,True,MIA,14400,108,27,14,13,9,0,6,16,1,2,3,0,3,3,1,3
22200861,False,DEN,14400,112,36,20,16,8,1,6,13,2,0,2,0,0,0,0,0
22200862,True,NYK,14400,124,43,27,16,14,1,5,12,1,1,2,0,10,10,5,10
22200862,False,BKN,14400,106,49,27,22,11,0,8,21,3,2,5,1,5,6,2,6
22200863,True,CHI,14400,91,37,26,11,15,0,5,10,2,2,4,1,1,2,2,2
22200863,False,ORL,14400,100,50,38,12,16,3,6,14,2,2,4,1,2,3,2,3
22200864,True,OKC,14400,100,45,30,15,13,4,1,2,2,3,5,1,1,2,1,2
22200864,False,NOP,14400,103,48,30,18,20,0,12,26,2,2,4,0,1,1,0,1
22200865,True,DAL,14400,121,29,18,11,10,0,7,15,2,0,2,1,1,2,2,2
22200865,False,MIN,14400,124,25,13,12,17,0,5,10,1,4,5,2,4,6,5,6
22200866,True,GSW,14400,135,43,26,17,14,1,16,42,4,3,7,4,6,10,6,10
22200866,False,WAS,14400,126,50,30,20,14,1,8,17,1,0,1,1,7,7,4,8
22200867,True,POR,14400,127,50,29,21,16,1,13,32,0,1,1,0,3,3,1,3
22200867,False,LAL,14400,115,53,29,24,12,0,6,15,1,2,3,2,3,5,5,5
22200868,True,TOR,14400,123,51,30,21,14,0,6,15,3,3,6,1,2,2,2,3
22200868,False,ORL,14400,113,31,21,10,12,0,4,10,1,3,4,1,6,5,3,7
22200869,True,MIL,15900,131,42,19,23,16,0,6,15,3,3,6,0,4,4,1,4
22200869,False,BOS,15900,125,35,19,16,13,2,19,46,3,2,5,2,8,10,7,10
22200870,True,PHX,14400,120,46,26,20,19,0,12,24,1,3,4,0,1,1,0,1
22200870,False,SAC,14400,109,45,34,11,16,0,11,24,0,1,1,1,2,3,2,3
22200871,True,LAC,14400,134,37,23,14,10,0,12,27,1,3,4,2,6,8,4,8
22200871,False,GSW,14400,124,65,43,22,11,0,14,33,2,2,4,3,6,4,2,9
22200872,True,POR,14400,101,38,22,16,18,0,3,6,2,4,6,1,4,5,1,5
22200872,False,WAS,14400,126,30,20,10,18,0,6,14,1,1,2,0,4,4,2,4
22200873,True,CHA,14400,120,60,42,18,21,1,10,21,2,8,10,2,5,7,5,7
22200873,False,SAS,14400,110,56,33,23,12,0,11,26,2,1,3,0,1,1,1,1
22200874,True,IND,14400,117,56,34,22,13,1,8,19,0,2,2,0,3,1,0,3
22200874,False,CHI,14400,113,49,22,27,15,0,5,10,2,0,2,1,5,2,0,6
22200875,True,PHI,14400,118,32,17,15,13,0,6,16,3,2,5,3,9,10,3,12
22200875,False,CLE,14400,112,50,40,10,14,0,12,27,8,4,12,1,5,4,3,6
22200876,True,ATL,14400,101,51,28,23,9,0,8,17,1,3,4,0,2,2,0,2
22200876,False,NYK,14400,122,54,38,16,7,0,10,24,1,5,6,3,3,6,5,6
22200877,True,BOS,14400,127,36,26,10,11,0,8,21,0,4,4,1,6,7,2,7
22200877,False,DET,14400,109,47,25,22,11,0,9,19,1,0,1,0,2,2,1,2
22200878,True,BKN,14400,116,34,18,16,9,0,12,29,1,1,2,0,4,4,2,4
22200878,False,MIA,14400,105,28,13,15,10,0,9,20,2,1,3,0,3,3,0,3
22200879,True,MEM,14400,117,41,29,12,15,0,10,22,6,2,8,0,2,2,0,2
22200879,False,UTA,14400,111,62,46,16,15,0,7,15,2,0,2,0,3,3,1,3
22200880,True,OKC,14400,133,54,32,22,12,4,4,9,0,0,0,3,7,10,7,10
22200880,False,HOU,14400,96,47,31,16,8,0,4,10,4,2,6,2,3,5,4,5
22200881,True,DEN,14400,118,42,23,19,14,0,9,19,2,0,2,1,2,1,1,3
22200881,False,DAL,14400,109,37,22,15,11,0,10,24,0,0,0,1,3,3,1,4
22200882,True,LAL,14400,120,46,37,9,14,1,4,10,0,2,2,2,7,9,6,9
22200882,False,NOP,14400,102,33,17,16,8,1,9,18,3,3,6,2,5,7,5,7
22200883,True,CHI,14400,100,50,23,27,14,1,8,16,4,3,7,1,3,4,2,4
22200883,False,MIL,14400,112,56,41,15,5,0,11,27,3,1,4,2,4,6,5,6
22200884,True,MIN,14400,106,45,29,16,14,0,7,14,2,1,3,1,2,3,2,3
22200884,False,WAS,14400,114,43,32,11,15,0,9,21,2,3,5,0,2,2,1,2
22200885,True,PHX,14400,107,37,25,12,11,0,9,18,0,1,1,0,5,5,3,5
22200885,False,LAC,14400,116,32,21,11,11,0,9,19,3,6,9,1,4,4,0,5
22200886,True,CLE,14400,109,48,27,21,18,0,6,13,2,1,3,0,7,7,4,7
22200886,False,DEN,14400,115,45,33,12,16,0,6,14,5,3,8,1,3,4,3,4
22200887,True,IND,15900,138,48,31,17,13,1,7,16,1,0,1,4,0,4,4,4
22200887,False,BOS,15900,142,44,23,21,7,0,9,23,5,2,7,1,0,1,1,1
22200888,True,ORL,14400,108,49,29,20,17,0,5,10,3,3,6,0,5,5,0,5
22200888,False,DET,14400,106,45,31,14,13,1,11,27,3,2,5,0,4,4,2,4
22200889,True,PHI,14400,110,42,29,13,7,1,5,11,5,3,8,0,9,9,5,9
22200889,False,MEM,14400,105,58,34,24,18,2,12,25,8,0,8,2,3,5,3,5
22200890,True,TOR,14400,115,44,29,15,15,0,8,17,2,1,3,0,9,9,3,9
22200890,False,NOP,14400,110,52,33,19,13,2,8,16,0,2,2,0,12,12,6,12
22200891,True,DAL,14400,142,39,29,10,21,0,6,15,1,2,3,0,3,3,2,3
22200891,False,SAS,14400,116,38,20,18,10,0,10,24,2,3,5,0,3,3,0,3
22200892,True,UTA,15900,120,43,34,9,13,0,12,29,3,1,4,2,6,5,3,8
22200892,False,OKC,15900,119,46,25,21,22,2,7,14,3,3,6,1,16,9,3,17
22200893,True,LAL,14400,124,33,19,14,14,0,7,16,2,1,3,1,4,5,5,5
22200893,False,GSW,14400,111,45,26,19,17,0,7,19,3,2,5,5,6,11,7,11
22200894,True,SAC,14400,133,53,33,20,13,1,9,20,4,2,6,0,2,2,2,2
22200894,False,POR,14400,116,40,26,14,15,1,7,19,0,2,2,0,6,6,3,6
22200895,True,WAS,14400,109,47,36,11,8,1,12,26,1,1,2,0,7,7,2,7
22200895,False,NYK,14400,115,45,18,27,12,1,9,19,2,4,6,1,6,6,3,7
22200896,True,ATL,14400,136,35,22,13,12,0,14,35,2,1,3,0,3,3,1,3
22200896,False,CLE,14400,119,34,26,8,13,0,12,28,3,3,6,0,3,2,1,3
22200897,True,MIL,14400,128,40,28,12,5,0,10,25,1,2,3,1,1,2,2,2
22200897,False,MIA,14400,99,40,18,22,18,2,13,32,1,1,2,0,4,3,1,4
22200898,True,MIN,14400,113,50,37,13,9,0,7,15,2,1,3,0,2,2,0,2
22200898,False,CHA,14400,121,44,29,15,11,0,5,11,2,0,2,0,8,8,3,8
22200899,True,PHX,14400,124,42,26,16,8,1,13,30,4,2,6,1,8,7,3,9
22200899,False,OKC,14400,115,39,24,15,14,0,13,29,1,2,3,1,6,4,1,7
22200900,True,CHI,14400,131,52,22,30,7,0,10,24,0,5,5,1,6,6,4,7
22200900,False,BKN,14400,87,58,42,16,4,0,6,15,1,3,4,0,4,3,1,4
22200901,True,GSW,14400,116,57,35,22,10,1,12,34,1,1,2,1,4,5,3,5
22200901,False,HOU,14400,101,45,15,30,17,0,6,15,2,2,4,1,6,7,1,7
22200902,True,LAC,17400,175,51,27,24,18,1,4,9,3,4,7,1,5,6,3,6
22200902,False,SAC,17400,176,53,28,25,21,0,6,15,0,3,3,0,5,5,1,5
22200903,True,DET,14400,91,51,36,15,6,1,1,2,2,1,3,0,9,9,5,9
22200903,False,TOR,14400,95,60,47,13,18,0,3,6,1,1,2,1,9,10,7,10
22200904,True,CHA,14400,108,39,18,21,15,0,12,30,4,4,8,0,1,1,0,1
22200904,False,MIA,14400,103,44,34,10,15,0,6,12,2,3,5,1,4,5,2,5
22200905,True,ORL,14400,108,50,29,21,9,0,7,17,0,2,2,3,1,4,3,4
22200905,False,IND,14400,121,48,26,22,19,0,2,5,2,0,2,0,0,0,0,0
22200906,True,NYK,14400,128,53,36,17,4,0,7,17,2,1,3,3,7,9,5,10
22200906,False,NOP,14400,106,33,17,16,17,0,8,17,0,5,5,2,6,7,4,8
22200907,True,MEM,14400,112,41,27,14,18,0,4,9,2,3,5,3,3,6,4,6
22200907,False,DEN,14400,94,50,21,29,7,0,8,19,3,0,3,3,0,3,2,3
22200908,True,PHI,14400,107,31,19,12,10,0,3,7,3,3,6,0,0,0,0,0
22200908,False,BOS,14400,110,42,27,15,10,0,13,31,1,0,1,1,2,3,3,3
22200909,True,UTA,14400,118,67,43,24,11,0,9,20,3,1,4,1,4,5,4,5
22200909,False,SAS,14400,102,51,33,18,22,1,7,16,4,3,7,0,3,3,2,3
22200910,True,MIL,14400,104,55,44,11,16,1,8,20,5,3,8,3,7,9,4,10
22200910,False,PHX,14400,101,50,25,25,10,1,17,35,4,4,8,2,4,6,4,6
22200911,True,ATL,14400,129,40,21,19,9,1,8,19,2,2,4,3,0,3,3,3
22200911,False,BKN,14400,127,45,32,13,18,0,4,8,2,1,3,1,4,5,3,5
22200912,True,CHI,14400,102,43,26,17,19,3,12,24,3,2,5,2,2,4,3,4
22200912,False,WAS,14400,82,52,37,15,11,0,5,10,6,1,7,1,4,4,3,5
22200913,True,DAL,14400,108,40,22,18,10,1,9,23,2,1,3,3,9,12,8,12
22200913,False,LAL,14400,111,41,18,23,16,0,3,6,3,3,6,2,3,4,2,5
22200914,True,CLE,14400,118,48,30,18,13,1,8,21,0,1,1,0,2,2,1,2
22200914,False,TOR,14400,93,40,26,14,6,0,5,10,1,3,4,1,3,4,2,4
22200915,True,OKC,14400,115,49,22,27,16,2,7,16,3,3,6,0,6,6,1,6
22200915,False,SAC,14400,124,47,25,22,13,2,10,23,0,1,1,2,5,7,4,7
22200916,True,GSW,14400,109,67,35,32,14,0,11,30,4,1,5,5,7,12,8,12
22200916,False,MIN,14400,104,43,25,18,20,0,5,13,3,4,7,3,1,4,2,4
22200917,True,POR,14400,131,34,30,4,19,0,15,38,1,4,5,0,9,9,3,9
22200917,False,HOU,14400,114,40,19,21,10,3,6,12,1,1,2,1,1,2,1,2
22200918,True,DEN,15900,134,38,24,14,8,0,8,17,1,1,2,1,4,5,3,5
22200918,False,LAC,15900,124,50,27,23,17,0,9,22,0,1,1,1,3,4,3,4
22200919,True,CHA,14400,117,64,44,20,10,0,13,32,0,2,2,0,6,6,5,6
22200919,False,DET,14400,106,56,40,16,15,0,9,19,2,4,6,0,3,3,2,3
